tag,content,label,depth,domain
html body div div div div ul li a p  ,退票作業時間延長公告,0,10,newdata
html body div div div div div div div ul li a  ,EN,0,12,newdata
html body div div div div div div div ul li a  ,繁,0,12,newdata
html body div div div div div div div ul li a  ,會員登入／註冊,0,12,newdata
html body div div div nav ul li a  ,節目資訊,0,9,newdata
html body div div div nav ul li a  ,巡演節目,0,9,newdata
html body div div div nav ul li a  ,推薦場館,0,9,newdata
html body div div div nav ul li a  ,最新消息,0,9,newdata
html body div div div nav ul li a  ,常見問題,0,9,newdata
html body div div div nav ul li a  ,訂單查詢,0,9,newdata
html body div div div  ,載入中...,0,5,newdata
html body div div section div div div h2  ,柴郡貓 x 喬伊是一隻鹿 - 「人生模樣」EP 發行演唱會,1,9,newdata
html body div div section div div div ul li a div  ,立即購票,1,12,newdata
html body div div section div div div div ul li a  ,節目介紹,1,12,newdata
html body div div section div div div div div div p span  ,人生模樣按下播放鍵，我們注定一路不斷地前行。,1,13,newdata
html body div div section div div div div div div p span  ,在 A 面轉動著光影的碰撞，,1,13,newdata
html body div div section div div div div div div p span  ,在 B 面哼唱著真實的模樣。,1,13,newdata
html body div div section div div div div div div p span  ,2021 年末，用兩張 EP 迎來今年最終章，,1,13,newdata
html body div div section div div div div div div p span  ,相約用音樂刻畫明年的「人生模樣」。,1,13,newdata
html body div div section div div div div div div p span b  ,A 面＿「生」＿DeerJoy喬伊是一隻鹿,1,14,newdata
html body div div section div div div div div div p span  ,生—— 有生命力的、或泛指生活階段、血液與呼吸並存、活著的表象。,1,13,newdata
html body div div section div div div div div div p span  ,DeerJoy 喬伊是一隻鹿 樂團首張 EP《生》收錄全新三首創作，一起走過的世界，從逐漸崩壞的毀滅，到寄放黑暗的森林，再到通往銀河的星途，歌名皆以「生」為結尾、表現三種「生」的狀態。另外收進今年 6 月數位發行的首支單曲〈還是要負重前行〉，Bonus Track 則為〈還是要負重前行〉全新 Accustic 版本。和 DeerJoy 一起在迷途中不斷摸索與探尋，在《生》裡感受生存亦沈重亦溫柔的歷程。,1,13,newdata
html body div div section div div div div div div p span  ,「如果有些人的歌是光，DeerJoy 的歌則是坐在黑暗裡陪著你一起等待、一起盼望」,1,13,newdata
html body div div section div div div div div div p span b  ,B 面＿「不必成為別人中的模樣」＿CheshireCat 柴郡貓,1,14,newdata
html body div div section div div div div div div p span  ,柴郡貓限量收藏版EP卡帶《不必成為別人眼中的模樣》，日系清透質感融入貓的特性，在人與貓之間搖擺，思考人類的疑惑與掙扎，一步一步找到自己，終在貓形人形之間自在變換的人生短篇集。除了「不必成為別人眼中的模樣」三部曲系列，特別收錄番外篇《不必成為別人眼中的模樣》吉他彈唱版，用真實的模樣，擁抱每個渴望擁有自我的靈魂。,1,13,newdata
html body div div section div div div div div div p span  ,「致每個在生活中掙扎的靈魂，因為擁有真實的模樣 ，我們閃閃發光。」,1,13,newdata
html body div div section div div div div div div div span  ,⧒ 活動資訊 ⧒,1,13,newdata
html body div div section div div div div div div div span  ,​,1,13,newdata
html body div div section div div div div div div div span b  ,「人生模樣」EP發行演唱會,1,14,newdata
html body div div section div div div div div div div span  ,時間｜12/30 Thurs. 19:30 Open / 20:00 Start,1,13,newdata
html body div div section div div div div div div div span  ,演出｜,1,13,newdata
html body div div section div div div div div div div span span  ,柴郡貓 CheshireCat,1,14,newdata
html body div div section div div div div div div div span  ,/,1,13,newdata
html body div div section div div div div div div div span span  ,DeerJoy 喬伊是一隻鹿,1,14,newdata
html body div div section div div div div div div div span  ,票價｜生而為人單人票 $400 /與你同行雙人票 $700 / 不見不散現場票 $500,1,13,newdata
html body div div section div div div div div div div span  ,地點｜小地方展演空間,1,13,newdata
html body div div section div div div div div div div span  ,×注意事項：​,1,13,newdata
html body div div section div div div div div div div span  ,​,1,13,newdata
html body div div section div div div div div div div span  ,※ 本活動須依照衛福部規範進行。​,1,13,newdata
html body div div section div div div div div div div span  ,※ 本場票券預售一經完售，便不再開放現場售票。​,1,13,newdata
html body div div section div div div div div div div span  ,※ 活動現場禁止外食。,1,13,newdata
html body div div section div div div div div div p span b  ,柴郡貓 CheshireCat,1,14,newdata
html body div div section div div div div div div p span a span  ,https://ffm.bio/cheshirecat,1,15,newdata
html body div div section div div div div div div p span  ,以音樂、文字、旅行構成的貓系女子。,1,13,newdata
html body div div section div div div div div div p span  ,時而為人，用心生活，努力感受微小的喜怒哀樂。,1,13,newdata
html body div div section div div div div div div p span  ,時而為貓，仔細觀察，重新詮釋平凡無奇的日常。,1,13,newdata
html body div div section div div div div div div p span  ,台日系創作歌手，擅長中日文創作，日系形象搭配清新鮮明的創作風格，以音樂創作人及旅遊作家的身分活躍於獨立音樂圈。,1,13,newdata
html body div div section div div div div div div p span  ,從 2009 年起發行音樂作品：EP《小小的幸福》、《夢遊仙境》及 DEMO 系列《小春日和》、《仰角》、《如果》、《在你眼裡的花火》。2014 年出版台灣第一本以音樂景點作為主題的旅遊書籍《日本音樂旅人手札》。2016 年發行首張專輯《再一次，旅行》音樂日記，並於台灣日本同步發行，踏上縱貫日本 7 個縣市巡迴演出。2018 年第二本旅遊書收錄雙單曲《東京，慢慢熟。》上市。2019 年邁入十週年推出紀念單曲《想住進你的心裡面》。2020 年底踏出音樂旅程全新步伐「不必成為別人眼中的模樣」三部曲。,1,13,newdata
html body div div section div div div div div div p span  ,音樂作品更跨足廣告配樂，從日本知名鑽戒品牌「i-Primo」、修杰楷代言「味丹真麵堂」等浪漫情歌廣告曲，到「中華航空高雄熊本線」的可愛俏皮旅行宣傳曲，多首令人印象深刻的電視廣告配樂，演繹幸福的旋律，創下百萬點閱率備受關注。除了在台灣進行音樂活動外，更曾多次到日本巡迴演出。橫跨東京、京都、大阪、奈良，並參與沖繩國際音樂祭、名古屋栄ミナミ音楽祭、神戸新開地音楽祭、東京、大阪、栃木縣等地舉辦的台灣祭演出。,1,13,newdata
html body div div section div div div div div div p span  ,柴郡貓 Cheshire Cat 《閱讀空氣的人》,1,13,newdata
html body div div section div div div div div div p span a span  ,https://youtu.be/TqH_1JE7SpM,1,15,newdata
html body div div section div div div div div div p span  ,柴郡貓 Cheshire Cat《君は君のままでいいんだ》（你只要是你就夠了）,1,13,newdata
html body div div section div div div div div div p span a span  ,https://youtu.be/h4V-saWT63Y,1,15,newdata
html body div div section div div div div div div p span b  ,DeerJoy 喬伊是一隻鹿,1,14,newdata
html body div div section div div div div div div p span a span  ,https://futureseed.ffm.to/deerjoy,1,15,newdata
html body div div section div div div div div div p span  ,我們遺失了喬伊，我們正在尋找牠。,1,13,newdata
html body div div section div div div div div div p span  ,如果你有遇見牠， 請記得跟著牠一起， 在迷途中享受快樂。,1,13,newdata
html body div div section div div div div div div p span  ,[DeerJoy 喬伊是一隻鹿]同取自 Dear Joy 的諧音。以鹿作為樂團形象，名字取為 Joy，在迷途的生命中尋找著快樂。,1,13,newdata
html body div div section div div div div div div p span  ,DeerJoy 擅長搖滾樂風，以雙主唱和吉他手為編制，編曲、作曲、作詞各自專精融合出一首首帶著獨特風格的歌曲。,1,13,newdata
html body div div section div div div div div div p span  ,創作靈感來自現時生存反思後的深刻感受，傳達內心的拉扯掙扎和對自我實現的渴望。樂團未來將持續積累發表自身創作，亦為歌手、網紅等團隊，全方位量身打造音樂作品。,1,13,newdata
html body div div section div div div div div div p span  ,DeerJoy 喬伊是一隻鹿 feat.林鴻鳴【迷霧之上】,1,13,newdata
html body div div section div div div div div div p span a span  ,https://youtu.be/f3IWrF2ED4I,1,15,newdata
html body div div section div div div div div div p span  ,Deerjoy 喬伊是一隻鹿【還是要負重前行】,1,13,newdata
html body div div section div div div div div div p span a span  ,https://youtu.be/J_LBhlr2qsA,1,15,newdata
html body div div section div div div div p  ,※購買票券前，請先了解並同意以上規範，如不同意請勿購買，以免產生不必要之糾紛及損害；當進行購票及退票作業時，將視同您已瞭解並同意遵守以上全部事項。,1,10,newdata
html body div footer div div div div  ,|,0,8,newdata
html body div footer div div div div a  ,關於iNDIEVOX,0,9,newdata
html body div footer div div div div  ,|,0,8,newdata
html body div footer div div div div a  ,會員服務條款,0,9,newdata
html body div footer div div div div  ,|,0,8,newdata
html body div footer div div div div a  ,隱私權政策,0,9,newdata
html body div footer div div div div  ,|,0,8,newdata
html body div footer div div div  ,一定發股份有限公司 版權所有 iNDIEVOX. All Rights Reserved.,0,7,newdata
html body div footer div div div  ,客服專線：+886 (02) 8772-6205,0,7,newdata
html body div footer div div div  ,客服時間：週一 ~ 週五 10:00-12:30 13:30-18:00,0,7,newdata
html body div footer div div div  ,(適逢國定假日暫停服務),0,7,newdata
html body div footer div div div  ,客服信箱：support@indievox.com,0,7,newdata
