tag,content,label,depth,domain
html body div header div div ul li a span  ,Facebook,0,10,newdata
html body div header div div ul li a span  ,Instagram,0,10,newdata
html body div header div div ul li a span  ,Mail,0,10,newdata
html body div header div div div nav div ul li a span  ,Search,0,13,newdata
html body div header div div div nav div ul li a span span strong  ,Menu,0,15,newdata
html body div header div div div nav ul li a span  ,Facebook,0,12,newdata
html body div header div div div nav ul li a span  ,Instagram,0,12,newdata
html body div header div div div nav ul li a span  ,Mail,0,12,newdata
html body div header div div div nav div ul li a span  ,設計 DESIGN,0,13,newdata
html body div header div div div nav div ul li ul li a span  ,新訊 LATEST,0,15,newdata
html body div header div div div nav div ul li ul li a span  ,選品 OBJECT,0,15,newdata
html body div header div div div nav div ul li ul li a span  ,居家佈置 DECO,0,15,newdata
html body div header div div div nav div ul li ul li a span  ,空間建築 ARCHITECTURE,0,15,newdata
html body div header div div div nav div ul li a span  ,品味 STYLISH,0,13,newdata
html body div header div div div nav div ul li ul li a span  ,時尚 FASHION,0,15,newdata
html body div header div div div nav div ul li ul li a span  ,品牌 BRAND,0,15,newdata
html body div header div div div nav div ul li a span  ,文化 CULTURE,0,13,newdata
html body div header div div div nav div ul li ul li a span  ,飲食 FOOD,0,15,newdata
html body div header div div div nav div ul li ul li a span  ,旅遊 TRAVEL,0,15,newdata
html body div header div div div nav div ul li ul li a span  ,藝文 ART,0,15,newdata
html body div header div div div nav div ul li a span  ,熱門文章 POPULAR,0,13,newdata
html body div header div div div nav div ul li a span  ,人物專訪 INTERVIEW,0,13,newdata
html body div header div div div nav div ul li a span  ,特別企劃 FEATURE,0,13,newdata
html body div header div div div nav div ul li a span  ,展覽活動 NEXT,0,13,newdata
html body div header div div div nav div ul li a span  ,MAISON&OBJET,0,13,newdata
html body div header div div div nav div ul li a span  ,Search,0,13,newdata
html body div header div div div nav div ul li a span span strong  ,Menu,0,15,newdata
html body div div div div strong a  ,部落格 - 最新消息,0,8,newdata
html body div div div div div div span span  ,您現在的位置：,0,10,newdata
html body div div div div div div a  ,首頁,0,9,newdata
html body div div div div div div span  ,/,0,9,newdata
html body div div div div div div span a  ,設計 DESIGN,0,10,newdata
html body div div div div div div span  ,/,0,9,newdata
html body div div div div div div span a  ,新訊 LATEST,0,10,newdata
html body div div div div div div span  ,/,0,9,newdata
html body div div div div div div span  ,邊吃美食邊鑑賞藝術 Editions藝術平台展開為一個月的藝術風暴...,1,9,newdata
html body div div div div main article div header h1 a  ,邊吃美食邊鑑賞藝術 Editions藝術平台展開為一個月的藝術風暴			,1,12,newdata
html body div div div div main article div header span time  ,"十二月 20, 2021",1,12,newdata
html body div div div div main article div header span span  ,/,1,12,newdata
html body div div div div main article div header span span  ,在：,1,12,newdata
html body div div div div main article div header span span a  ,展覽活動 NEXT,1,13,newdata
html body div div div div main article div header span span  ,",",1,12,newdata
html body div div div div main article div header span span a  ,新訊 LATEST,1,13,newdata
html body div div div div main article div header span span  ,/,1,12,newdata
html body div div div div main article div header span span  ,作者：,1,12,newdata
html body div div div div main article div header span span span span span a  ,Tim Kuo,1,16,newdata
html body div div div div main article div div p span  ,「 THE STUDIO」2017年創立的私廚空間，一直以來都擁有豐富的藝術饗宴活動與展覽經驗，今年12月，他們推出旗下全新品牌—「Editions」藝術平台，因為相信藝術可以是每個人的日常，並希望將更多價格親民的藝術品呈現給大眾，因此17號開幕後，,1,12,newdata
html body div div div div main article div div p span  ,Editions宣布第一波將合作的40位藝術家，分別來自法國、美國、葡萄牙、奧地利、羅馬尼亞等國，超過40幅作品首度同台、並在Editions展出，風格涵蓋極簡印象派、懷舊、寫實風格、極簡抽象等，展品主題包括日常生活場景、療癒感花草植物、人物生活樣貌、世界知名景點、建築作品等。以色彩帶來愉悅的幸褔感，捕捉並重新詮釋日常的片刻，以及那些純粹又珍貴的零光片羽，構成纖細如夢般的插畫圖像。,1,12,newdata
html body div div div div main article div div p span  ,此外，這次展出也包括The Studio共同創辦人Cesar收藏一系列來自台北當代藝術中心、林肯表演藝術中心的紀念版畫與海報等個人收藏展品，將會同步呈現在此。,1,12,newdata
html body div div div div main article div div p  ,這波活動將以「Copy & Paste」創作手法作為主軸，開啟為期30天的「無限之夜・Nights of (un)limited Editions」，在經典藝術作品、大眾文化之上（Copy），透過邀請行為藝術家陳俊宇、版畫藝術家陳御辰；風格職人DJ林貓王、琴酒達人SOSO、Nadarrach品牌主理人Wayne Hsieh與收藏家進行多元演繹、翻玩出無限的創意與靈感（Paste），更攜手「Schweppes舒味思」氣泡水品牌進行合作，創作出屬於(un)limited Editions的跨界調酒及迷你展巡迴，以音樂、電影、調酒、數位藝術創作、NFT 等多元主題，讓「融入生活中的藝術」概念能透過30天的多元體驗，打造出精彩的跨界交流，讓藝術走入日常。,1,11,newdata
html body div div div div main article div div blockquote p  ,12/24（五）電影扮裝主題之夜（19:30-22:30）,1,12,newdata
html body div div div div main article div div blockquote p  ,12/29（三）琴酒博物館 Sidebar Soso 琴酒分享會（19:30-22:00）,1,12,newdata
html body div div div div main article div div blockquote p  ,曾造訪過40餘間酒廠，品飲超過上千款琴酒，自稱「杜松子分靈體」的Soso，以斜槓身份用電影、閱讀與音樂平衡黑夜白天的兩種身影，將於活動現場調製經典調酒x創意翻玩的藝術調酒。,1,12,newdata
html body div div div div main article div div blockquote p  ,2022/1/8（六） THE STUDIO Music Party 音樂主題之夜（19:30-22:30）,1,12,newdata
html body div div div div main article div div blockquote p  ,地點：台北市松山區八德路三段144號3F,1,12,newdata
html body div div div div main article div div div span  ,閱讀人數：,0,12,newdata
html body div div div div main article div div div span  ,55,0,12,newdata
html body div div div div main article div footer span strong  ,標籤：,0,12,newdata
html body div div div div main article div footer span span a  ,editions,0,13,newdata
html body div div div div main article div footer span span  ,",",0,12,newdata
html body div div div div main article div footer span span a  ,the studio,0,13,newdata
html body div div div div main article div footer span span  ,",",0,12,newdata
html body div div div div main article div footer span span a  ,平易近人,0,13,newdata
html body div div div div main article div footer span span  ,",",0,12,newdata
html body div div div div main article div footer span span a  ,私廚料理,0,13,newdata
html body div div div div main article div footer span span  ,",",0,12,newdata
html body div div div div main article div footer span span a  ,藝術平台,0,13,newdata
html body div div div div main article div footer div h5  ,Share this entry,0,12,newdata
html body div div div div main article div footer div ul li a span  ,Share on Facebook,0,15,newdata
html body div div div div main article div footer div ul li a span  ,Share on Twitter,0,15,newdata
html body div div div div main article div footer div ul li a span  ,Share on Google+,0,15,newdata
html body div div div div main article div footer div ul li a span  ,Share by Mail,0,15,newdata
html body div div div div main article span span span  ,http://www.dfunmag.com.tw/wp-content/uploads/2021/12/Editions-藝術選品平台空間一景-6.jpg,0,11,newdata
html body div div div div main article span span span  ,1000,0,11,newdata
html body div div div div main article span span span  ,1500,0,11,newdata
html body div div div div main article span span span  ,Tim Kuo,0,11,newdata
html body div div div div main article span span span span  ,https://www.dfunmag.com.tw/wp-content/uploads/2016/07/DFUN-New-Logo.png,0,12,newdata
html body div div div div main article span span span  ,Tim Kuo,0,11,newdata
html body div div div div main article span span  ,2021/12/20 17:19,0,10,newdata
html body div div div div main article span span  ,2021/12/20 17:19,0,10,newdata
html body div div div div main article span span span  ,邊吃美食邊鑑賞藝術 Editions藝術平台展開為一個月的藝術風暴,0,11,newdata
html body div div div div div section div ul li a  ,設計 DESIGN,0,12,newdata
html body div div div div div section div ul li a  ,新訊 LATEST,0,12,newdata
html body div div div div div section div ul li a  ,選品 OBJECT,0,12,newdata
html body div div div div div section div ul li a  ,居家佈置 DECO,0,12,newdata
html body div div div div div section div ul li a  ,空間建築 ARCHITECTURE,0,12,newdata
html body div div div div div section div ul li a  ,品味 STYLISH,0,12,newdata
html body div div div div div section div ul li a  ,時尚 FASHION,0,12,newdata
html body div div div div div section div ul li a  ,品牌 BRAND,0,12,newdata
html body div div div div div section div ul li a  ,文化 CULTURE,0,12,newdata
html body div div div div div section div ul li a  ,飲食 FOOD,0,12,newdata
html body div div div div div section div ul li a  ,旅遊 TRAVEL,0,12,newdata
html body div div div div div section div ul li a  ,藝文 ART,0,12,newdata
html body div div div div div section div ul li a  ,熱門文章 POPULAR,0,12,newdata
html body div div div div div section div ul li a  ,人物專訪 INTERVIEW,0,12,newdata
html body div div div div div section div ul li a  ,特別企劃 FEATURE,0,12,newdata
html body div div div div div section div ul li a  ,展覽活動 NEXT,0,12,newdata
html body div div div div div section div ul li a  ,MAISON&OBJET,0,12,newdata
html body div div footer div span  ,© Copyright 2016 - C&A MEDIA ALL RIGHT RESERVED,0,7,newdata
html body div div footer div nav div ul li a span  ,創藝傳媒 C&A MEDIA,0,12,newdata
html body div div footer div nav div ul li a span  ,DFUN設計風尚誌,0,12,newdata
html body div div footer div nav div ul li a span  ,業務合作 ADVERTISE,0,12,newdata
html body div div footer div nav div ul li a span  ,聯繫我們 CONTACT US,0,12,newdata
html body div a span span span  ,用課本再造美感：新北市國中聯絡簿美感再造計畫,0,7,newdata
html body div a span span span  ,古蹟活化 北美館旁的好去處 MAISON ACME｜圓山別邸,0,7,newdata
html body a span  ,Scroll to top,0,4,newdata
