tag,content,label,depth,domain
html body form div div nav div a  ,跳到主要內容,0,8,newdata
html body form div div nav div div div div div span a  ,:::,0,13,newdata
html body form div div nav div div div div div span a  ,▪ 預約諮詢,0,13,newdata
html body form div div nav div div div div div span a b  ,▪ 產學媒合專區,0,14,newdata
html body form div div nav div div div div div span a  ,▪ 網站導覽,0,13,newdata
html body form div div nav div div div div div span a  ,▪ 與我聯絡,0,13,newdata
html body form div div nav div div ul li a  ,傳統產業創新,0,11,newdata
html body form div div nav div div ul li a  ,研發專區,0,11,newdata
html body form div div nav div div ul li a  ,計畫,0,11,newdata
html body form div div nav div div ul li a  ,簡介,0,11,newdata
html body form div div nav div div ul li a  ,專案計畫文件,0,11,newdata
html body form div div nav div div ul li a  ,下載區,0,11,newdata
html body form div div nav div div ul li a  ,個案,0,11,newdata
html body form div div nav div div ul li a  ,管理,0,11,newdata
html body form div div nav div div ul li a  ,數位,0,11,newdata
html body form div div nav div div ul li a  ,學習,0,11,newdata
html body form div div nav div div ul li a  ,建立創新,0,11,newdata
html body form div div nav div div ul li a  ,研發能量,0,11,newdata
html body form div div nav div div ul li a  ,民生公共,0,11,newdata
html body form div div nav div div ul li a  ,物聯網,0,11,newdata
html body form div div nav div div ul li a  ,雲世代,0,11,newdata
html body form div div nav div div ul li a  ,數位轉型,0,11,newdata
html body form div div div div div div div ol li a  ,:::,0,13,newdata
html body form div div div div div div div ol li a  ,首頁,0,13,newdata
html body form div div div div div div div ol li a  ,活動報名,0,13,newdata
html body form div div div div div div div ol li  ,CITD計畫【109年第1梯次預約諮詢】開始了！,1,12,newdata
html body form div div div div div h3  ,CITD計畫【109年第1梯次預約諮詢】開始了！,1,9,newdata
html body form div div div div div table tbody tr td span p  ,為協助業者掌握計畫申請重點、計畫書撰寫及線上申請操作技巧，辦公室特辦理一對一預約諮詢個別輔導，以提升業者撰寫申請計畫書之能力。,1,14,newdata
html body form div div div div div table tbody tr td span p  ,預約諮詢時間如下：,1,14,newdata
html body form div div div div div table tbody tr td span p  ,台北：,1,14,newdata
html body form div div div div div table tbody tr td span p  ,2/10(一)13:00~16:00、2/17(一)13:00~16:00,1,14,newdata
html body form div div div div div table tbody tr td span p  ,高雄：,1,14,newdata
html body form div div div div div table tbody tr td span p  ,2/11(二)13:30~16:00、2/18(二)13:30~16:00,1,14,newdata
html body form div div div div div table tbody tr td span p  ,台中：,1,14,newdata
html body form div div div div div table tbody tr td span p  ,2/12(三)09:30~12:00、2/19(三)09:30~12:00,1,14,newdata
html body form div div div div div table tbody tr td span p  ,煩請有需求之業者上CITD官網右上角預約諮詢登記，時間有限，敬請把握！,1,14,newdata
html body form div div div div div table tbody tr td span p a  ,預約諮詢DM,0,15,newdata
html body form div div div div div table tbody tr td span p  ,圖片:,0,14,newdata
html body form div footer div div div ul li a  ,:::,0,11,newdata
html body form div footer div div div ul li a span  ,最新消息,0,12,newdata
html body form div footer div div div ul li a span  ,相關法規專區,0,12,newdata
html body form div footer div div div ul li a span  ,歷史成果彙編,0,12,newdata
html body form div footer div div div ul li a span  ,專案計畫文件下載區,0,12,newdata
html body form div footer div div div ul li a span  ,問答集,0,12,newdata
html body form div footer div div div ul li a span  ,網路資源,0,12,newdata
html body form div footer div div div ul li a span  ,交通資訊,0,12,newdata
html body form div footer div div div div span  ,"版權所有 © 經濟部工業局 Industrial Development Bureau, Ministry of Economic Affairs. All Rights Reserved.",0,10,newdata
html body form div footer div div div div span  ,地址：106 台北市大安區信義路三段41-2號4樓,0,10,newdata
html body form div footer div div div div span  ,電話：02-2709-0638,0,10,newdata
html body form div footer div div div div span  ,傳真：02-2709-0531｜政府網站資料開放宣告,0,10,newdata
html body form div footer div div div div span  ,"本網站設計由經濟部工業局「協助傳統產業技術開發計畫」委辦 | 建議解析度 1024 x 768, 並符合 IE 與 Firefox 瀏覽",0,10,newdata
html body form div footer div div div div div span  ,主辦單位,0,11,newdata
html body form div footer div div div div div span  ,執行單位,0,11,newdata
html body form div footer div div div div div div table tbody tr td  ,昨日訪客人數,0,15,newdata
html body form div footer div div div div div div table tbody tr td span  ,1188,0,16,newdata
html body form div footer div div div div div div table tbody tr td  ,人,0,15,newdata
html body form div footer div div div div div div table tbody tr td  ,今日訪客人數,0,15,newdata
html body form div footer div div div div div div table tbody tr td span  ,1170,0,16,newdata
html body form div footer div div div div div div table tbody tr td  ,人,0,15,newdata
html body form div footer div div div div div div table tbody tr td  ,所有瀏覽人次,0,15,newdata
html body form div footer div div div div div div table tbody tr td span  ,1122552,0,16,newdata
html body form div footer div div div div div div table tbody tr td  ,人,0,15,newdata
