Unnamed: 0,tag,content,counts,link_next,link_prev,label,domain
0,html body text title  ,世艺网>艺术教育,10,0,0,0,cleaneval
1,html body text table tr td a  ,首页,31,1,0,0,cleaneval
2,html body text table tr td  ,|,32,1,1,0,cleaneval
3,html body text table tr td a  ,艺术快讯,34,1,1,0,cleaneval
4,html body text table tr td  ,|,35,1,1,0,cleaneval
5,html body text table tr td a  ,当代艺术,37,1,1,0,cleaneval
6,html body text table tr td  ,|,38,1,1,0,cleaneval
7,html body text table tr td a  ,艺术史论,40,1,1,0,cleaneval
8,html body text table tr td  ,|,41,1,1,0,cleaneval
9,html body text table tr td a  ,艺术设计,43,1,1,0,cleaneval
10,html body text table tr td  ,|,44,1,1,0,cleaneval
11,html body text table tr td a  ,艺术专题,46,1,1,0,cleaneval
12,html body text table tr td a  ,影像艺术,49,1,1,0,cleaneval
13,html body text table tr td  ,|,50,1,1,0,cleaneval
14,html body text table tr td a  ,艺术教育,52,1,1,0,cleaneval
15,html body text table tr td  ,|,53,1,1,0,cleaneval
16,html body text table tr td a  ,艺术机构,55,1,1,0,cleaneval
17,html body text table tr td  ,|,56,1,1,0,cleaneval
18,html body text table tr td a  ,电子商务,58,1,1,0,cleaneval
19,html body text table tr td  ,|,59,1,1,0,cleaneval
20,html body text table tr td a  ,网友俱乐部,61,1,1,0,cleaneval
21,html body text table tr td  ,|,62,1,1,0,cleaneval
22,html body text table tr td a  ,艺术家,64,0,1,0,cleaneval
23,html body text table tr td table tr td  ,您的位置：,136,1,0,0,cleaneval
24,html body text table tr td table tr td a  ,主页,138,1,1,0,cleaneval
25,html body text table tr td table tr td  ,>,139,1,1,0,cleaneval
26,html body text table tr td table tr td a  ,艺术教育,141,1,1,0,cleaneval
27,html body text table tr td table tr td  ,>,142,1,1,0,cleaneval
28,html body text table tr td table tr td a font  ,院校招生资讯>,146,1,1,0,cleaneval
29,html body text table tr td table tr td a font  ,中央美术学院,149,0,1,0,cleaneval
30,html body text table tr td table tr td table tr td p strong  ,中国艺术研究院2004年博士生招生简章,178,0,0,1,cleaneval
31,html body text table tr td table tr td table tr td  ,一、培养目标： ．,204,1,0,1,cleaneval
32,html body text table tr td table tr td table tr td  ,培养德智体美全面发展，在本门学科上掌握坚实宽广的基础理论和系统深入的专业知识，具有独立从事科学研究工作能力，在教学和专门技术上做出创造性成果的高级艺术研究与管理人才。,206,1,1,1,cleaneval
33,html body text table tr td table tr td table tr td  ,二、报考条件：,210,1,1,1,cleaneval
34,html body text table tr td table tr td table tr td  ,1、热爱祖国，拥护中国共产党的领导，愿为社会主．义现代化建设服务，熟悉马克思主义理论和文艺学原理，坚持四项基本原则，品德优良，遵纪守法，勤奋学习，业务优秀。,212,1,1,1,cleaneval
35,html body text table tr td table tr td table tr td  ,2、已获本专业或相近专业硕士学位的在职人员，应届毕业硕士生(最迟在录取前能取得硕士学位)。,214,1,1,1,cleaneval
36,html body text table tr td table tr td table tr td  ,3、获得学士学位后六年或六年以上(从获得学士学位到博士生入学之日)并达到与硕士毕业生同等学力、讲师或相当于讲师以上职称的人员。,216,1,1,1,cleaneval
37,html body text table tr td table tr td table tr td  ,4、身体健康，符合国家规定的体检标准，年龄不超过45岁。,218,1,1,1,cleaneval
38,html body text table tr td table tr td table tr td  ,三、收费标准：,222,1,1,1,cleaneval
39,html body text table tr td table tr td table tr td  ,我院为科研单位，所收博士生应提供课题培养费，每人每年12000元(不含住宿费)。,224,1,1,1,cleaneval
40,html body text table tr td table tr td table tr td  ,四、报名日期、地点：,228,1,1,1,cleaneval
41,html body text table tr td table tr td table tr td  ,l、报名日期为2003年11月1日至2003年11月30日，外地考生可以提前函报。所有报名材料最迟在12月15目前《似邮戳为凭)哥招生单位。,230,1,1,1,cleaneval
42,html body text table tr td table tr td table tr td  ,2、报名地点：北京朝阳区新源里西l楼，中国艺术研究院研究生部招生办公室。,232,1,1,1,cleaneval
43,html body text table tr td table tr td table tr td  ,邮政编码：100027,234,1,1,1,cleaneval
44,html body text table tr td table tr td table tr td  ,联系电话：010-8448 896l,236,1,1,1,cleaneval
45,html body text table tr td table tr td table tr td  ,010一64676390．41lO,238,1,1,1,cleaneval
46,html body text table tr td table tr td table tr td  ,五、报名手续和提供的材料：,242,1,1,1,cleaneval
47,html body text table tr td table tr td table tr td  ,1、报名时先持(寄)考生本人身份证复印件、学历证书和毕业证书复印件及报名材料费150元后，向招生办索取全部报名材料。,244,1,1,1,cleaneval
48,html body text table tr td table tr td table tr td  ,2、填报登记表时，在职人员须由单位人事部门签署意见，应届毕业硕士生须所在学校研究生管理部门签署意见，应届委托培养生和其他委托培养生须由委托培养单位签署意见，其他非在职人员由档案所在的人才中心或街道人民政府签署意见。,246,1,1,1,cleaneval
49,html body text table tr td table tr td table tr td  ,3、所有报名材料按要求填齐后，报名者应于I2月15目前向招生办提供以下材料(逾期不予受理)：,248,1,1,1,cleaneval
50,html body text table tr td table tr td table tr td  ,(1)、报考中国艺术研究院研究生部攻读博士学位研究生登记袁、政治审查表、体格检查表(县级以上医院检查)。,250,1,1,1,cleaneval
51,html body text table tr td table tr td table tr td  ,(2)、两名副教授(或相当职称、)以上的专家推荐信。,252,1,1,1,cleaneval
52,html body text table tr td table tr td table tr td  ,(3)、硕士课程学习成绩单和硕士学位论文及评议书。,254,1,1,1,cleaneval
53,html body text table tr td table tr td table tr td  ,(4)、硕士学位证书原件(函报暂交复印件)，应届毕业生可先交学位授予单位的证明书(入学前验证硕士学位证书原件和补交硕士学位证书复印件)。,256,1,1,1,cleaneval
54,html body text table tr td table tr td table tr td  ,(5)、同等学力考生需提供大学本科毕业证书、学士学位证书和职称证书原件(函报暂交复印件)，学士学位课程学习或绩单和学位论文及评议书，同时交在公开刊物上发表的报考专业论文1．2篇或专著。,258,1,1,1,cleaneval
55,html body text table tr td table tr td table tr td  ,六、考试： ．,262,1,1,1,cleaneval
56,html body text table tr td table tr td table tr td  ,1、初试科目：外国语(英、俄、日任选一种)含听力，三门业务课。同等学力考生同时加试“政治理论”。和本专业两门硕士学位的课程。,264,1,1,1,cleaneval
57,html body text table tr td table tr td table tr td  ,2、初试时间：2004年3月底、4月初，我院寄发准考证时通知具体时间。,266,1,1,1,cleaneval
58,html body text table tr td table tr td table tr td  ,3、考试地点：中国艺术研究院研究生部。,268,1,1,1,cleaneval
59,html body text table tr td table tr td table tr td  ,4、复试时间：全部成绩公布后择优通知。,270,1,1,1,cleaneval
60,html body text table tr td table tr td table tr td  ,七、学习年限：三年,274,1,1,1,cleaneval
61,html body text table tr td table tr td table tr td  ,八、录取：． 贯彻“德、智、体、美全面衡量、择优录取、确保质量、宁缺毋滥’’．的原则；招收外单位定向培养博士生均实行合同制，招生单位与用人单位、用人单位与被录取考生之间在录取前签订培养合同。其余考生，录取时由考生、。我院人事处和研究生部三方签订协议书。,278,1,1,1,cleaneval
62,html body text table tr td table tr td table tr td  ,九、毕业生就业：,282,1,1,1,cleaneval
63,html body text table tr td table tr td table tr td  ,根据本人选报志愿、招生单位推荐、用人单位选择录用的原则进行(定向委托培养除外)。,284,1,1,1,cleaneval
64,html body text table tr td table tr td table tr td  ,十、其它：,288,1,1,1,cleaneval
65,html body text table tr td table tr td table tr td  ,1、上述规定，如与教育部颁发的招生简章不符，以教育部颁发的招生简章为准。,290,1,1,1,cleaneval
66,html body text table tr td table tr td table tr td  ,2、我部备有．攻读博士研究生入学考试专业课试题第一册(1992——1998)、第二册(1999——2001)，每册5元，另加邮资3元，函索即寄。,292,1,1,1,cleaneval
67,html body text table tr td table tr td table tr td  ,附：招生专业及考试科目,294,0,1,1,cleaneval
68,html body text table tr td table tr td table tr td div strong  ,学科、专业名称（代码）,306,1,0,1,cleaneval
69,html body text table tr td table tr td table tr td div strong  ,研究方向,308,1,1,1,cleaneval
70,html body text table tr td table tr td table tr td div strong  ,指导,313,1,1,1,cleaneval
71,html body text table tr td table tr td table tr td div strong  ,教师,315,1,1,1,cleaneval
72,html body text table tr td table tr td table tr td div strong  ,招生,320,1,1,1,cleaneval
73,html body text table tr td table tr td table tr td div strong  ,人数,322,1,1,1,cleaneval
