tag,content,label,depth,domain
html body header div div div a span  ,Menu,0,8,newdata
html body form header div div div a span  ,Menu,0,9,newdata
html body form nav div ul li a  ,正體中文,0,8,newdata
html body form nav div ul li ul li a  ,FULL版,0,10,newdata
html body form nav div ul li ul li a  ,FILM版,0,10,newdata
html body form nav div ul li ul li a  ,FUN版,0,10,newdata
html body form nav div ul li ul li a  ,兒童創意網版,0,10,newdata
html body form nav div ul li ul li a  ,常見問題,0,10,newdata
html body form nav div ul li ul li a  ,電子護照登入/註冊,0,10,newdata
html body form nav div ul li ul li a  ,網站導覽,0,10,newdata
html body form nav div ul li ul li a  ,RSS,0,10,newdata
html body form nav div ul li a  ,English,0,8,newdata
html body form nav div ul li a  ,網路借電子書,0,8,newdata
html body form nav div ul li ul li a  ,網路辦證(高雄市立圖書館讀者借閱證),0,10,newdata
html body form nav div ul li ul li a  ,台灣雲端書庫@高雄,0,10,newdata
html body form nav div ul li ul li a  ,台灣史料智慧藏@高雄,0,10,newdata
html body form nav div ul li a  ,網路借紙本書,0,8,newdata
html body form nav div ul li ul li a  ,操作說明,0,10,newdata
html body form nav div ul li ul li a  ,館藏查詢,0,10,newdata
html body form nav div ul li a  ,文化遊艇,0,8,newdata
html body form nav div ul li a  ,未來一周藝文活動,0,8,newdata
html body form nav div ul li a  ,大型DM,0,8,newdata
html body form nav div ul li a  ,文化高雄宅急便,0,8,newdata
html body form nav div ul li a  ,RSS,0,8,newdata
html body form main section div div div div font  ,2021/12/28 星期二,0,10,newdata
html body form main section div div div div  ,	 第109344043 位,0,9,newdata
html body form main section div div div div  ,	關鍵字：,0,9,newdata
html body form main section div div div div a  ,街頭藝人,0,10,newdata
html body form main section div div div div a  ,紙風車,0,10,newdata
html body form main section div div div div a  ,至德堂,0,10,newdata
html body form main section div div div div a  ,徵才,0,10,newdata
html body form main section div div div div a  ,文學獎,0,10,newdata
html body form main section div div div div a  ,實習,0,10,newdata
html body form main section div div div div a  ,補助,0,10,newdata
html body form main section div div div div a  ,眷村,0,10,newdata
html body form main section div div div div a  ,音樂會,0,10,newdata
html body form main section div div div div a  ,哈瑪星,0,10,newdata
html body form main section div div div a  ,正體中文,0,9,newdata
html body form main section div div div  ,|,0,8,newdata
html body form main section div div div a  ,ENGLISH,0,9,newdata
html body form main section div div div  ,|,0,8,newdata
html body form main section div div div a  ,FULL版,0,9,newdata
html body form main section div div div  ,|,0,8,newdata
html body form main section div div div a  ,FUN版,0,9,newdata
html body form main section div div div  ,|,0,8,newdata
html body form main section div div div a  ,FILM版,0,9,newdata
html body form main section div div div a  ,青年創意大補帖,0,9,newdata
html body form main section div div div  ,/,0,8,newdata
html body form main section div div div a  ,網站導覽,0,9,newdata
html body form main section div div div  ,/,0,8,newdata
html body form main section div div div a  ,局長信箱,0,9,newdata
html body form main section div div div  ,/,0,8,newdata
html body form main section div div div a  ,電子護照,0,9,newdata
html body form main section div div div div div a  ,最新消息,0,11,newdata
html body form main section div div div div div a  ,文化中心,0,11,newdata
html body form main section div div div div div a  ,各館訊息,0,11,newdata
html body form main section div div div div div a  ,文化講堂,0,11,newdata
html body form main section div div div div div a  ,民間藝文,0,11,newdata
html body form main section div div div div div a  ,文創行銷,0,11,newdata
html body form main section div div div div div a  ,全國託播,0,11,newdata
html body form main section div div div div div a  ,徵才,0,11,newdata
html body form main section div div div div div a  ,招標,0,11,newdata
html body form main section div div div div div a  ,打狗鳳邑作品集,0,11,newdata
html body form main section div div div div div select option  ,最新消息,0,12,newdata
html body form main section div div div div div select option  ,文化中心,0,12,newdata
html body form main section div div div div div select option  ,各館訊息,0,12,newdata
html body form main section div div div div div select option  ,文化講堂,0,12,newdata
html body form main section div div div div div select option  ,民間藝文,0,12,newdata
html body form main section div div div div div select option  ,文創行銷,0,12,newdata
html body form main section div div div div div select option  ,全國託播,0,12,newdata
html body form main section div div div div div select option  ,徵才,0,12,newdata
html body form main section div div div div div select option  ,招標,0,12,newdata
html body form main section div div div div div select option  ,打狗鳳邑作品集,0,12,newdata
html body form main section div div div div div div  ,	各館訊息,0,11,newdata
html body form main section div div div div div div span  ,news,0,12,newdata
html body form main section div div div div div div a  ,首頁,0,12,newdata
html body form main section div div div div div div  ,各館訊息,0,11,newdata
html body form main section div div div div div h5  ,城市蛻變-2021高雄市藝文團體理事長會理事長聯展,1,11,newdata
html body form main section div div div div div div span  ,50,1,12,newdata
html body form main section div div div div div div span  ,活動日期：,1,12,newdata
html body form main section div div div div div div  ,110.12.22～ 111.01.02,1,11,newdata
html body form main section div div div div div div span  ,活動單位：岡山文化中心,1,12,newdata
html body form main section div div div div div div span span  ,活動區域：,1,13,newdata
html body form main section div div div div div div span span span  ,票價：,1,14,newdata
html body form main section div div div div div div  ,展覽名稱：城市蛻變-2021高雄市藝文團體理事長會理事長聯展,1,11,newdata
html body form main section div div div div div div  ,開放時間：每週一休館；週二至週四、週日10:30~17:30；,1,11,newdata
html body form main section div div div div div div  ,週五、週六10:30~20:00,1,11,newdata
html body form main section div div div div div div  ,展覽日期：2021/12/22（三）～2022/1/2 （日）,1,11,newdata
html body form main section div div div div div div  ,展覽簡介：,1,11,newdata
