tag,content,label,depth,domain
html body div div div div div div span  ,2021/12/28,0,9,newdata
html body div div div div div div font span  ,20:29:59,0,10,newdata
html body div div div div div div  ,		 GMT+8:00 		,0,8,newdata
html body div div div div div div span font  ,"如有切換分頁或需取得最新時間,請按F5",0,10,newdata
html body div div div div ul li a  ,活動分類,0,9,newdata
html body div div div div ul li a  ,活動分類,0,9,newdata
html body div div div div ul li a  ,關於本站,0,9,newdata
html body div div div div ul li a  ,關於本站,0,9,newdata
html body div div div div ul li a  ,重要公告,0,9,newdata
html body div div div div ul li a  ,重要公告,0,9,newdata
html body div div div div ul li a  ,我要報名,0,9,newdata
html body div div div div ul li a  ,我要報名,0,9,newdata
html body div div div div ul li a  ,活動查詢,0,9,newdata
html body div div div div ul li a  ,活動查詢,0,9,newdata
html body div div div div ul li a  ,活動回顧,0,9,newdata
html body div div div div ul li a  ,活動回顧,0,9,newdata
html body div div div div ul li a  ,場地租借,0,9,newdata
html body div div div div ul li a  ,場地租借,0,9,newdata
html body div div div div ul li a  ,導覽預約,0,9,newdata
html body div div div div ul li a  ,導覽預約,0,9,newdata
html body div div div div ul li a  ,預約申請,0,9,newdata
html body div div div div ul li a  ,預約申請,0,9,newdata
html body div div div div ul li a  ,我的記錄,0,9,newdata
html body div div div div ul li a  ,我的記錄,0,9,newdata
html body div div div div p  ,您將於,0,7,newdata
html body div div div div p  ,秒後自動登出藝文平台，請問是否繼續使用？,0,7,newdata
html body div div div div p  ,閒置時間過長，請重新登入。,0,7,newdata
html body div div title  ,[展覽][演藝廳] 新竹市立香山高中「Colorful-18」畢業成果展,1,5,newdata
html body div div form div div div a  ,首頁,1,9,newdata
html body div div form div div div  ,>活動明細,1,8,newdata
html body div div form div div div h1  ,[展覽][演藝廳] 新竹市立香山高中「Colorful-18」畢業成果展,1,9,newdata
html body div div form div div div div h1  ,場次資料,1,10,newdata
html body div div form div div div div div table thead tr th  ,				 	展覽期間 				 	,1,14,newdata
html body div div form div div div div div table thead tr th  ,				 	展覽地點 				 	,1,14,newdata
html body div div form div div div div div table tbody tr td  ,					 			110年12月22日至110年12月26日,1,14,newdata
html body div div form div div div div div table tbody tr td span  ,								 	2021年12月22日 ~ 2021年12月26日 								,1,15,newdata
html body div div form div div div div div table thead tr th  ,				 	開放時間 				 	,1,14,newdata
html body div div form div div div div div table thead tr th  ,				 	展覽票價 				 	,1,14,newdata
html body div div form div div div div div table tbody tr td  ,				 	09點00分~17點00分 				 	,1,14,newdata
html body div div form div div div div div table tbody tr td  ,				 		 				 		 				 			免費參觀 				 		 				 	,1,14,newdata
html body div div form div div div div div table thead tr th  ,場次,1,14,newdata
html body div div form div div div div div table tbody tr td  ,					 110年12月22日至110年12月26日 					 					 	,1,14,newdata
html body div div form div div div div div table tbody tr td span  ,						 	2021/12/22 09:00 ~ 2021/12/26 17:00 						,1,15,newdata
html body div div form div div div div h1  ,活動簡介,1,10,newdata
html body div div form div div div div div div  ,演藝廳一樓A展廳、2樓A展廳,1,11,newdata
html body div div form div div div div h1  ,活動內容介紹,1,10,newdata
html body div div form div div div div div div p  ,「Colorful-18」香山高中美術工藝科畢業展是高中三年所有點滴的總結。透過雕塑、水彩、版畫、陶藝、金工作品及專題報告，呈現每一個香山少年不凡的回憶。,1,12,newdata
html body div div form div div div div div div p  ,香山高中美術工藝科是竹苗區優質的科系，多采多姿的高中生活，有歡笑，有淚水，有疲憊，有熱血，這些都能透過Colorful-18學生畢業展的作品呈現。,1,12,newdata
html body div div form div div div div div div p  ,高中三年邁入18歲，這是一個重要的轉折，Colorful-18是我們成年的象徵，且在嚴峻的Covid-19疫情下準備並完成畢業展。,1,12,newdata
html body div div form div div div div div div p  ,「Colorful-18」發想來自Covid-19的拼法，它代表18歲的我們可以迎接挑戰，克服困難，展現多采多姿的人生。,1,12,newdata
html body div div div p  ,地址：30041 新竹市中央路109號,0,6,newdata
html body div div div p  ,電話：03-5319756 傳真：03-5324834,0,6,newdata
html body div div div p  ,上班時間：週一至週五8：00~12：00，13：00~17：00,0,6,newdata
html body div div div p  ,本網站支援IE 9以上、Chrome及Firefox、edge等瀏覽器，建議使用螢幕解析度1366x768可得到最佳瀏覽效果。,0,6,newdata
html body div  ,»,0,3,newdata
