tag,content,x,y,width,height,label,depth
html body text title span span  ,"CLT Update: 26 Feb 99 - Economists Say ""Temper State Spending""",0,0,777,36,0,6
html body text div center table tbody tr td p strong font span  ,CITIZENS,316,14,153,36,1,13
html body text div center table tbody tr td p strong font span  ,for,377,51,31,26,1,13
html body text div center table tbody tr td p strong font span  ,Limited Taxation,275,78,235,36,1,13
html body text div center table tbody tr td p strong font span  ,"Post Office Box 408 Peabody, Massachusetts 01960 (508) 384-0100",147,115,491,17,0,13
html body text div center table tbody tr td p strong font span  ,E-Mail:,279,133,58,17,0,13
html body text div center table tbody tr td p strong font a span  ,cltg@cltg.org,337,133,95,17,0,14
html body text div center table tbody tr td p strong font span  ,Web-page:,432,133,74,17,0,13
html body text div center table tbody tr td p font font big big span  ,CLT Update,336,185,113,26,1,15
html body text div center table tbody tr td p font font strong big span  ,"Friday, February 26, 1999",286,212,213,21,0,15
html body text div center table tbody tr td p big em span  ,Look quick!,22,268,96,21,1,13
html body text div center table tbody tr td p big span  ,"-- they're squandering away our tax cut hand over fist then warning that the sky's about to fall, there's not enough left to keep the promise and return the income tax rate to 5 percent,"" they're now trying to tell us. ""Sorry folks, it's all gone and the good times are coming to an end anyway.""",22,268,726,87,1,12
html body text div center table tbody tr td p big span  ,"Isn't it strange how it's never a good time for a tax cut. When times are good they ""invest"" the overpayment while it's available; when times are bad they need the overpayment for ""safety nets"" and ""unmet needs."" Then they come back for more.",22,372,717,65,1,12
html body text div center table tbody tr td p big span  ,But note the,22,454,99,21,1,12
html body text div center table tbody tr td p big a span  ,big error,121,454,71,21,1,13
html body text div center table tbody tr td p big span  ,"by the reporter when she states: ""If Cellucci's pitch to reduce the income tax rate in stages from 5.95 percent to 5 percent is successful, it could take $1.2 billion out of the coffers in just the first year...""",22,454,726,65,1,12
html body text div center table tbody tr td p big span  ,"This is an inaccurate statement. Gov. Cellucci's plan would phase in his tax rate reduction over three years; when fully implemented, in the third year, it would reduce revenue by about $1.2 billion.",22,536,726,65,1,12
html body text div center table tbody tr td p big span  ,"Regardless, when the pols took the money from us with their ""temporary"" rate increase, did anyone ask if you could afford it, or whether you'd rather if they phased it in gradually over a number of years?",22,618,715,65,1,12
html body text div center table tbody tr td p big span  ,"And what's this ""take $1.2 billion out of the coffers""?",22,700,414,21,1,12
html body text div center table tbody tr td p big em span  ,It shouldn't still be going into the coffers!,436,700,318,21,1,13
html body text div center table tbody tr td p big span  ,Chip Ford --,22,738,96,21,1,12
html body text div center table tbody tr td p big big big font span  ,The Boston Globe,291,794,203,31,1,15
html body text div center table tbody tr td p big strong span  ,Metro | Region,331,826,123,21,0,13
html body text div center table tbody tr td p big strong span  ,"Friday, February 25, 1999",286,848,213,21,0,13
html body text div center table tbody tr td p big strong big span  ,Economists say state should temper spending,171,892,443,26,1,14
html body text div center table tbody tr td p big strong big span  ,Possible slowdown could squeeze budget,194,919,397,26,1,14
html body text div center table tbody tr td p big strong span  ,By Tina Cassidy,326,946,133,21,1,13
html body text div center table tbody tr td p big span  ,Globe Staff,348,968,89,21,0,12
html body text div center table tbody tr td blockquote blockquote p big span  ,"It was only a few months ago that Beacon Hill lawmakers, worried about financial crises overseas and a spate of local layoffs, were talking about belt-tightening, hoarding cash, and boosting the state's rainy day fund in anticipation of a recession that some seemed certain was just over the horizon.",102,1006,561,109,1,14
html body text div center table tbody tr td blockquote blockquote p big span  ,But money kept pouring in. The political rhetoric about how many months the $1.2 billion emergency reserves could sustain the state began to fade. Agendas blossomed. Spending became the order of the day.,102,1132,572,65,1,14
html body text div center table tbody tr td blockquote blockquote p big span  ,Governor Paul Cellucci produced the largest budget ever filed in Massachusetts history containing plans to lower the income tax rate and heap millions of dollars on pet projects and programs. Weeks later he said he wanted to spend another $300 million from a projected state surplus on one-time road and bridge improvements.,102,1214,569,109,1,14
html body text div center table tbody tr td blockquote blockquote p big span  ,"Even before Cellucci got the spending bug, Speaker Thomas M. Finneran unveiled an ambitious and expensive plan to offer public preschool and full-day kindergarten. And Senate President Thomas F. Birmingham cited the surging economy as a reason to sharply increase the minimum wage.",102,1340,565,87,1,14
html body text div center table tbody tr td blockquote blockquote p big span  ,"Despite the spending euphoria, economists are still nervous about the not-too-distant future. They say fewer jobs will be created. The financial service sector could be hit by a stock market crash. And consumer confidence may wane.",102,1444,568,87,1,14
html body text div center table tbody tr td blockquote blockquote p big span  ,"""One way or another, the economy is going to slow in '99,"" says Nicholas Perna, chief economist for Fleet Financial Group. ""It doesn't have to go down the tubes like it did a decade ago.... A recession is unlikely and Massachusetts wouldn't do any worse than the rest of the country in terms of job loss and how long it stayed down, but the fact that we haven't had a slowdown yet means people should be more cautious, not less cautious.""",102,1548,568,131,1,14
html body text div center table tbody tr td blockquote blockquote p big span  ,"While Cellucci's budget message for next year is filled with warnings about ""profligate spending"" and reminders ""of what can happen when government gets caught up in the euphoria that prevails during a robust economy,"" his record $20.4 billion spending plan represents a 5 percent boost over fiscal 1999, giving across-the-board increases to dozens of agencies and programs.",102,1696,581,131,1,14
html body text div center table tbody tr td blockquote blockquote p big span  ,"The Massachusetts Taxpayers Foundation, a fiscal watchdog group, issued two reports last month,",102,1844,572,43,1,14
html body text div center table tbody tr td blockquote blockquote p big em span  ,"""Reaching the Breaking Point: The Commonwealth's Capital Dilemma""",102,1866,451,43,1,15
html body text div center table tbody tr td blockquote blockquote p big span  ,and,384,1888,33,21,1,14
html body text div center table tbody tr td blockquote blockquote p big em span  ,"""Budget '99: Containing the Euphoria,""",102,1888,531,43,1,15
html body text div center table tbody tr td blockquote blockquote p big span  ,both flagging the potential for a crisis.,192,1910,294,21,1,14
html body text div center table tbody tr td blockquote blockquote p big span  ,"""We're still phasing in last year's tax cuts. The economy has already outperformed everyone's expectation for much longer than anyone anticipated. This clearly can't go on forever and there are some problems,"" said Michael Widmer, executive director of the taxpayers foundation.",102,1948,571,87,1,14
html body text div center table tbody tr td blockquote blockquote p big span  ,"He points to the so-called budget busters -- funding for the MBTA, health care for state employees, and Medicaid -- climbing to unforeseen levels.",102,2052,565,43,1,14
html body text div center table tbody tr td blockquote blockquote p big span  ,"""The budget is exploding,"" Widmer added. ""At the same time, we have this huge problem of trying to identify enough capital resources to invest in a long list of important priorities while paying for the Central Artery.""",102,2112,577,65,1,14
html body text div center table tbody tr td blockquote blockquote p big span  ,"Last week, Cellucci said he would pour much of the state's cash surplus into one-time highway and bridge projects, taking some of the pressure off the capital budget.",102,2194,573,65,1,14
html body text div center table tbody tr td blockquote blockquote p big span  ,But such a spending luxury could be short-lived.,102,2276,373,21,1,14
html body text div center table tbody tr td blockquote blockquote p big span  ,"The state's infrastructure -- roads, buildings, bridges, pipes, etc. -- is among the oldest in the nation and could easily siphon millions out of the general fund for needed repairs over the",102,2314,579,65,1,14
html body text div center table tbody tr td blockquote blockquote p big a span  ,next,352,2358,38,21,1,15
html body text div center table tbody tr td blockquote blockquote p big span  ,"few years. If Cellucci's pitch to reduce the income tax rate in stages from 5.95 percent to 5 percent is successful, it could take $1.2 billion out of the coffers in just the first year",102,2358,567,65,1,14
html body text div center table tbody tr td blockquote blockquote p big font em span  ,[sic],102,2424,41,21,1,16
html body text div center table tbody tr td blockquote blockquote p big span  ,", possibly eliminating any surplus, thereby stretching the capital budget thinner.",102,2424,531,43,1,14
html body text div center table tbody tr td blockquote blockquote p big span  ,"Frederick Breimyer, chief economist at State Street Bank who believes the state's soaring times are in for a ""soft landing,"" said it is evident that politicians are struggling to determine how to spend this year's cash without permanently elevating expectations.",102,2484,572,87,1,14
