tag,content,x,y,width,height,label,depth
html body text title span span  ,Scotsman.com Living - Books,0,0,634,18,0,6
html body text p strong span  ,Please note:,8,8,85,17,0,6
html body text p span  ,Your browser has been unable toload the stylesheet that accompanies this page. The page is still readable. [,8,8,761,35,0,5
html body text p a span  ,Accessibility statement,16,26,153,17,0,6
html body text p span  ,],169,26,6,17,0,5
html body text p span  ,[,8,60,9,17,0,5
html body text p a span  ,Skip to navigation,17,60,122,17,0,6
html body text p span  ,],139,60,5,17,0,5
html body text div div div form fieldset label span  ,Websites,24,132,61,17,0,10
html body text div div div form fieldset select option  ,Scotsman.com websites,0,0,0,0,0,10
html body text div div div form fieldset select optgroup option  ,News,0,0,0,0,0,11
html body text div div div form fieldset select optgroup option  ,Sport,0,0,0,0,0,11
html body text div div div form fieldset select optgroup option  ,Business,0,0,0,0,0,11
html body text div div div form fieldset select optgroup option  ,The Scotsman,0,0,0,0,0,11
html body text div div div form fieldset select optgroup option  ,Scotland on Sunday,0,0,0,0,0,11
html body text div div div form fieldset select optgroup option  ,Edinburgh Evening News,0,0,0,0,0,11
html body text div div div form fieldset select optgroup option  ,Dating,0,0,0,0,0,11
html body text div div div form fieldset select optgroup option  ,Jobs,0,0,0,0,0,11
html body text div div div form fieldset select optgroup option  ,Motors,0,0,0,0,0,11
html body text div div div form fieldset select optgroup option  ,Property,0,0,0,0,0,11
html body text div div div form fieldset select optgroup option  ,Business Finder,0,0,0,0,0,11
html body text div div div form fieldset select optgroup option  ,Member Centre,0,0,0,0,0,11
html body text div div div form fieldset select optgroup option  ,Web Feeds,0,0,0,0,0,11
html body text div div div form fieldset select optgroup option  ,Media Pack,0,0,0,0,0,11
html body text div div div form fieldset select optgroup option  ,Site Help,0,0,0,0,0,11
html body text div div div form fieldset select optgroup option  ,Digital Archive 1817-1950,0,0,0,0,0,11
html body text div div div form fieldset select optgroup option  ,Photo Gallery,0,0,0,0,0,11
html body text div div div form fieldset select optgroup option  ,Reader Holidays,0,0,0,0,0,11
html body text div div div form fieldset select optgroup option  ,Scotsman Calendar,0,0,0,0,0,11
html body text div div div form fieldset select optgroup option  ,Money,0,0,0,0,0,11
html body text div div div form fieldset select optgroup option  ,Fantasy Golf,0,0,0,0,0,11
html body text div div div form fieldset select optgroup option  ,Haggis Hunt,0,0,0,0,0,11
html body text div div div form fieldset select optgroup option  ,Edinburgh Festivals,0,0,0,0,0,11
html body text div div div form fieldset select optgroup option  ,Heritage & Culture,0,0,0,0,0,11
html body text div div div form fieldset select optgroup option  ,Living,0,0,0,0,0,11
html body text div div div form fieldset select optgroup option  ,Weather,0,0,0,0,0,11
html body text div div div form fieldset select optgroup option  ,Webcams,0,0,0,0,0,11
html body text div div div a span  ,Search,8,179,48,17,0,8
html body text div div div span  ,|,56,179,7,17,0,7
html body text div div div a span  ,Site map,63,179,56,17,0,8
html body text div div div a span  ,Jobs,8,197,32,17,0,8
html body text div div div span  ,|,40,197,8,17,0,7
html body text div div div a span  ,Property,48,197,59,17,0,8
html body text div div div span  ,|,107,197,7,17,0,7
html body text div div div a span  ,Motors,114,197,50,17,0,8
html body text div div div span  ,|,164,197,7,17,0,7
html body text div div div a span  ,Dating,171,197,48,17,0,8
html body text div div div span  ,|,219,197,7,17,0,7
html body text div div div a span  ,Money,226,197,45,17,0,8
html body text div div ul li a span  ,Log in,48,231,42,17,0,9
html body text div div ul li a span  ,Register now - free!,48,249,128,17,0,9
html body text div div div a span  ,Member Centre,8,283,101,17,0,8
html body text div div div span span  ,"Tuesday, 26th December 2006",8,371,195,17,1,8
html body text div div div h1 span  ,Books,8,410,84,36,1,8
html body text div div div div div h3 a span  ,Twists in the tale of Peter's friend,8,468,268,21,1,11
html body text div div div div div h4 a span  ,book review,8,512,83,17,0,11
html body text div div div div div p a span  ,"Beatrix Potter: A Life In Nature. The creator of the Flopsy Bunnies is revealed as an ideal role model for early feminists, finds Vanessa Curtis",8,551,705,35,1,11
html body text div div div div div h3 a span  ,Beyond the realms of Moominland,8,606,276,21,1,11
html body text div div div div div h4 a span  ,book review,8,649,83,17,0,11
html body text div div div div div p a span  ,A Winter Book. Jansson is best known to English-speakers as the writer of the Moomin books for children. These stories are billed as being for adults.,8,688,727,35,1,11
html body text div div div div div h3 a span  ,Santa can bring me anything... as long as I don't have to read it,8,743,504,21,1,11
html body text div div div div div h4 a span  ,the browser,8,786,81,17,0,11
html body text div div div div div p a span  ,"LAST week, as my colleagues prepared to depart on their festive breaks, a major topic of conversation at the drinks parties was what people were going to read on their holidays. Christmas is a time to draw the curtains, stoke up the fire and sink into...",8,826,762,53,1,11
html body text div div div div div div h3 a span  ,Nostalgia for a Golden Age,8,916,215,21,1,12
html body text div div div div div div h4 a span  ,book review,8,959,83,17,0,12
html body text div div div div div div p a span  ,WIMBLEDON Green by cartoonist Seth.,8,999,266,17,1,12
html body text div div div div div div h3 a span  ,Jeremy Seal,8,1035,97,21,1,12
html body text div div div div div div h4 a span  ,Shelf life,8,1079,60,17,1,12
html body text div div div div div div p a span  ,"THE author of The Wreck At Sharpnose Point, The Snakebite Survivor's Club and A Fez Of The Heart...",8,1118,668,17,1,12
html body text div div div div div div h3 a span  ,Between the headlines,8,1155,177,21,1,12
html body text div div div div div div h4 a span  ,book review,8,1198,83,17,0,12
html body text div div div div div div p a span  ,The Nativity. How much truth is there in the Gospel stories of the birth of Jesus?,8,1237,516,17,1,12
html body text div div div div div div h3 a span  ,Ghosts of writers past,8,1274,175,21,1,12
html body text div div div div div div p a span  ,"THERE ARE, ALAN BENNETT ONCE idly observed, words that we only use at Christmas. Only then will we...",8,1315,728,17,1,12
html body text div div div div div div h3 a span  ,Fragile art,8,1351,86,21,1,12
html body text div div div div div div p a span  ,"CULTURE and climate may shape the gardens we create, but the urge to leave our mark is the same...",8,1392,652,17,1,12
html body text div div div div div div h3 a span  ,How a nation found its voice,8,1429,227,21,1,12
html body text div div div div div div p a span  ,IT IS ONLY 18 YEARS SINCE Cairns Craig edited for Aberdeen University Press a history of Scottish...,8,1470,676,17,1,12
html body text div div div div div div h3 a span  ,A servant to 192 masters,8,1506,196,21,1,12
html body text div div div div div div p a span  ,"IN JUST OVER A WEEK, KOFI Annan steps down from his job as secretary-general of the United Nations.",8,1547,695,17,1,12
html body text div div div div div div h3 a span  ,Ever the Twain,8,1584,122,21,1,12
html body text div div div div div div p a span  ,"SUZANNE BERNE HAS BEEN compared to Anne Tyler, and it's easy to see why.",8,1624,532,17,1,12
html body text div div div div div div h3 a span  ,High-wire act for Bront� bit player,8,1661,290,21,1,12
html body text div div div div div div p a span  ,THE WILDLY DIFFERENT settings of post-revolutionary Paris and 19th-century Yorkshire provide much...,8,1702,697,17,1,12
html body text div div div div div div h3 a span  ,In thrall to iPod almighty,8,1739,204,21,1,12
html body text div div div div div div p a span  ,"WE ARE ALL GADGET FREAKS now, our lives defined by our cellphones, our TiVos and especially...",8,1779,669,17,1,12
html body text div div div div div div h3 a span  ,Books in brief,8,1816,112,21,1,12
html body text div div div div div div p a span  ,"WITH the world at his feet when he qualified as a doctor in 1890, Patrick Gillies chose to return...",8,1857,628,17,1,12
html body text div div div div div div h3 a span  ,Book worm,8,1893,93,21,1,12
html body text div div div div div div p a span  ,"NO-ONE has heard anything officially yet, but Philip Pullman's next moves in fiction could well...",8,1934,632,17,1,12
html body text div div div div div span  ,Books: page 1 of 5,8,1978,125,17,0,9
html body text div div div div div a span  ,next page,133,1978,62,17,0,10
html body text div div div div div h3 span span  ,Delivery formats for,8,2015,158,21,0,11
html body text div div div div div h3 span  ,"""Books""",166,2015,70,21,0,10
html body text div div div div div ul li a span span  ,RSS feed,68,2058,60,17,0,13
html body text div div div div div ul li a span span  ,Add to my email alerts,74,2078,147,17,0,13
html body text div div div div div ul li a span  ,More web feeds,48,2096,103,17,0,12
html body text div div div div div h3 a span  ,OUTDOOR EXPERIENCE,8,2132,224,21,0,11
html body text div div div div div a span  ,The outdoor specialist,8,2249,142,17,0,10
html body text div div div div div h3 a span  ,RESTAURANT REVIEWS,8,2286,220,21,0,11
html body text div div div div div p a span  ,"The best places to eat in Scotland, from fine dining to ethnic food and cheap eats",8,2422,517,17,0,11
html body text div div div div div a span  ,living.scotsman.com,8,2456,132,17,0,10
html body text div div div div div h3 a span  ,TRIP OF A LIFETIME,8,2493,188,21,0,11
html body text div div div div div p a span  ,Leukaemia patient Jessica is off on a magical trip to meet Santa in Lapland,8,2630,480,17,0,11
html body text div div div div div a span  ,>>,8,2664,18,17,0,10
html body text div div div div div h3 a span  ,CHRISTMAS APPEAL,8,2701,192,21,0,11
html body text div div div div div p a span  ,Bid for a walk on part in the Rebus TV ser-,8,2837,277,17,0,11
html body text div div div div div p a span  ,ies and make money for Sightsavers,8,2855,232,17,0,11
html body text div div div div div a span  ,Charity auction >>,8,2889,121,17,0,10
html body text div div div div div h3 a span  ,THE GOOD PUD GUIDE,8,2926,210,21,0,11
html body text div div div div div p a span  ,"Like mistletoe and family arguments, it's just not Xmas without a decent pud",8,3063,492,17,0,11
html body text div div div div div a span  ,>>,8,3097,18,17,0,10
html body text div div div div div h3 a span  ,EDINBURGH LIVE,8,3134,166,21,0,11
html body text div div div div div p a span  ,View high quality live streaming video from our webcam on Princes Street,8,3270,479,17,0,11
html body text div div div div div a span  ,>>,8,3304,18,17,0,10
html body text div div div div div h3 a span  ,WIZARD FROM OZ,8,3341,172,21,0,11
html body text div div div div div p a span  ,Rolf Harris is in an irrepressible mood as he unveils his portrait of the Queen,8,3478,493,17,0,11
html body text div div div div div a span  ,>>,8,3512,18,17,0,10
html body text div div div div div h3 a span  ,FAITH IN THE FUTURE,8,3548,209,21,0,11
html body text div div div div div p a span  ,Faith Liddell has the job of ensuring Edin-,8,3685,272,17,0,11
html body text div div div div div p a span  ,burgh stays king of the festival cities,8,3703,235,17,0,11
html body text div div div div div a span  ,>>,8,3737,18,17,0,10
html body text div div div div div h3 a span  ,HOGMANAY CRAIC,8,3774,179,21,0,11
html body text div div div div div p a span  ,It's taken hundreds of years to get Scotland's Hogmanay party just right,8,3911,457,17,0,11
html body text div div div div div a span  ,heritage.scotsman.com,8,3945,147,17,0,10
html body text div div div div div h3 a span  ,NEW MODEL ARMY,8,3981,180,21,0,11
html body text div div div div div p a span  ,"Dozens flock to modelling auditions, but �180 admin fee left many disappointed",8,4119,523,17,0,11
html body text div div div div div a span  ,>>,8,4153,18,17,0,10
html body text div div div h2 a span  ,Navigation menu,8,4191,175,26,0,9
html body text div div div h3 span  ,Sections,8,4238,65,21,0,8
html body text div div div ul li a span  ,Top Stories,48,4279,73,17,0,10
html body text div div div ul li a span  ,Film,48,4297,30,17,0,10
html body text div div div ul li a span  ,Music,48,4315,40,17,0,10
html body text div div div ul li em span  ,Books,48,4333,39,17,0,10
html body text div div div ul li a span  ,TV & Radio,48,4351,80,17,0,10
html body text div div div ul li a span  ,Outdoors,48,4369,60,17,0,10
html body text div div div ul li a span  ,People,48,4387,44,17,0,10
html body text div div div ul li a span  ,Comedy,48,4405,54,17,0,10
html body text div div div ul li a span  ,Performing Arts,48,4423,104,17,0,10
html body text div div div ul li a span  ,Visual Arts,48,4441,71,17,0,10
html body text div div div ul li a span  ,Digital Culture,48,4459,96,17,0,10
html body text div div div ul li a span  ,Fashion,48,4477,51,17,0,10
html body text div div div ul li a span  ,Health,48,4495,43,17,0,10
html body text div div div ul li a span  ,Food & Drink,48,4513,91,17,0,10
html body text div div div ul li a span  ,Homes & Gardens,48,4531,119,17,0,10
html body text div div div ul li a span  ,Travel,48,4549,41,17,0,10
html body text div div div ul li a span  ,Article Index,48,4567,85,17,0,10
html body text div div div h3 span  ,Topics,8,4603,51,21,0,8
html body text div div div ul li a span  ,Scotland Food & Drink Guides,48,4644,200,17,0,10
html body text div div div ul li a span  ,Signature Dish,48,4662,96,17,0,10
html body text div div div ul li a span  ,The Eligibles 2006,48,4680,122,17,0,10
html body text div div div ul li a span  ,Tom Cruise,48,4698,75,17,0,10
html body text div div div ul li a span  ,Film Reviews,48,4716,89,17,0,10
html body text div div div ul li a span  ,Topics A to Z,48,4734,86,17,0,10
html body text div div div h3 span  ,Other Sites,8,4771,90,21,0,8
html body text div div div ul li a span  ,News,48,4811,36,17,0,10
html body text div div div ul li a span  ,Sport,48,4829,35,17,0,10
html body text div div div ul li a span  ,Business,48,4847,57,17,0,10
html body text div div div ul li a span  ,The Scotsman,48,4865,91,17,0,10
html body text div div div ul li a span  ,Scotland on Sunday,48,4883,128,17,0,10
html body text div div div ul li a span  ,Evening News,48,4901,94,17,0,10
html body text div div div ul li a span  ,Heritage & Culture,48,4919,124,17,0,10
html body text div div div ul li a span  ,Money,48,4937,45,17,0,10
html body text div div div span  ,�2006,8,4972,52,17,0,7
html body text div div div a span  ,Scotsman.com,60,4972,98,17,0,8
html body text div div div span  ,|,158,4972,7,17,0,7
html body text div div div a span  ,contact,165,4972,50,17,0,8
html body text div div div span  ,|,215,4972,7,17,0,7
html body text div div div a span  ,terms & conditions,222,4972,123,17,0,8
