tag,content,x,y,width,height,label,depth
html body text title span span  ,The 1999 UCI World Cup - 03/09/99,0,0,675,18,0,6
html body text div table tbody tr td span  ,You are here:,8,8,85,17,0,9
html body text div table tbody tr td a span  ,About,94,8,44,17,0,10
html body text div table tbody tr td span  ,>,138,8,13,17,0,9
html body text div table tbody tr td a span  ,Sports,151,8,45,17,0,10
html body text div table tbody tr td span  ,>,196,8,13,17,0,9
html body text div table tbody tr td a span  ,Bicycling,209,8,62,17,0,10
html body text div table tbody tr td a span  ,Bicycling,96,26,62,17,0,10
html body text div table tbody tr td div div div a span  ,Sports,8,1160,41,17,0,13
html body text div table tbody tr td div div div a span  ,Bicycling,8,1178,62,17,0,13
html body text div table tbody tr td div div div div a span  ,Essentials,8,1196,64,17,0,14
html body text div table tbody tr td div div div div div a span  ,Tour de France,8,1214,101,17,0,15
html body text div table tbody tr td div div div div div a span  ,Ride A Century,8,1214,145,35,0,15
html body text div table tbody tr td div div div div div a span  ,Fall Riding,64,1232,72,17,0,15
html body text div table tbody tr td div div div div div a span  ,Beginning Bicycling,8,1250,137,17,0,15
html body text div table tbody tr td div div div div div a span  ,Bike Club Directory,8,1250,167,35,0,15
html body text div table tbody tr td div div div div a span  ,Topics,8,1286,42,17,0,14
html body text div table tbody tr td div div div div div a span  ,Training,8,1304,58,17,0,15
html body text div table tbody tr td div div div div div a span  ,Where to Ride,66,1304,94,17,0,15
html body text div table tbody tr td div div div div div a span  ,Racing,8,1322,49,17,0,15
html body text div table tbody tr td div div div div div a span  ,Beginning Cycling,57,1322,122,17,0,15
html body text div table tbody tr td div div div div div a span  ,Weight Loss,8,1340,84,17,0,15
html body text div table tbody tr td div div div div div a span  ,Famous Cyclists,8,1340,135,35,0,15
html body text div table tbody tr td div div div div div a span  ,Womens Cycling,63,1358,111,17,0,15
html body text div table tbody tr td div div div div div a span  ,Equipment,8,1376,70,17,0,15
html body text div table tbody tr td div div div div div a span  ,MaintenanceRepair,8,1394,129,17,0,15
html body text div table tbody tr td div div div div div a span  ,Cycling Culture,8,1394,180,35,0,15
html body text div table tbody tr td div div div div div a span  ,Advocacy,59,1412,69,17,0,15
html body text div table tbody tr td div div div div div a span  ,Family Bicycling,8,1412,165,35,0,15
html body text div table tbody tr td div div div div div a span  ,Doping Drug Use,74,1430,114,17,0,15
html body text div table tbody tr td div div div div div a span  ,Nutrition,8,1448,63,17,0,15
html body text div table tbody tr td div div div div div a span  ,Safety,71,1448,41,17,0,15
html body text div table tbody tr td div div div div a span  ,Buyer's Guide,8,1466,91,17,0,14
