tag,content,x,y,width,height,label,depth
html body text title span span  ,Wooly Monkey Behavior and Vocalizations,0,0,718,18,0,6
html body text p font i font span  ,Wooly Monkey Behavior and Vocalizations,8,32,345,20,1,8
html body text p font span  ,View the PowerPoint Presentation,91,147,242,17,1,6
html body text p b span font span  ,Vocalizations& Displays in the Common Woolly Monkey,145,217,495,21,1,8
html body text p b span font span  ,(,288,255,12,21,1,8
html body text p b span font i span  ,Lagothrixlagothricha,300,255,190,21,1,9
html body text p b span font span  ,),490,255,7,21,1,8
html body text p b font span  ,Lindsey Hughes,320,293,145,21,1,7
html body text p b span font span  ,Abstract,8,336,76,21,1,8
html body text p font span span  ,Two troops of captive woolly monkeys wereobserved with the aid of an 8 mm video camera and a proprietary Palm Pilotprogram.,8,386,688,49,1,7
html body text p font span span  ,"My research up to thepresent will be continued, but with modifications in equipment and methods ofdata.",8,418,731,49,1,7
html body text p font span span  ,"The two troops differ sinceTroop I consists of a family group with four members; the breeding male Corey,his son Tomas and daughter Sara, and a non-breeding female named Sissi who isthe Corey’s sister.",8,450,747,81,1,7
html body text p font span span  ,The mother ofTomas and Sara died while giving birth to Sara.,223,514,438,17,1,7
html body text p font span span  ,"Troop II consists of three unrelated males, with two more unrelated maleswho are currently in isolation to be introduced in the near future.",8,514,707,81,1,7
html body text p font span span  ,"Troop I is one of only two captive family troops of woolly monkeys in theworld; the other is located in London, England.",8,578,758,49,1,7
html body text p span font span  ,The video recordings were analyzedframe-by-frame using a proprietary video digitization program.,8,658,699,17,1,7
html body text p span font span  ,"The vocalizations were recorded by the video camera as well and analyzedusing Sound Forge to make sound spectrographs, or sonograms.",8,658,744,81,1,7
html body text p span font span  ,A programmed Palm Pilot was used to record the movement and behavior ofboth troops in order to make ethograms to display patterns of behavior andvocalization.,8,722,740,49,1,7
html body text p span font span  ,The following was anticipated: 1. vocalizationswould be correlated with visual displays; 2. display function would beidentified through context; 3 individuals would be identified through harmonicsin the sonograms; 4. the behavior and vocalizations of the two troops woulddiffer; and 5. the behavioral analysis would be useful for maintaining andbreeding captive troops.,8,802,759,113,1,7
html body text p b span font span  ,Introduction,8,944,109,21,1,8
html body text p span font span  ,The common woolly monkey (,8,994,217,17,1,7
html body text p span font i span  ,Lagothrixlagothricha,225,994,149,17,1,8
html body text p span font span  ,"), also known as Humboldt's woolly monkey, is found only in SouthAmerica in the Amazon River Basin of Brazil, Colombia, Ecuador, Peru, andVenezuela.",8,994,738,49,1,7
