tag,content,x,y,width,height,label,depth
html body text div div h1 a span  ,The Daily Ablution,8,8,261,36,1,8
html body text div div h2 span  ,"""Washing brains since 2003""",8,66,298,26,1,7
html body text div div div div center span  ,"Your host, Scott Burgess",328,263,129,15,0,9
html body text div div div div center span  ,(gscott_burgess - at - yahoo.co.uk),302,279,181,15,0,9
html body text div div div div a span  ,Syndicate this site (XML),8,347,167,17,0,9
html body text div div div h2 span  ,Recent Posts,8,385,130,26,0,8
html body text div div div div h2 span  ,Possibly Worth a Visit,8,432,227,26,0,9
html body text div div div div div ul li a span  ,Jay Manifold's A Voyage to Arcturus,48,479,235,17,0,12
html body text div div div div div ul li a span  ,Samizdata,48,497,67,17,0,12
html body text div div div div div ul li a span  ,ChicagoBoyz,48,515,87,17,0,12
html body text div div div div div ul li a span  ,OxBlog,48,533,51,17,0,12
html body text div div div div div ul li a span  ,Natalie Solent,48,551,91,17,0,12
html body text div div div div div ul li a span  ,Spleenville,48,569,72,17,0,12
html body text div div div div div ul li a span  ,Another Expat Yank,48,587,130,17,0,12
html body text div div div div div ul li a span  ,An Englishman's Castle,48,605,153,17,0,12
html body text div div div div div ul li a span  ,Blog de Polyscopique,48,623,140,17,0,12
html body text div div div div div ul li a span  ,Harry's Place,48,641,85,17,0,12
html body text div div div div div ul li a span  ,The Politburo Diktat,48,659,132,17,0,12
html body text div div div div div ul li a span  ,Peter Briffa,48,677,75,17,0,12
html body text div div div div div ul li a span  ,Rob Fisher,48,695,71,17,0,12
html body text div div div div div ul li a span  ,SemiSkimmed,48,713,94,17,0,12
html body text div div div div div ul li a span  ,Biased BBC,48,731,80,17,0,12
html body text div div div div div ul li a span  ,The England Project,48,749,132,17,0,12
html body text div div div div div ul li a span  ,VodkaPundit,48,767,82,17,0,12
html body text div div div div div ul li a span  ,Norm,48,785,37,17,0,12
html body text div div div div div ul li a span  ,Bad Hair Blog,48,803,93,17,0,12
html body text div div div div div ul li a span  ,Bad News Hughes,48,821,119,17,0,12
html body text div div div div div ul li a span  ,Socialism in an Age of Waiting,48,839,200,17,0,12
html body text div div div div div ul li a span  ,Laban Tall,48,857,68,17,0,12
html body text div div div div div ul li a span  ,Blognor Regis,48,875,93,17,0,12
html body text div div div div div ul li a span  ,Paul Craddick,48,893,91,17,0,12
html body text div div div div div ul li a span  ,Belmont Club,48,911,90,17,0,12
html body text div div div div div ul li a span  ,Belgravia Dispatch,48,929,123,17,0,12
html body text div div div div div ul li a span  ,Mick Hartley,48,947,86,17,0,12
html body text div div div div div ul li a span  ,Tim Worstall,48,965,84,17,0,12
html body text div div div div div ul li a span  ,Blithering Bunny,48,983,112,17,0,12
html body text div div div div div ul li a span  ,Protein Wisdom,48,1001,104,17,0,12
html body text div div div div div ul li a span  ,No Pasaran,48,1019,73,17,0,12
html body text div div div div div ul li a span  ,Black Triangle,48,1037,95,17,0,12
html body text div div div div div ul li a span  ,Dutch Report,48,1055,87,17,0,12
html body text div div div div div ul li a span  ,Clive Davis,48,1073,76,17,0,12
