tag,content,x,y,width,height,label,depth
html body text div div span  ,Notify Blogger about objectionable content.,8,8,282,17,0,6
html body text div div a span  ,What does this mean?,8,26,141,17,0,7
html body text div form div a span  ,BlogThis!,8,51,65,17,0,8
html body text div div h1 a span  ,aseigo,8,90,84,36,1,8
html body text div div div h2 span  ,"Monday, November 01, 2004",8,149,292,26,1,8
html body text div div div div h3 span  ,"... ah, but the start up times!",8,196,225,21,1,9
html body text div div div div div span  ,in a,8,236,28,17,1,9
html body text div div div div div a span  ,responseblog,36,236,88,17,1,10
html body text div div div div div span  ,",",124,236,8,17,1,9
html body text div div div div div a span  ,Malte S. Stretz,132,236,100,17,1,10
html body text div div div div div span  ,"(who's a pretty cool guy, i might add) noted that while Konsole may be more efficient in certain workloads, that there is room for improvement in places like start up time.",8,236,714,35,1,9
html body text div div div div div span  ,"he's right. KDE has lots of room for improvement. we do a lot of things quite well right now, however. and we'll get more things Right(tm) with future development. but it's being able to hold both the idea that we Rock and the idea that we have room for improvement in our heads at the same time that's important.",8,290,758,53,1,9
html body text div div div div div span  ,"anyways, on to Malte's numbers! he notes that `xterm -e bash -c exit` takes 0.363s while 'konsole -e bash -c exit' takes 2.148s. holy crap! over 6 times as long! ah... but there's a catch. a small one, but still a catch...",8,362,756,35,1,9
html body text div div div div div span  ,"on my system, with both xterm and konsole in cache so as to remove the affects of disk i/o as much as possible, `xterm -e bash -c exit` takes ~0.165s and 'konsole -e bash -c exit' takes ~.9s,",8,416,761,35,1,9
html body text div div div div div b span  ,but,452,434,27,17,1,10
html body text div div div div div span  ,"'kstart konsole -e bash -c exit' takes ~0.5s. the kstart hack brings konsole start up times down from being ~5.5x slower to being ~3x slower. that's much better, but more importantly, that multiplier works out to just one third of a second longer to launch konsole.",8,434,764,53,1,9
html body text div div div div div span  ,"now stop for a moment and consider that: a third of a second. for all those features, for all that KDE goodness. 300 milliseconds.",8,506,734,35,1,9
