tag,content,x,y,width,height,label,depth
html body text div div a span  ,Home,8,141,42,17,0,7
html body text div div a span  ,About CEEP,50,141,87,17,0,7
html body text div div a span  ,Popular Topics,137,141,100,17,0,7
html body text div div a span  ,Publications,237,141,83,17,0,7
html body text div div a span  ,ERIC/EECE Archive,320,141,139,17,0,7
html body text div div a span  ,Questions,459,141,68,17,0,7
html body text div div a span  ,Search,527,141,44,17,0,7
html body text div div a span  ,ECRP Journal,8,300,91,17,0,7
html body text div p span i span  ,Early Childhood Research & Practice,8,334,249,17,1,8
html body text div p span span  ,(,257,334,9,17,1,7
html body text div p span i span  ,ECRP,266,334,44,17,1,8
html body text div p span span  ,") is a bilingual Internet journal on the development, care, and education of young children.",8,334,763,35,1,7
html body text div div span  ,The Clearinghouse on Early Education and Parenting (CEEP) is part of the the,8,386,507,17,1,6
html body text div div a span  ,Early Childhood and Parenting (ECAP) Collaborative,8,386,761,35,1,7
html body text div div span  ,at the University of Illinois at Urbana-Champaign. CEEP provides publications and information to the worldwide early childhood and parenting communities.,8,404,745,35,1,6
html body text div div div span  ,Return:,8,440,52,17,0,7
html body text div div div a span  ,Home,60,440,43,17,0,8
html body text div div div span  ,>,103,440,13,17,0,7
html body text div div div a span  ,Popular Topics,116,440,96,17,0,8
html body text div div div b span  ,Grade Configuration in K-12 Schools,8,458,255,17,1,8
html body text div div div span  ,Nancy McEntire,8,476,106,17,1,7
html body text div div div span  ,2002 (Last updated May 2005),8,494,198,17,1,7
html body text div div div span  ,"Many educators and communities are searching for evidence on the best way to provide a high-quality education for their children and to make the best use of their education funds. One area that is of perennial interest is how to best configure the grades in local schools. Public education in the United States provides for kindergarten through grade 12 in a variety of grade arrangements, from the K-12 school to separate schools for single grades. Unfortunately, as Paglin and Fager (1997) point out: ""Research has not provided definitive answers to the myriad possible questions about grade span, but the questions have never gone away. They are questions which arise whenever school reform, increasing or declining enrollment, or financial considerations bring about a reorganization of existing schools, the building of new schools, or consolidation of districts"" (p. 2). Much of the research available has been done on rural or middle schools. The research on the ""best"" grade configuration is inconclusive. At best, it indicates factors to be considered in deciding on a school's grade span or a community's configuration of grades within its elementary and secondary school system.",8,512,766,179,1,7
html body text div div div fieldset legend span  ,Contents,26,692,57,17,1,9
html body text div div div fieldset ul li a span  ,How do schools differ in grade configuration?,64,732,296,17,1,11
html body text div div div fieldset ul li a span  ,Single-grade-level configurations,64,750,215,17,1,11
html body text div div div fieldset ul li a span  ,"Other grade-level configurations: Middle schools, K-12",64,768,356,17,1,11
html body text div div div fieldset ul li a span  ,How do grade configurations affect transitions?,64,786,305,17,1,11
html body text div div div fieldset ul li a span  ,What factors do school districts consider when deciding on grade configuration?,64,804,515,17,1,11
html body text div div div fieldset ul li a span  ,References,64,822,71,17,1,11
html body text div div div fieldset ul li a span  ,Web Resources,64,840,99,17,1,11
html body text div div div fieldset ul li a span  ,ERIC Resources,64,858,106,17,1,11
html body text div div div h2 span  ,How do schools differ in grade configuration?,8,924,469,26,1,8
html body text div div div p span  ,"Schools in the United States are organized in different ways: some schools include K-3, K-4, K-5, K-6, K-8, K-9, or K-12; others are organized as middle schools, junior high schools, and senior high schools; and still others consist of students in just one grade, such as a kindergarten center or a ninth-grade center. Some schools include pre-kindergarten. The U.S. Department of Education's National Center for Education Statistics (2002) provides data on the number of regular public school districts providing instruction and the percentage of students in membership, by grade span and by state, for the school year 2000-2001 (",8,970,766,107,1,8
html body text div div div p a span  ,/pubs2003/2003310.pdf,271,1060,157,17,0,9
html body text div div div p span  ,", Table 3).",428,1060,64,17,0,8
html body text div div div h2 b span  ,Single-grade-level configurations,8,1098,338,26,1,9
html body text div div div p span  ,"The literature suggests that some school districts have found advantages to schools that contain students at one grade level, although these advantages are not necessarily supported by research (Reents, 2002):",8,1145,748,35,1,8
html body text div div div ul li span  ,"A single-grade center, such as a school only for ninth-graders, can develop programs specific to the needs of that age group.",48,1197,721,35,1,9
html body text div div div ul li span  ,Siphoning off students from several schools can relieve overcrowding at those schools.,48,1233,557,17,1,9
html body text div div div ul li span  ,Students may be able to participate on an equal level in more activities and be less influenced by older students.,48,1251,715,17,1,9
html body text div div div ul li span  ,The greater number of students in single-grade centers may enable the school to increase course offerings.,48,1269,679,17,1,9
html body text div div div p span  ,"The literature also suggests some possible disadvantages to separate single-grade configurations (Hopkins, 1997):",8,1303,728,17,1,8
html body text div div div ul li span  ,"The cost and length of student travel increases, particularly in a school district that covers a large area.",48,1337,655,17,1,9
html body text div div div ul li span  ,"Parent involvement may decrease, possibly affected by the distance to the school and the number of schools a family's children attend.",48,1355,702,35,1,9
html body text div div div ul li span  ,Students are required to make an increased number of school transitions.,48,1391,465,17,1,9
html body text div div div ul li span  ,Fewer opportunities are provided for interaction between age groups.,48,1409,443,17,1,9
html body text div div div p span  ,Hopkins (1997) also suggests some additional factors for school districts to consider:,8,1443,544,17,1,8
html body text div div div ul li span  ,Combining schools into separate grade centers may affect whether neighborhood schools close or remain open.,48,1477,712,17,1,9
