tag,content,x,y,width,height,label,depth
html body text title span span  ,werlings,0,0,494,18,0,6
html body text center b font font span  ,A DISABLED FRENCHMAN'S INTERESTIN THE IITM SOFTWARE,21,8,743,26,1,8
html body text center b font font span  ,by,383,35,19,20,1,8
html body text center b font font a span  ,GuyWerlings,341,56,103,20,1,9
html body text center b font font span  ,(gi verli�gs),343,78,99,20,1,8
html body text center b font font span  ,France,366,99,53,20,1,8
html body text center b font font span  ,nma�m Bgv�padS��r| laEkS��r| �,229,121,327,20,1,8
html body text p b font span  ,"[Preliminary remarks: Isincerely apologise for the fact that due to the prevailing circumstances,and the conditions under which this text has been composed, I have beenunable:",8,158,703,35,1,7
html body text p b font span  ,"- to avoid some repetitions in its variousparts,",8,194,311,17,1,7
html body text p b font span  ,"- to display a fully consistent transliteration,some words or expressions appearing in the ITRANS 5.1 encoding scheme,while some others appear with the usual diacritics (but placed after theletter instead of above it, as impossible in a standard wordprocessor),and long vowels are shown with a circumflex (often used when gallicisingor diplaying in French texts Sanskrit words in fonts with no macron available;(Hence what should be in strict ITRANS �shrii� may appear here as S�r�.) I do hope these stylistic and typographic defects will no make the readingtoo tedious.",8,212,763,108,1,7
html body text p b font span  ,"I have been kindly requestedto write an article about my experience and interest in the IITM Software.Upon receiving this suggestion I must confess I met with two contradictoryfeelings. On the one hand, I was pleased and even also somewhat proud;I felt glad indeed if I could in any way bring a contribution to youngIndian students, as being myself a Westerner with a very great moral andspiritual debt towards Mother India, at least and at last I could perhapsdo something useful towards Her and her children.",8,337,769,89,1,7
html body text p b font span  ,"On the other end, I feltsomewhat reluctant because writing such an article meant inevitably speakingat length about myself, which I do hate and find utterly repellent. Evenin French we use to say: � le moi est ha�ssable �, i.e.� The I is detestable �. And I was deeply aware of that longbefore I read the famous words from the Bhagavatpaada:",8,443,749,73,1,7
html body text p b font span  ,manobuddhyaha.nkaarachittaani naahaM.,8,517,294,17,1,7
html body text p b font span  ,"But after pondering carefully over the subjectthe first feeling overcame the second, and here follows my small article(at least I shall try to make it short in spite of an inborn tendency tobe often quite talkative and prone to unending comments). I shall makeit in three parts:",8,535,752,53,1,7
html body text p b font span  ,I. My condition as a heavily disabled person,8,589,300,17,1,7
html body text p b font span  ,II. My interest in the Sanaatana Dharma,8,607,278,17,1,7
html body text p b font span  ,III. My interest in the IITM software,8,625,252,17,1,7
html body text p b u font span  ,I. My condition as a heavily disabledperson,8,659,296,17,1,8
html body text p b font span  ,"I was fortunate enough notto be born disabled nor did it happen during my childhood, which thanksto the Gods was very healthy and happy, apart from the fact that my fatherdied when I was very young, only just more than 10 year old, which hadvery crucial and long lasting consequences for the rest of my life.",8,693,762,53,1,7
html body text p b font span  ,"Now aged 55, my handicapcame totally unexpectedly a few days before my 49th birthday in the endof 1994, when all of a sudden as a result of overwork, strain and stress(I was the Managing Director of a medium-sized company and did not hesitateduring several years in very difficult business circumstances to work for14 and to 16 hour a day) I had a brain infarct, which resulted in a strokeof hemiplegia and I remained paralysed on the left side of my body. Inone way, I was rather fortunate and blessed by the Gods that, first I didnot die on the spot, or during the first three following days, which isoften the case, and second that the accident took place in the right sideof my brain, thus affecting the left side of my body; should had it beenthe reverse, I should have lost speech and my hand-writing capability,a full disaster for me who happen to be a right-handed person. After sixmonths of highly dedicated rehabilitation in a physiotherapy clinic, witha lot of will, endurance and determination I could recover pretty wellbut not enough to be able to take up my old job again. I was dismissedby my company in 1995 and was declared an invalid by the French SocialSecurity. Since then I am so to say a kind of person in early retirement.",8,763,761,215,1,7
html body text p b font span  ,"Unfortunately in 1995 and1997 I experienced some more health problems in my brain that more or lessruined the good recovery I had reached before those complications. In anycase, I can walk just a little inside my home with the help of a walkingstick and am not compelled to spend the whole day sitting on my wheelchair.The biggest problem for me comes from my left hand that is now virtuallydead. Prior to my accident I was very excellent indeed at typing on a keyboard,having learnt at school during my commercial studies, and using professionallyand rapidly all my ten fingers from both hands. Now I can type with onlythree fingers of my right hand.",8,995,760,125,1,7
html body text p b u font span  ,II. My interest in the Sanaatana Dharma,8,1137,278,17,1,8
