tag,content,x,y,width,height,label,depth
html body text title span span  ,Destination: New Brunswick Data Base Query Results,0,0,785,36,0,6
html body text table tbody tr td table tbody tr td div font b span  ,"Tuesday, December 26",621,60,98,11,0,15
html body text table tbody tr td table tbody tr td div font span  ,| 7:56 pm AST,719,60,58,11,0,14
html body text table tbody tr td div form table tbody tr td table tbody tr td b span  ,Your Search:,12,125,90,17,0,19
html body text table tbody tr td div form table tbody tr td table tbody tr td table tbody tr td div b span  ,Category:,20,143,72,17,0,24
html body text table tbody tr td div form table tbody tr td table tbody tr td table tbody tr td div span  ,Golf,92,143,30,17,0,23
html body text table tbody tr td div form table tbody tr td table tbody tr td table tbody tr td div b span  ,Trail/Area:,20,161,81,17,0,24
html body text table tbody tr td div form table tbody tr td table tbody tr td table tbody tr td div span  ,Fundy Coastal Drive - All Areas,100,161,206,17,0,23
html body text table tbody tr td div form table tbody tr td table tbody tr td table tbody tr td div b span  ,Produced:,20,179,75,17,0,24
html body text table tbody tr td div form table tbody tr td table tbody tr td table tbody tr td div span  ,22 matches,94,179,72,17,0,23
html body text table tbody tr td div form table tbody tr td table tbody tr td table tbody tr td div span  ,[refine your search],328,143,130,17,0,23
html body text table tbody tr td div form table tbody tr td table tbody tr td table tbody tr td div span  ,[icon legend],370,162,89,17,0,23
html body text table tbody tr td div form table tbody tr td table tbody tr td table tbody tr td div span  ,[map these results],334,181,125,17,0,23
html body text table tbody tr td div form table tbody tr td table tbody tr td table tbody tr td span  ,Display Page #:,106,217,106,17,0,22
html body text table tbody tr td div form table tbody tr td table tbody tr td table tbody tr td select option  ,1: (Algon - Maple),0,0,0,0,0,23
html body text table tbody tr td div form table tbody tr td table tbody tr td table tbody tr td select option  ,2: (Memra - The R),0,0,0,0,0,23
html body text table tbody tr td div form table tbody tr td table tbody tr td table tbody tr td select option  ,3: (Welsf - Westf),0,0,0,0,0,23
html body text table tbody tr td div form table tbody tr td table tbody tr td table tbody tr td a b span  ,Next >>,384,218,54,17,0,24
html body text table tbody tr td div form table tbody tr td table tbody tr td b span  ,Algonquin Golf Course and Academy,12,268,288,20,1,19
html body text table tbody tr td div form table tbody tr td table tbody tr td a b span  ,Details,474,269,48,17,0,20
html body text table tbody tr td div form table tbody tr td table tbody tr td a b span  ,Itinerary,546,269,62,17,0,20
html body text table tbody tr td div form table tbody tr td table tbody tr td a b span  ,Routing,630,269,56,17,0,20
html body text table tbody tr td div form table tbody tr td table tbody tr td a b span  ,Location,707,269,60,17,0,20
html body text table tbody tr td div form table tbody tr td b span  ,Civic Address:,8,291,104,17,1,15
html body text table tbody tr td div form table tbody tr td span  ,"465 Brandy Cove Road, St. Andrews",111,291,237,17,1,14
html body text table tbody tr td div form table tbody tr td span  ,"Welcome to the Algonquin . . . for over 100 years, golfers have tested their skills at this charming seaside resort. Award winning architect Thomas McBroom has created a masterpiece in a spectacular seaside location that will enhance the Algonquin?s rich tradition of excellence. The new layout is full of surprises, great scenery, and will delight and challenge golfers of every level.For a memorable golf experience, you must visit the ""new"" Algonquin Golf Course & Academy and enjoy your luxuriou",58,309,717,89,1,14
html body text table tbody tr td div form table tbody tr td i b span  ,...,452,381,16,17,1,16
html body text table tbody tr td div form table tbody tr td i b a span  ,more,468,381,34,17,1,17
html body text table tbody tr td div form table tbody tr td b span  ,Rates:,8,399,48,17,1,15
html body text table tbody tr td div form table tbody tr td span  ,$55.00 to $125.00,55,399,116,17,1,14
html body text table tbody tr td div form table tbody tr td b span  ,Season:,8,417,56,17,1,15
html body text table tbody tr td div form table tbody tr td span  ,April 1 to November 30,64,417,154,17,1,14
html body text table tbody tr td div form table tbody tr td table tbody tr td b span  ,Brookside Golf Club,12,462,159,20,1,19
html body text table tbody tr td div form table tbody tr td table tbody tr td a b span  ,Details,474,463,48,17,1,20
