tag,content,x,y,width,height,label,depth
html body text div div div a span  ,Entertainment Home,8,8,138,17,0,8
html body text div div div span span  ,|,146,8,7,17,0,8
html body text div div div a span  ,Slideshows,153,8,77,17,0,8
html body text div div div span span  ,|,230,8,7,17,0,8
html body text div div div a span  ,Videos,237,8,48,17,0,8
html body text div div div span span  ,|,285,8,7,17,0,8
html body text div div div a span  ,Horoscopes,292,8,80,17,0,8
html body text div div div span span  ,|,372,8,7,17,0,8
html body text div div div a span  ,Lycos 50,379,8,58,17,0,8
html body text div div div form span span  ,Search:,8,26,73,23,0,9
html body text div div div form select option  ,Lycos 50,0,0,0,0,0,9
html body text div div div form select option  ,Movie Titles,0,0,0,0,0,9
html body text div div div form select option  ,Celebrities,0,0,0,0,0,9
html body text div div div form select option  ,Music,0,0,0,0,0,9
html body text div div div form select option  ,The Web,0,0,0,0,0,9
html body text div div div div h3 span  ,Web's Most Wanted Awards 2003,8,69,267,21,1,9
html body text div div div div div ul li a span  ,Top 100 of 2003,48,109,106,17,1,12
html body text div div div div div ul li span  ,KaZaA,48,127,47,17,1,11
html body text div div div div div ul li a span  ,Top Men,48,145,58,17,1,12
html body text div div div div div ul li span  ,Kobe Bryant,48,163,82,17,1,11
html body text div div div div div ul li a span  ,Top Women,48,181,78,17,1,12
html body text div div div div div ul li span  ,Britney Spears,48,199,95,17,1,11
html body text div div div div div ul li a span  ,Top Music Groups,48,217,120,17,1,12
html body text div div div div div ul li span  ,t.A.T.u.,48,235,49,17,1,11
html body text div div div div div ul li a span  ,Top TV,48,253,50,17,1,12
html body text div div div div div ul li span  ,American Idol,48,271,93,17,1,11
html body text div div div div div ul li a span  ,Top Movies,48,289,77,17,1,12
html body text div div div div div ul li span  ,The Matrix Sequels,48,307,126,17,1,11
html body text div div div div div ul li a span  ,Top Sports,48,325,70,17,1,12
html body text div div div div div ul li span  ,Kobe Bryant,48,343,82,17,1,11
html body text div div div div div ul li a span  ,Top News,48,361,65,17,1,12
html body text div div div div div ul li span  ,Iraq War,48,379,56,17,1,11
html body text div div div div div ul li a span  ,Top Fads,48,397,59,17,1,12
html body text div div div div div ul li span  ,Paris Hilton Tape,48,415,111,17,1,11
html body text div div div div div ul li a span  ,Current Lycos 50,48,433,111,17,1,12
html body text div div div div div ul li span  ,What's hot now.,48,451,103,17,1,11
html body text div div div div div ul li a span  ,Top 100 of 2002,48,469,106,17,1,12
html body text div div div div div ul li span  ,Revisit the past.,48,487,103,17,1,11
html body text div div div div div ul li a span  ,Top 100 of 2001,48,505,106,17,1,12
html body text div div div div div ul li span  ,Revisit the even further past.,48,523,184,17,1,11
html body text div div div div div ul li a span  ,Third Anniversary,48,541,118,17,1,12
html body text div div div div div ul li span  ,The strangest topics in Lycos 50 history.,48,559,207,35,1,11
html body text div div div div h3 span  ,Lycos 50 Archives,8,614,143,21,1,9
html body text div div div div div ul li a span  ,"This Week's Top 50: They Shoot Pheasants, Don't They?",48,655,208,35,1,12
html body text div div div div div ul li span  ,"December 18, 2006",48,691,126,17,1,11
html body text div div div div div ul li a span  ,Top TV Shows and Bands of 2006,48,709,221,17,1,12
html body text div div div div div ul li span  ,"December 15, 2006",48,727,126,17,1,11
html body text div div div div div ul li a span  ,Top Women of 2006,48,745,131,17,1,12
html body text div div div div div ul li span  ,"December 14, 2006",48,763,126,17,1,11
html body text div div div div div ul li a span  ,Top Men of 2006,48,781,111,17,1,12
html body text div div div div div ul li span  ,"December 13, 2006",48,799,126,17,1,11
html body text div div div div div ul li a span  ,Top Search Terms for 2006,48,817,174,17,1,12
html body text div div div div div ul li span  ,"December 12, 2006",48,835,126,17,1,11
html body text div div div div div ul li a span  ,Britney leads the pack.,48,853,147,17,1,12
html body text div div div div div ul li span  ,"December 11, 2006",48,871,125,17,1,11
html body text div div div div div ul li a span  ,Movers & Shakers: Christmastime is here.,48,889,222,35,1,12
html body text div div div div div ul li span  ,"December 6, 2006",48,925,118,17,1,11
html body text div div div div div ul li a span  ,This Week's Top 50: Hard-partying starlets,48,943,225,35,1,12
html body text div div div div div ul li span  ,"December 5, 2006",48,979,118,17,1,11
html body text div div div div div ul li a span  ,Movers & Shakers: OJ's TV special canceled.,48,997,229,35,1,12
html body text div div div div div ul li span  ,"November 26, 2006",48,1033,128,17,1,11
html body text div div div div div ul li a span  ,This Week's Top 50: Celeb Trouble,48,1051,225,17,1,12
html body text div div div div div ul li span  ,"November 25, 2006",48,1069,128,17,1,11
html body text div div div div div ul li a span  ,Top Toys and Games for 2006,48,1087,193,17,1,12
html body text div div div div div ul li span  ,"November 21, 2006",48,1105,128,17,1,11
html body text div div div div div ul li a span  ,This Week's Top 50: Spyware triumphs; celebrity divorces,48,1123,190,35,1,12
html body text div div div div div ul li span  ,"November 11, 2006",48,1159,127,17,1,11
html body text div div div div div ul li a span  ,Movers & Shakers: Gay Marriage,48,1177,218,17,1,12
html body text div div div div div ul li span  ,"November 7, 2006",48,1195,120,17,1,11
html body text div div div div div ul li a span  ,This Week's Top 50: Top city searches,48,1213,186,35,1,12
html body text div div div div div ul li span  ,"November 4, 2006",48,1249,120,17,1,11
html body text div div div div div ul li a span  ,Movers & Shakers: Political moves,48,1267,228,17,1,12
html body text div div div div div ul li span  ,"October 31, 2006",48,1285,112,17,1,11
html body text div div div div div ul li a span  ,This Week's Top 50: Whither Canadian TV Guide?,48,1303,186,35,1,12
html body text div div div div div ul li span  ,"October 30, 2006",48,1339,112,17,1,11
html body text div div div div div ul li a span  ,Movers & Shakers: Messy divorces,48,1357,228,17,1,12
html body text div div div div div ul li span  ,"October 24, 2006",48,1375,112,17,1,11
html body text div div div div div ul li a span  ,This Week's Top 50: Happy (almost) Halloween!,48,1393,177,35,1,12
html body text div div div div div ul li span  ,"October 21, 2006",48,1429,112,17,1,11
html body text div div div div div ul li a span  ,"Movers & Shakers: Movies, Music, and Heather Mills",48,1447,228,35,1,12
html body text div div div div div ul li span  ,"October 17, 2006",48,1483,112,17,1,11
html body text div div div div div ul li a span  ,This Week's Top 50: Web users vs. Nielsen ratings,48,1501,222,35,1,12
html body text div div div div div ul li span  ,"October 14, 2006",48,1537,112,17,1,11
html body text div div div div div ul li a span  ,Movers & Shakers: Searches for Mark Foley increase dramatically,48,1555,215,35,1,12
html body text div div div div div ul li span  ,"October 12, 2006",48,1591,112,17,1,11
html body text div div div div div ul li a span  ,This Week's Top 50: Return of the Mouse,48,1609,219,35,1,12
html body text div div div div div ul li span  ,"October 11, 2006",48,1645,111,17,1,11
html body text div div div div div ul li a span  ,Top Talk Radio Personalities of 2006,48,1663,202,35,1,12
html body text div div div div div ul li span  ,"October 10, 2006",48,1699,112,17,1,11
html body text div div div div div ul li a span  ,Movers & Shakers: Former teen stars,48,1717,206,35,1,12
html body text div div div div div ul li span  ,"October 3, 2006",48,1753,104,17,1,11
html body text div div div div div ul li a span  ,This Week's Top 50: Harry Potter puts a spell on Lycos users.,48,1771,214,35,1,12
html body text div div div div div ul li span  ,"September 30, 2006",48,1807,128,17,1,11
html body text div div div div div ul li a span  ,The Power of the Claymates,48,1825,182,17,1,12
html body text div div div div div ul li span  ,"September 28, 2006",48,1843,128,17,1,11
html body text div div div div div ul li a span  ,"Movers & Shakers: Tyra, TV, and Fashion",48,1861,215,35,1,12
html body text div div div div div ul li span  ,"September 26, 2006",48,1897,128,17,1,11
