tag,content,x,y,width,height,label,depth
html body text table tbody tr td h3 font span  ,4.4 Health of the environment,18,206,262,21,1,10
html body text table tbody tr td table caption h4 font span  ,Key Issues,18,268,84,17,0,12
html body text table tbody tr td h3 font span  ,Eutrophication,18,433,132,21,1,10
html body text table tbody tr td p font span  ,"Concentrations in Welsh rivers of the main plant nutrients (phosphate and nitrate) are generally much lower than those found in the midlands and south-east England. There are correspondingly fewer perceived problems associated with eutrophication compared with lowland England. However, nutrient enrichment arising from sewage inputs and agriculture does cause water quality problems in all types of aquatic environment, affecting drinking water supplies, conservation interests and recreational uses.",18,473,717,75,1,10
html body text table tbody tr td p font span  ,A number of water-supply reservoirs are regularly,18,564,288,15,1,10
html body text table tbody tr td p font span  ,"affected by blue-green algal blooms notably Llandegfedd, Wentwood, Cefni and Nant-y-Frith, with implications for water treatment and supply. Conservation interests are being affected at a number of important wetland sites on Anglesey, at Bosherston Lakes in south Pembrokeshire and at Llangorse Lake near Brecon. Eutrophication is affecting the survival of two endangered fish species: the gwyniad in Llyn Tegid and the arctic charr in Llyn Padarn. Blooms of blue-green algae can interfere with recreational activities",18,564,720,75,1,10
html body text table tbody tr td p font span  ,"at a number of waters, including Llysyfran Reservoir and Eglwys Nunydd. Despite the environmental safeguards to deal with the consequences of eutrophication specified in the Cardiff Bay Barrage Act, algal blooms are likely to affect recreational uses and aesthetic enjoyment within the impoundment.",18,624,717,60,1,10
html body text table tbody tr td p font span  ,"The Wye below Hereford and the Loughor below Garnswllt STW have been designated as sensitive areas under the Urban Waste Water Treatment Directive. In both stretches, phosphate inputs from sewage works have been shown",18,700,402,60,1,10
html body text table tbody tr td p font span  ,to promote plant growth which may cause serious,18,745,383,30,1,10
html body text table tbody tr td p font span  ,de-oxygenation during the night under conditions of,64,760,299,15,1,10
html body text table tbody tr td p font span  ,"high temperature and low river flow. Resulting low concentrations of dissolved oxygen have been implicated in fish mortalities on the lower Loughor in 1984, 1990 and 1995. Besides these designations, there are many smaller watercourses in lowland areas which are affected by growths of algae. These effects appear to be chiefly related to inputs of nutrients from agricultural sources and may reduce the survival of salmonid eggs and fry in heavily affected stretches.",18,760,408,120,1,10
html body text table tbody tr td p font span  ,"In general, scientific understanding of the links between nutrient inputs and eutrophication in estuarine and",18,896,405,30,1,10
html body text table tbody tr td p font span  ,"coastal waters is much less advanced than for freshwaters. Nevertheless, eutrophication appears to be connected with periodic low concentrations of dissolved oxygen in the Loughor and Dee estuaries. The impoundment created",18,911,715,45,1,10
html body text table tbody tr td p font span  ,"by the Tawe Barrage in Swansea is subject to blooms of marine algae, and the impoundment has already been designated as a sensitive area.",18,941,688,30,1,10
html body text table tbody tr td p font span  ,"Historical records indicate that algal blooms in coastal waters have been a periodic natural occurrence. However, the concentration of blooms of Phaeocystis between Liverpool Bay and the Menai Strait in north Wales, around Aberystwyth and in Carmarthen Bay suggest an influence of enhanced nutrient inputs in these areas arising from sewage, agricultural run-off and industrial discharges. Concentrations of nutrients and algae in the Irish Sea have risen steadily since the 1960s, so this problem appears to be increasing. Foams and scums arising from blooms are aesthetically unpleasant, can be mistaken for sewage and give rise to numerous public complaints over bathing water quality.",18,987,399,165,1,10
html body text table tbody tr td p font span  ,Blooms of toxic marine algae are relatively rare around the Welsh coast although blooms of the dinoflagellate,18,1168,376,30,1,10
html body text table tbody tr td p font i span  ,Gyrodinium aureolum,268,1183,128,15,1,11
html body text table tbody tr td p font span  ,"have been linked to fish and shellfish mortalities in Swansea Bay in 1989 and St. Brides Bay, Pembrokeshire in 1994. Other blooms of potentially toxic alga include the dinoflagellate",18,1183,724,30,1,10
html body text table tbody tr td p font i span  ,Alexandrium tamarense,18,1213,141,15,1,11
html body text table tbody tr td p font span  ,"which has been recorded in the upper part of Milford Haven since 1995, and a bloom of Dinophysis was recorded within the Tawe impoundment in 1995. The former can produce Paralytic Shellfish Poisoning and the latter Diarrhetic Shellfish Poisoning, but no effects on human health have been observed to date.",18,1213,710,45,1,10
html body text table tbody tr td h4 font span  ,Synthetic chemicals,18,1280,154,17,1,10
html body text table tbody tr td p font span  ,"The distribution of individual synthetic chemicals in the Welsh environment reflects their physical and chemical properties, and the way in which they are dispersed.",18,1319,723,30,1,10
html body text table tbody tr td p font span  ,"The persistent substances are poorly soluble in water but soluble in fat. They therefore attach to sediment particles, accumulate in the fatty tissues of animals, and pose the greatest risk to animals at the top of food chains. In freshwater these are fish-or insect-eating aquatic birds and aquatic mammals, such as otters, and in the marine environment seals, porpoises, dolphins and seabirds are at greatest risk. Clearly humans are also at potential risk from the consumption of contaminated wild animals. The techniques for monitoring distribution and measuring",18,1334,723,75,1,10
html body text table tbody tr td p font span  ,"the effect of these chemicals are difficult and expensive. Consequently only the apparent high priority chemicals have received attention so far, and techniques are still being developed for many groups of synthetic pollutants.",18,1394,711,45,1,10
html body text table tbody tr td p font b span  ,PCBs,18,1455,35,15,1,11
html body text table tbody tr td p font span  ,PCBs have been found to be present in freshwater,18,1486,295,15,1,10
html body text table tbody tr td p font span  ,"eel tissue at sites throughout Wales, but highest concentrations were found in the lower reaches of industrialised catchments in the south-east and north",18,1486,726,33,1,10
html body text table tbody tr td p font sup a span  ,30,460,1501,15,12,0,12
html body text table tbody tr td p font span  ,. Aerial inputs derived from global sources may also be,18,1504,727,34,1,10
html body text table tbody tr td p font span  ,a significant route for PCBs found in dipper eggs (an insectiverous riverine bird) at remote rural sites,64,1523,578,15,1,10
html body text table tbody tr td p font sup a span  ,31,642,1519,15,12,0,12
html body text table tbody tr td p font span  ,.,657,1523,4,15,1,10
html body text table tbody tr td p font span  ,"In the marine environment, contamination is related to past industrial production, use, disposal and subsequent transport with fine sediment. Marine sediments are",18,1554,719,30,1,10
html body text table tbody tr td p font span  ,‘heavily contaminated’ close to river mouths and docks,231,1569,318,15,1,10
html body text table tbody tr td p font span  ,"in the Severn Estuary/Bristol channel, ‘contaminated’ at offshore sites in the Severn Estuary and Swansea Bay,",18,1569,694,30,1,10
html body text table tbody tr td p font span  ,and ‘slightly contaminated’ in the centre of the Bristol Channel,18,1584,715,33,1,10
html body text table tbody tr td p font sup a span  ,32,131,1599,16,12,0,12
html body text table tbody tr td p font span  ,. Although fish from Cardigan Bay and the,147,1602,244,15,1,10
html body text table tbody tr td p font span  ,"Severn Estuary do not appear to be seriously contaminated,",391,1602,345,15,1,10
html body text table tbody tr td p font span  ,high concentrations have been found in marine mammals,18,1617,334,15,1,10
html body text table tbody tr td p font span  ,from these locations. This appears to be evidence of high accumulation in predators at a considerable distance,18,1617,663,30,1,10
html body text table tbody tr td p font span  ,from PCB sources.,325,1632,109,15,1,10
html body text table tbody tr td p font b span  ,Dioxins,18,1663,47,15,1,11
html body text table tbody tr td p font span  ,The greatest risk of contamination by dioxins/furans is,18,1694,314,15,1,10
html body text table tbody tr td p font span  ,near potential sources such as waste incinerators. The Welsh Office commissioned a study of dioxins/furans and PCBs in the environment around the high-temperature incineration plant of Rechem at Pontypool in 1991,18,1694,704,48,1,10
html body text table tbody tr td p font sup a span  ,33,192,1724,15,12,0,12
html body text table tbody tr td p font span  ,". With the exception of a localised area within 500m of the plant, measured concentrations of PCBs and dioxins/furans in",18,1727,721,30,1,10
html body text table tbody tr td p font span  ,"the environment provided little evidence of levels of contamination any different from those encountered in similar areas elsewhere in the UK. The effects of this plant should not give rise to undue concern, according to accepted criteria and guidance on health effects for",18,1742,722,45,1,10
html body text table tbody tr td p font span  ,these compounds.,316,1772,106,15,1,10
html body text table tbody tr td p font b span  ,Pesticides,18,1803,64,15,1,11
html body text table tbody tr td p font span  ,"Organochlorine pesticides were used for a wide range of applications in Wales, sheep dipping and wool preparation being the main rural use. Use of dieldrin and DDT in the UK was banned in the late 1980s, but significant residues of these pesticides remain in eels from agriculture-intensive and industrialised catchments. In the marine environment they are still found in the fatty tissues of marine mammals, and an inshore Cardigan Bay sediment sample contained the highest level of dieldrin contamination of all sites in a national survey",18,1834,721,79,1,10
html body text table tbody tr td p font sup a span  ,35,280,1894,15,12,0,12
html body text table tbody tr td p font span  ,". Pentachlorophenol was synthesised in Wales and is still found in the discharge from the manufacturing site, although production ceased many years ago. Residues remain in sediments surrounding the discharge, and a slight effect on the invertebrate community there is evident. The biological impacts of organophosphate and synthetic pyrethroids are covered in",18,1898,679,60,1,10
html body text table tbody tr td p font a span  ,Section 4.2.,357,1943,69,15,1,11
html body text table tbody tr td p font b span  ,PAHs,18,1974,34,15,1,11
html body text table tbody tr td p font span  ,"Polycyclic aromatic hydrocarbons (PAHs) that result from combustion of fossil fuels and waste material are found widely in industrialised areas, in road run-off and in marine sediments close to shorelines. Many are moderately persistent in the environment, but are broken down in fish and higher vertebrate animals. They can cause the same sorts of cellular effects as PCBs and dioxins.",18,2005,716,60,1,10
html body text table tbody tr td p font b span  ,Organotin,18,2081,62,15,1,11
html body text table tbody tr td p font span  ,"Use of tributyltin (TBT) antifouling paint on boats less than 25m in length ceased in 1987, and the application and removal of such paints on boats of 25m or more became subject to regulation in 1996. Evidence of impact on the affected species (dog whelk) is limited to parts of Milford Haven and Holyhead harbour, close to current sources of TBT on large vessels",18,2112,713,48,1,10
html body text table tbody tr td p font sup a span  ,35,675,2142,15,12,0,12
html body text table tbody tr td p font span  ,. Organotin compounds have been used in other applications and their well-documented endocrine disruptive effect may require further assessment.,18,2145,727,45,1,10
html body text table tbody tr td h4 font span  ,Radioactivity,18,2211,100,17,1,10
html body text table tbody tr td p font span  ,"Surveys in Wales show that the average radon concentration in Welsh homes is 20 becquerels/cubic metre, equivalent to about half of the total radioactive dose received by the population",18,2250,509,49,1,10
html body text table tbody tr td p font sup a span  ,36,103,2280,15,12,0,12
html body text table tbody tr td p font span  ,". Radon levels are higher than this average in parts of Glamorgan, Pembrokeshire, Radnorshire, Anglesey and north-east Wales due to the underlying geology. More extensive areas with high radon concentrations occur elsewhere in the UK such as Cornwall and parts of north-east Scotland. Raised levels of radon",18,2284,512,60,1,10
html body text table tbody tr td p font span  ,"gas increase the risks of lung cancer and the National Radiological Protection Board (NRPB) has advised that indoor radon above an Action Level of 200 bequerels/cubic metre should be reduced. It has been estimated that Wales has about 10,000 homes with radon levels above this level.",18,2329,526,60,1,10
html body text table tbody tr td p font span  ,"In June 1998, the Welsh Office announced a targeted testing programme for four areas at the highest risk from radon gas emitted by natural sources. Householders in these areas can receive detectors from the NRPB to monitor radon gas in their properties over a three-month period. The need for measures to reduce levels will then",18,2405,519,60,1,10
html body text table tbody tr td p font span  ,be evaluated. Grants to assist in this work may be available from local authorities. New homes are protected through the building requirements in high-radon areas.,18,2450,726,45,1,10
html body text table tbody tr td p font span  ,"The results of extensive monitoring of the effects of nuclear facilities on levels of radiation in the environment are reported annually by MAFF. This includes an assessment of the maximum exposure to radiation to humans from each source. For terrestrial sources,",18,2511,698,45,1,10
html body text table tbody tr td p font span  ,"these assessments are generally based on concentrations in agricultural produce local to the nuclear facility. For aquatic foodstuffs, the assessment is based on concentrations in species commonly harvested for human consumption.",18,2541,690,45,1,10
html body text table tbody tr td p font span  ,The calculation of the dose received is based on consumers with the highest potential intake of the food in question,18,2571,690,33,1,10
html body text table tbody tr td p font sup a span  ,37,71,2586,15,12,0,12
html body text table tbody tr td p font span  ,. The exposure from each of the nuclear facilities in Wales was a small percentage of the maximum limit (1 millisievert) for members of the public from artificial sources of radiation (,18,2589,679,30,1,10
html body text table tbody tr td p font a span  ,Figure 4.20,439,2604,70,15,0,11
html body text table tbody tr td p font span  ,).,509,2604,8,15,0,10
html body text table tbody tr td p font span  ,"Monitoring in 1998 of the impact of the discharges from Amersham in Cardiff established that there were relatively high concentrations of tritium in flounders (up to 50,000 bequerels/kilogram) caught near the effluent discharge from the plant and also in sediments within the Severn Estuary. Previously it had been assumed, in accordance with other studies, that concentrations in fish would be similar to that of ambient seawater. The finding that tritium could be bioaccumulated required a reassessment of the radiation dose to the critical group of fish consumers in Cardiff, and the 1997 figure of 3% has been revised to 6%. This is still a small proportion of the dose limit but nevertheless the unexpected bioaccumulation of tritium was of concern and resulted in a requirement for tritium discharges to be reduced significantly (see",18,2635,724,105,1,10
html body text table tbody tr td p font a span  ,Section 5.7),562,2725,73,15,0,11
html body text table tbody tr td p font span  ,.,635,2725,4,15,1,10
html body text table tbody tr td p font span  ,A survey was undertaken in 1997 to determine the concentration of technetium-99 in selected animals and plants around the Welsh coast. Highest concentrations (1836 bequerels/kilogram) were found in brown seaweed at sites closest to the Sellafield discharge along the north Wales coast. Concentrations decreased southwards with lowest amounts present at sites in the Bristol Channel.,18,2756,722,60,1,10
html body text table tbody tr td p font span  ,The highest concentration found in periwinkles in the,18,2832,306,15,1,10
html body text table tbody tr td p font span  ,"same survey was 152 bequerels/kilogram. This is not a high concentration in relation to the risk to human health since consumption of 12 kilograms would result in a radiation dose of 1 microsievert, which is only 0.1% of the",18,2832,706,45,1,10
html body text table tbody tr td p font span  ,dose limit.,242,2862,59,15,1,10
html body text table tbody tr td h4 font span  ,Acid rain,18,2898,68,17,1,10
html body text table tbody tr td p font span  ,"Nitrogen now contributes 60% and sulphur 40% of the total acidifying input from atmospheric deposition in the UK. Some 40% of nitrogen deposition is oxidised nitrogen from the combustion of fossil fuels, while 60% takes the form of ammonia, mainly from agricultural sources within the country",18,2938,504,63,1,10
html body text table tbody tr td p font sup a span  ,38,239,2983,15,12,0,12
html body text table tbody tr td p font span  ,. Impacts by acidification from nitrogen,254,2986,226,15,1,10
html body text table tbody tr td p font span  ,"and sulphur emissions can be assessed by the ‘critical loads’ approach, which shows where deposition rates of atmospheric pollution are high enough to cause environmental harm. This demonstrates that acidity critical loads for soils and freshwater systems are widely exceeded by the combination of nitrogen and sulphur deposition",18,2986,505,78,1,10
html body text table tbody tr td p font sup a span  ,39,390,3046,15,12,0,12
html body text table tbody tr td p font sup span  ,",",405,3046,6,12,1,11
html body text table tbody tr td p font sup a span  ,40,411,3046,15,12,0,12
html body text table tbody tr td p font span  ,(,426,3049,8,15,0,10
html body text table tbody tr td p font a span  ,Figure 4.21,434,3049,70,15,0,11
html body text table tbody tr td p font span  ,).,504,3049,8,15,0,10
html body text table tbody tr td p font span  ,"Cuts in sulphur emissions have reduced deposition in upland Wales from 30–50 kg/ha/year in 1984 to 20–30 kg/ha/year in 1995. Cuts in emissions of oxidised nitrogen have also contributed to reducing the affected area, but substantial further progress is needed",18,3080,523,49,1,10
html body text table tbody tr td p font sup a span  ,25,501,3110,15,12,0,12
html body text table tbody tr td p font span  ,". The effects of reductions to date are apparent in declining sulphate concentrations and slight reductions in the acidity of 77 streams surveyed in 1984 and 1995. However, these improvements have not yet led to biological recovery (",18,3114,510,60,1,10
html body text table tbody tr td p font a span  ,Section 4.2,332,3159,69,15,0,11
html body text table tbody tr td p font span  ,).,401,3159,8,15,0,10
html body text table tbody tr td center font span  ,Copyright © 1999 Environment Agency. All Rights Reserved.,249,3271,268,11,0,10
