tag,content,x,y,width,height,label,depth
html body text table tbody tr td a span  ,Exploring the Modern Day Pangaea,13,30,230,17,0,9
html body text table tbody tr td form label b span  ,Search this site:,664,13,108,17,0,11
html body text table tbody tr td div span  ,Categories,8,70,68,17,0,9
html body text table tbody tr td div a span  ,Africa (16),8,88,72,17,0,10
html body text table tbody tr td div a span  ,Antarctica (7),8,106,89,17,0,10
html body text table tbody tr td div a span  ,Australia (19),8,124,89,17,0,10
html body text table tbody tr td div a span  ,Back Home (1),8,142,99,17,0,10
html body text table tbody tr td div a span  ,England (5),8,160,76,17,0,10
html body text table tbody tr td div a span  ,Pre Departure (6),8,178,112,17,0,10
html body text table tbody tr td div a span  ,South America (20),8,196,126,17,0,10
html body text table tbody tr td div span  ,Recent Entries,8,214,94,17,0,9
html body text table tbody tr td div span  ,*,8,232,12,17,0,9
html body text table tbody tr td div a span  ,There's No Place Like Home,8,232,153,35,0,10
html body text table tbody tr td div span  ,*,8,268,11,17,0,9
html body text table tbody tr td div a span  ,Advenures in Transit,19,268,134,17,0,10
html body text table tbody tr td div span  ,*,8,286,12,17,0,9
html body text table tbody tr td div a span  ,Pass the Salt Please,20,286,126,17,0,10
html body text table tbody tr td div span  ,*,8,304,12,17,0,9
html body text table tbody tr td div a span  ,From Seasickness to Altitude Sickness,8,304,144,35,0,10
html body text table tbody tr td div span  ,*,8,340,11,17,0,9
html body text table tbody tr td div a span  ,And For My Next Act...,8,340,126,35,0,10
html body text table tbody tr td div span  ,*,8,376,11,17,0,9
html body text table tbody tr td div a span  ,A Mostly Smooth Drake,8,376,125,35,0,10
html body text table tbody tr td div span  ,*,8,412,11,17,0,9
html body text table tbody tr td div a span  ,Anyone for a Swim?,19,412,133,17,0,10
html body text table tbody tr td div span  ,*,8,430,12,17,0,9
html body text table tbody tr td div a span  ,Continental Landings,20,430,138,17,0,10
html body text table tbody tr td div span  ,*,8,448,12,17,0,9
html body text table tbody tr td div a span  ,Petermann and Lemaire,8,448,108,35,0,10
html body text table tbody tr td div span  ,*,8,484,12,17,0,9
html body text table tbody tr td div a span  ,LET US IN!!!,20,484,90,17,0,10
html body text table tbody tr td div span  ,*,8,502,11,17,0,9
html body text table tbody tr td div a span  ,A Smooth Drake?,19,502,115,17,0,10
html body text table tbody tr td div span  ,*,8,520,12,17,0,9
html body text table tbody tr td div a span  ,The REAL land down under,8,520,153,35,0,10
html body text table tbody tr td div span  ,*,8,556,12,17,0,9
html body text table tbody tr td div a span  ,The End of the World,20,556,139,17,0,10
html body text table tbody tr td div span  ,*,8,574,12,17,0,9
html body text table tbody tr td div a span  ,Determined to Climb,20,574,136,17,0,10
html body text table tbody tr td div span  ,*,8,592,12,17,0,9
html body text table tbody tr td div a span  ,Stuck in the Mud,20,592,111,17,0,10
html body text table tbody tr td div span  ,*,8,610,12,17,0,9
html body text table tbody tr td div a span  ,Michelle vs. the Volcano,8,610,115,35,0,10
html body text table tbody tr td div span  ,*,8,646,12,17,0,9
html body text table tbody tr td div a span  ,I would! I would!,20,646,113,17,0,10
html body text table tbody tr td div span  ,*,8,664,12,17,0,9
html body text table tbody tr td div a span  ,City Hopping,20,664,88,17,0,10
html body text table tbody tr td div span  ,*,8,682,12,17,0,9
html body text table tbody tr td div a span  ,Juanita the Ice Maiden,8,682,104,35,0,10
html body text table tbody tr td div span  ,*,8,718,12,17,0,9
html body text table tbody tr td div a span  ,In the Jungle...,20,718,95,17,0,10
html body text table tbody tr td div span  ,Archives,8,736,58,17,0,9
html body text table tbody tr td div a span  ,December 2004,8,754,102,17,0,10
html body text table tbody tr td div a span  ,November 2004,8,772,104,17,0,10
html body text table tbody tr td div a span  ,October 2004,8,790,88,17,0,10
html body text table tbody tr td div a span  ,September 2004,8,808,104,17,0,10
html body text table tbody tr td div a span  ,August 2004,8,826,82,17,0,10
html body text table tbody tr td div a span  ,July 2004,8,844,63,17,0,10
html body text table tbody tr td div a span  ,June 2004,8,862,65,17,0,10
html body text table tbody tr td div a span  ,May 2004,8,880,65,17,0,10
html body text table tbody tr td div a span  ,April 2004,8,898,70,17,0,10
html body text table tbody tr td div a span  ,March 2004,8,916,78,17,0,10
html body text table tbody tr td div h2 span  ,"December 31, 2004",162,70,194,26,1,10
html body text table tbody tr td div div div span  ,There's No Place Like Home,162,117,185,17,1,11
html body text table tbody tr td div div p span  ,"My flight from Miami landed early into snowy Detroit, where it then took over an hour to actually get to the gate and off the plane because of the 10 inches of snow.",162,151,445,53,1,11
html body text table tbody tr td div div p a span  ,My parents,326,187,76,17,1,12
html body text table tbody tr td div div p span  ,picked me up from the airport and we made a mad dash for,162,187,459,35,1,11
html body text table tbody tr td div div p a span  ,"Taco Bell,",322,205,69,17,1,12
html body text table tbody tr td div div p span  ,where,391,205,43,17,1,11
html body text table tbody tr td div div p a span  ,I finally satisfied my unrelenting craving for 2 taco supremes and a nachos supreme.,162,205,408,35,1,12
html body text table tbody tr td div div p span  ,"I spent much of the last week bringing my house out of hibernation, catching up with friends, and eating my favorite foods that I have been deprived of since June.",162,223,455,71,1,11
html body text table tbody tr td div div p span  ,"And now,",162,311,66,17,1,11
html body text table tbody tr td div div p a span  ,"here I am, writing this last entry from the comfort of my own home,",162,311,458,35,1,12
html body text table tbody tr td div div p span  ,"in exactly the same spot as I was back in May designing this blog and writing its first entries. My trip was exactly 200 days long and in just 3 more days I will be rejoining the ""real world."" Time sure flies.",162,329,457,53,1,11
html body text table tbody tr td div div span a span  ,"Continue reading ""There's No Place Like Home""",162,399,313,17,0,12
html body text table tbody tr td div div div span  ,Posted by,162,435,67,17,0,11
html body text table tbody tr td div div div b span  ,msshell,229,435,54,17,0,12
html body text table tbody tr td div div div span  ,at 09:41 PM,283,435,79,17,0,11
html body text table tbody tr td div div div a span  ,View/Add Comments (6),162,453,166,17,0,12
html body text table tbody tr td div div div span  ,| Category:,328,453,74,17,0,11
html body text table tbody tr td div div div a span  ,Back Home,402,453,76,17,0,12
html body text table tbody tr td div h2 span  ,"December 21, 2004",162,491,194,26,1,10
html body text table tbody tr td div div div span  ,Advenures in Transit,162,538,134,17,1,11
html body text table tbody tr td div div p span  ,"I left Uyuni on the night train to Oruro, which was supossed to leave at midnight, but didn't leave until 1am. The only logical explanation for the delay is that, it is Bolivia. I have found that 'It's Bolivia,' is an excuse in itself for delays, cancellations, or overbookings of transport of any form. The only noteworthy event from the train ride was actually after it was over and everyone was collecting their baggage. Apparantly a lady had died during the ride, which was brought to my attention as the corpse was carried past me and tossed into the back of a van, as if she were unclaimed luggage. Sadly, the only people that seemed to think it was unusual were me and the other backpackers that had taken the overnight train. All of the locals seemed unphased by it. From Oruro, I only had a 3 hour bus ride to get to La Paz, which had been overbooked, but luckily I was already in my seat when someone came to claim it as theirs, showing a ticket that was identical to mine. I didn't budge.",162,572,460,269,1,11
html body text table tbody tr td div div span a span  ,"Continue reading ""Advenures in Transit""",162,858,262,17,0,12
html body text table tbody tr td div div div span  ,Posted by,162,894,67,17,0,11
html body text table tbody tr td div div div b span  ,msshell,229,894,54,17,0,12
html body text table tbody tr td div div div span  ,at 12:40 PM,283,894,79,17,0,11
html body text table tbody tr td div div div a span  ,View/Add Comments (5),162,912,166,17,0,12
html body text table tbody tr td div div div span  ,| Category:,328,912,74,17,0,11
html body text table tbody tr td div div div a span  ,South America,402,912,96,17,0,12
html body text table tbody tr td div h2 span  ,"December 18, 2004",162,950,194,26,1,10
html body text table tbody tr td div div div span  ,Pass the Salt Please,162,997,126,17,1,11
html body text table tbody tr td div div p span  ,"The Salar de Uyuni in southwestern Bolivia covers 12,000 square km, and is the worlds largest salt flats. About 30,000 years ago, the salt flats were covered by a lake called Lago Munchin. When the sea dried up, it left the Salar de Uyuni, which contains about 10 billion tons of salt. At its deepest point, the salt is about 8 meters deep. I wanted to visit the salt flats when I was in Bolivia in October, but didn't have time. So when my flight from Buenos Aires to Lima was cancelled, I decided it was a sign that I should make my own way to Bolivia and see them. I arrived in Uyuni after a 2 hour flight and about 14 hours of bus rides and organized a three day, two night tour of the Salt flats and some nearby lakes.",162,1031,458,197,1,11
html body text table tbody tr td div div span a span  ,"Continue reading ""Pass the Salt Please""",162,1245,253,17,0,12
html body text table tbody tr td div div div span  ,Posted by,162,1281,67,17,0,11
html body text table tbody tr td div div div b span  ,msshell,229,1281,54,17,0,12
html body text table tbody tr td div div div span  ,at 05:35 PM,283,1281,79,17,0,11
html body text table tbody tr td div div div a span  ,View/Add Comments (9),162,1299,166,17,0,12
html body text table tbody tr td div div div span  ,| Category:,328,1299,74,17,0,11
html body text table tbody tr td div div div a span  ,South America,402,1299,96,17,0,12
html body text table tbody tr td div h2 span  ,"December 14, 2004",162,1336,194,26,1,10
html body text table tbody tr td div div div span  ,From Seasickness to Altitude Sickness,162,1383,247,17,1,11
html body text table tbody tr td div div p span  ,"Getting from Buenos Aires to Uyuni, Bolivia, my jumping off point for the tour to the Bolivian Salt Flats was an adventure in itself. The flight from Buenos Aires to Salta was uneventful, and I only stayed one night there before leaving on a bus heading north to La Quiaca in the morning. The bus to La Quiaca was about seven hours long and not too bad of a journey, despite the sweltering heat on the bus, and my need to use the bathroom for hours but being afraid that the bus would leave without me if I went. For the first three hours,",162,1417,458,143,1,11
html body text table tbody tr td div div p a span  ,I sat next to a 12 year old girl named Cynthia,162,1543,460,35,1,12
