tag,content,x,y,width,height,label,depth
html body text title span span  ,Credit/Debt Management - Tools and Advice for Managing Credit and Debt,0,0,777,36,0,6
html body text div table tbody tr td span  ,You are here:,8,8,85,17,0,9
html body text div table tbody tr td a span  ,About,94,8,44,17,0,10
html body text div table tbody tr td span  ,>,138,8,13,17,0,9
html body text div table tbody tr td a span  ,Business & Finance,151,8,132,17,0,10
html body text div table tbody tr td span  ,>,283,8,13,17,0,9
html body text div table tbody tr td a span  ,Credit / Debt Management,296,8,171,17,0,10
html body text div table tbody tr td a span  ,Credit / Debt Management,96,26,171,17,0,10
html body text div table tbody tr td div div div a span  ,Business & Finance,8,1282,128,17,0,13
html body text div table tbody tr td div div div a span  ,Credit / Debt,8,1300,84,17,0,13
html body text div table tbody tr td div div div div a span  ,Essentials,8,1318,64,17,0,14
html body text div table tbody tr td div div div div div a span  ,Debt Collection FAQ's,8,1336,149,17,0,15
html body text div table tbody tr td div div div div div a span  ,The ABC's of Credit Scoring,8,1336,175,35,0,15
html body text div table tbody tr td div div div div div a span  ,Repair Your Credit Report,8,1372,169,17,0,15
html body text div table tbody tr td div div div div div a span  ,Validation of Debts,8,1390,128,17,0,15
html body text div table tbody tr td div div div div div a span  ,Eliminate Credit Card Debt,8,1390,191,35,0,15
html body text div table tbody tr td div div div div a span  ,Topics,8,1426,42,17,0,14
html body text div table tbody tr td div div div div div a span  ,Credit 101,8,1444,72,17,0,15
html body text div table tbody tr td div div div div div a span  ,Credit Reports and Scores,8,1444,193,35,0,15
html body text div table tbody tr td div div div div div a span  ,Fraud and Scams,55,1462,114,17,0,15
html body text div table tbody tr td div div div div div a span  ,Debt Management 101,8,1462,192,35,0,15
html body text div table tbody tr td div div div div div a span  ,Debt Collection,8,1480,146,35,0,15
html body text div table tbody tr td div div div div div a span  ,Debt Consolidation,79,1498,125,17,0,15
html body text div table tbody tr td div div div div div a span  ,Bankruptcy,8,1516,79,17,0,15
html body text div table tbody tr td div div div div div a span  ,Managing Money,87,1516,114,17,0,15
html body text div table tbody tr td div div div div div a span  ,Kids and Credit,8,1534,105,17,0,15
html body text div table tbody tr td div div div div div a span  ,Product Reviews,8,1534,155,35,0,15
html body text div table tbody tr td div div div div div a span  ,Fast Facts & FAQs,67,1552,122,17,0,15
html body text div table tbody tr td div div div div a span  ,Tools,8,1570,35,17,0,14
html body text div table tbody tr td div div div div div a span  ,Find a Job,8,1588,71,17,0,15
html body text div table tbody tr td div div div div div a span  ,Get a Quote,79,1588,77,17,0,15
html body text div table tbody tr td div div div div div a span  ,Mortgage Loans,8,1606,109,17,0,15
html body text div table tbody tr td div div div div div a span  ,Online Degrees,8,1606,153,35,0,15
html body text div table tbody tr td div div div div div a span  ,Yellow Pages,64,1624,87,17,0,15
html body text div table tbody tr td div div div div a span  ,Forums,8,1642,49,17,0,14
html body text div table tbody tr td div div div div a span  ,Most Popular Articles,8,1660,140,17,0,14
html body text div table tbody tr td div div div div a span  ,Latest Articles,8,1678,93,17,0,14
html body text div table tbody tr td div div div div a span  ,Help,8,1696,31,17,0,14
html body text div table tbody tr td div span  ,From,210,44,39,17,0,10
html body text div table tbody tr td div a span  ,Nance Kelly,249,44,84,17,0,11
html body text div table tbody tr td div span  ,",",333,44,4,17,0,10
html body text div table tbody tr td div span  ,Your Guide to,210,62,95,17,0,10
html body text div table tbody tr td div a span  ,Credit / Debt Management,305,62,175,17,0,11
html body text div table tbody tr td div span  ,.,480,62,4,17,0,10
html body text div table tbody tr td div b span  ,FREE,210,80,47,17,0,11
html body text div table tbody tr td div span  ,Newsletter.,257,80,76,17,0,10
html body text div table tbody tr td div a span  ,Sign Up Now!,333,80,93,17,0,11
html body text div table tbody tr td div h2 span  ,What Will Your New Year's Resolutions Be?,210,118,407,53,1,11
html body text div table tbody tr td div div span  ,"About 100 Million American's make New Year's resolutions each year; 37% of those people will have broken their resolution within the first 2 months of the new year. The more thought you put into your resolutions, and the more confident you are that you can stick to your resolution, the more likely you are to keep your resolution throughout the coming year.",210,192,427,107,1,11
html body text div table tbody tr td div div p span  ,"Check as many boxes as are applicable, and feel free to add your comments about your resolutions, and how you intend to keep them.",210,316,415,53,1,12
html body text div table tbody tr td div div span  ,"Tuesday December 26, 2006 |",210,386,195,17,0,11
html body text div table tbody tr td div div a span  ,permalink,405,386,68,17,0,12
html body text div table tbody tr td div div span  ,|,473,386,8,17,0,11
html body text div table tbody tr td div div a span  ,comments (0),481,386,88,17,0,12
html body text div table tbody tr td div h2 span  ,Merry Christmas,210,424,179,26,1,11
html body text div table tbody tr td div div span  ,Merry Christmas to those of you and your families who celebrate this holiday.,210,471,418,35,1,11
html body text div table tbody tr td div div span  ,"Monday December 25, 2006 |",210,507,194,17,0,11
html body text div table tbody tr td div div a span  ,permalink,404,507,69,17,0,12
html body text div table tbody tr td div div span  ,|,473,507,7,17,0,11
html body text div table tbody tr td div div a span  ,comments (0),480,507,89,17,0,12
html body text div table tbody tr td div h2 a span  ,Avoiding Scams,210,545,163,26,1,12
html body text div table tbody tr td div div span  ,A poster on the,210,591,101,17,1,11
html body text div table tbody tr td div div a span  ,forum,311,591,43,17,1,12
html body text div table tbody tr td div div span  ,recently warned of an,354,591,143,17,1,11
html body text div table tbody tr td div div a span  ,advance fee loan scam,497,591,145,17,1,12
html body text div table tbody tr td div div span  ,to which she had fallen victim.,210,609,197,17,1,11
