tag,content,x,y,width,height,label,depth
html body text div div div div a span  ,Yahoo!7,18,8,58,17,0,9
html body text div div div div a span  ,My Yahoo!7,76,8,83,17,0,9
html body text div div div div a span  ,Yahoo! Mail,159,8,81,17,0,9
html body text div div div div div a span  ,Health Home,18,64,89,17,0,10
html body text div div div div div span  ,-,107,64,10,17,0,9
html body text div div div div div a span  ,Help,117,64,31,17,0,10
html body text div div div div a span  ,Sign In,18,123,46,17,0,9
html body text div div div div span span  ,[New User?,18,141,80,17,0,9
html body text div div div div span a span  ,Sign Up,98,141,57,17,0,10
html body text div div div div span span  ,],155,141,6,17,0,9
html body text center table tbody tr td a font strong span  ,Home,21,194,26,11,0,12
html body text center table tbody tr td a font strong span  ,Women's Health,65,194,70,11,0,12
html body text center table tbody tr td a font strong span  ,Men's Health,173,194,57,11,0,12
html body text center table tbody tr td a font strong span  ,Sexual Health,279,194,59,11,0,12
html body text center table tbody tr td a font strong span  ,Parenting,397,194,42,11,0,12
html body text center table tbody tr td a font strong span  ,Fitness,496,194,30,11,0,12
html body text center table tbody tr td a font strong span  ,Diet & Nutrition,560,194,72,11,0,12
html body text center table tbody tr td a font strong span  ,Natural,666,194,33,11,0,12
html body text center table tbody tr td a font strong span  ,Library,729,194,33,11,0,12
html body text table tbody tr td table tbody tr td span span  ,Search for,304,223,70,17,0,13
html body text table tbody tr td table tbody tr td select option  ,Yahoo! Health,0,0,0,0,0,13
html body text table tbody tr td table tbody tr td select option  ,Yahoo! News,0,0,0,0,0,13
html body text table tbody tr td table tbody tr td table tbody tr td small font strong span  ,hot topics :,137,245,66,15,0,19
html body text table tbody tr td table tbody tr td table tbody tr td small a font strong span  ,Pregnancy,203,245,64,15,0,20
html body text table tbody tr td table tbody tr td table tbody tr td small font span  ,|,267,245,6,15,0,18
html body text table tbody tr td table tbody tr td table tbody tr td small a font strong span  ,Sexual Health,273,245,83,15,0,20
html body text table tbody tr td table tbody tr td table tbody tr td small font span  ,|,356,245,6,15,0,18
html body text table tbody tr td table tbody tr td table tbody tr td small a font strong span  ,Diets,362,245,32,15,0,20
html body text table tbody tr td table tbody tr td table tbody tr td small font span  ,|,394,245,6,15,0,18
html body text table tbody tr td table tbody tr td table tbody tr td small a font strong span  ,CHOICE Reviews,400,245,107,15,0,20
