tag,content,x,y,width,height,label,depth
html body text table tbody tr td div div span  ,by digby,92,29,56,17,0,10
html body text table tbody tr td div span  ,Digby's Hullabaloo,58,241,124,17,0,9
html body text table tbody tr td div span  ,2801 Ocean Park Blvd.,45,259,150,17,0,9
html body text table tbody tr td div span  ,Box 157,93,277,54,17,0,9
html body text table tbody tr td div span  ,"Santa Monica, Ca 90405",41,295,158,17,0,9
html body text table tbody tr td div center center i a span  ,"""Taken as a whole, these blog posts tell a lively and informative story of one of the most powerful men in the country."" -- The Road To Surfdom",23,493,193,107,1,13
html body text table tbody tr td div center center b span  ,Fight The Good Fight - Support The DNC,41,687,158,35,0,12
html body text table tbody tr td div center center form span  ,Contribution amount: $,45,723,150,17,0,12
html body text table tbody tr td div center center a span  ,Advertise on blogs,60,775,120,17,0,12
html body text table tbody tr td div center center b span  ,Infomania,84,793,72,17,0,12
html body text table tbody tr td div center center a span  ,The Daou Report,64,829,112,17,0,12
html body text table tbody tr td div center center a span  ,Buzzflash,88,847,64,17,0,12
html body text table tbody tr td div center center a span  ,Bushwatch,84,865,72,17,0,12
html body text table tbody tr td div center center a span  ,Cursor,98,883,44,17,0,12
html body text table tbody tr td div center center a span  ,News Unfiltered,67,901,106,17,0,12
html body text table tbody tr td div center center a span  ,Salon,102,919,36,17,0,12
html body text table tbody tr td div center center a span  ,Slate,104,937,32,17,0,12
html body text table tbody tr td div center center a span  ,Prospect,92,955,56,17,0,12
html body text table tbody tr td div center center a span  ,New Republic,74,973,92,17,0,12
html body text table tbody tr td div center center a span  ,Common Dreams,63,991,114,17,0,12
html body text table tbody tr td div center center a span  ,AmericanPoliticsJournal,41,1009,158,17,0,12
html body text table tbody tr td div center center a span  ,Red Rock Eaters Digest,43,1027,154,17,0,12
html body text table tbody tr td div center center a span  ,Pennsylvania Gazette,51,1045,138,17,0,12
html body text table tbody tr td div center center a span  ,The Note,90,1063,60,17,0,12
html body text table tbody tr td div center center a span  ,Smirking Chimp,66,1081,108,17,0,12
html body text table tbody tr td div center center a span  ,Crisis Papers,78,1099,84,17,0,12
html body text table tbody tr td div center center b span  ,MediA-Go-Go,71,1171,98,17,0,12
