tag,content,x,y,width,height,label,depth
html body text table tbody tr td div a span  ,Satanism Front Page,9,57,132,17,0,10
html body text table tbody tr td div a span  ,News,9,75,36,17,0,10
html body text table tbody tr td div a span  ,General & Secular,9,93,119,17,0,10
html body text table tbody tr td div a span  ,Satanism,9,111,59,17,0,10
html body text table tbody tr td div a span  ,Dark Doctrines,9,129,98,17,0,10
html body text table tbody tr td div a span  ,The Dark Force in Nature,9,147,165,17,0,10
html body text table tbody tr td div a span  ,Scientific,9,165,61,17,0,10
html body text table tbody tr td div a span  ,Klippoths,9,183,63,17,0,10
html body text table tbody tr td div a span  ,Religious philosophy,9,201,136,17,0,10
html body text table tbody tr td div a span  ,Gender & Sex,9,219,92,17,0,10
html body text table tbody tr td div a span  ,Satanic Reds,9,237,83,17,0,10
html body text table tbody tr td div a span  ,Dark Tradition,9,255,95,17,0,10
html body text table tbody tr td div a span  ,Socio-political,9,273,94,17,0,10
html body text table tbody tr td div a span  ,Is Fascism Satanic?,9,291,126,17,0,10
html body text table tbody tr td div a span  ,Spells,9,309,39,17,0,10
html body text table tbody tr td div a span  ,666 >>,9,327,46,17,0,10
html body text table tbody tr td div a span  ,Fun,9,345,25,17,0,10
html body text table tbody tr td div a span  ,Bad stuff,9,363,59,17,0,10
html body text table tbody tr td div a span  ,Danish Satanism,9,381,108,17,0,10
html body text table tbody tr td div a span  ,Chat,9,399,30,17,0,10
html body text table tbody tr td div a span  ,Links,9,417,36,17,0,10
html body text table tbody tr td div a span  ,About,9,435,40,17,0,10
html body text table tbody tr td div a span  ,Buy,9,453,27,17,0,10
html body text table tbody tr td div a span  ,Searching the site,9,471,114,17,0,10
html body text table tbody tr td table tbody tr td div a span  ,Satanic Reds,210,58,87,17,0,14
html body text table tbody tr td table tbody tr td div span  ,>> 666,297,58,46,17,0,13
html body text table tbody tr td table tbody tr td table tbody tr td h1 span  ,Some VERY interesting information on 666,211,77,537,73,1,17
html body text table tbody tr td table tbody tr td table tbody tr td p span  ,by,211,172,20,17,1,17
html body text table tbody tr td table tbody tr td table tbody tr td p a span  ,Ragnar Redbeard,231,172,112,17,1,18
html body text table tbody tr td table tbody tr td table tbody tr td div a span  ,Printerfriendly,682,206,94,17,0,18
html body text table tbody tr td table tbody tr td table tbody tr td p span  ,"From: ""Ragnar Redbeard""",211,240,168,17,1,17
html body text table tbody tr td table tbody tr td table tbody tr td p span  ,"It has been suggested in this newsgroup (alt.christianity) in response to my question regarding the origin of 666 that the number 666 has its roots in numerology. This is the school of thought that agree with. The number 666 has its origins in ancient numerology / astrology, and is connected to what are called ""magic squares"". The ancients devised a scheme of numbers arranged in squares and ordered in such a way that by adding each row and column, one would reach the same total each time. 666 comes from the square associated with the Sun, which is made up of every number from 1 to 36. The sum of all numbers from 1 to 36 is of course, 666. Surrounding the Sun Square are the 12 divisibles of 666 which are attached to the 12 signs of the Zodiac.",211,274,556,179,1,17
html body text table tbody tr td table tbody tr td table tbody tr td p span  ,666 = Pisces,211,470,81,17,1,17
html body text table tbody tr td table tbody tr td table tbody tr td p span  ,333 = Aquarius,211,488,99,17,1,17
html body text table tbody tr td table tbody tr td table tbody tr td p span  ,222 = Capricorn,211,506,105,17,1,17
html body text table tbody tr td table tbody tr td table tbody tr td p span  ,111 = Sagitaurus,211,524,107,17,1,17
html body text table tbody tr td table tbody tr td table tbody tr td p span  ,74 = Scorpio,211,542,83,17,1,17
html body text table tbody tr td table tbody tr td table tbody tr td p span  ,37 = Libra,211,560,68,17,1,17
html body text table tbody tr td table tbody tr td table tbody tr td p span  ,18 = Virgo,211,578,69,17,1,17
html body text table tbody tr td table tbody tr td table tbody tr td p span  ,9 = Leo,211,596,50,17,1,17
html body text table tbody tr td table tbody tr td table tbody tr td p span  ,6 = Cancer,211,614,70,17,1,17
html body text table tbody tr td table tbody tr td table tbody tr td p span  ,3 = Gemini,211,632,73,17,1,17
html body text table tbody tr td table tbody tr td table tbody tr td p span  ,2 = Taurus,211,650,68,17,1,17
html body text table tbody tr td table tbody tr td table tbody tr td p span  ,1 = Aries,211,668,59,17,1,17
html body text table tbody tr td table tbody tr td table tbody tr td p span  ,Here is what the Sun Square looks like:,211,702,253,17,1,17
html body text table tbody tr td table tbody tr td table tbody tr td p span  ,6 32 3 34 35 1,211,736,92,17,1,17
html body text table tbody tr td table tbody tr td table tbody tr td p span  ,7 11 27 28 8 30,211,754,99,17,1,17
html body text table tbody tr td table tbody tr td table tbody tr td p span  ,19 14 16 15 23 24,211,772,116,17,1,17
html body text table tbody tr td table tbody tr td table tbody tr td p span  ,18 20 22 21 17 13,211,790,116,17,1,17
html body text table tbody tr td table tbody tr td table tbody tr td p span  ,25 29 10 9 26 12,211,808,108,17,1,17
html body text table tbody tr td table tbody tr td table tbody tr td p span  ,36 5 33 4 2 31,211,826,92,17,1,17
html body text table tbody tr td table tbody tr td table tbody tr td p span  ,"The factors of 666 are 666, 333, 222, 111, 74, 37, 18, 9, 6, 3, 2, and 1. They are attached to the Zodiac signs as follows:",211,860,565,35,1,17
html body text table tbody tr td table tbody tr td table tbody tr td p span  ,"So, each of the six rows has a total of 111 (6 rows x 111 = 666). Each of the 6 columns also has a total of 111.",211,912,555,35,1,17
html body text table tbody tr td table tbody tr td table tbody tr td p span  ,"The Sun Square contains 9 squares and rectangles whose corners total 74 ( 9 X 74 = 666 ) One example is ""6 + 1 + 31 + 36 = 74""",211,964,538,35,1,17
html body text table tbody tr td table tbody tr td table tbody tr td p span  ,"For those who practiced numerology / astrology, the numbers 666 and 74 were considered 'holy' numbers, associated with the Sun, which they revered. Numerology / Astrology (from now on referred to as Hermetica) also became a recurring phenomenon in the bible, particularely the KJV. Many of the numbers which are sacred to Hermetica are found to be recurring throughout the KJV, 666 being the most obvious.",211,1016,563,89,1,17
html body text table tbody tr td table tbody tr td table tbody tr td p span  ,"The famous reference to 666 is found in revelation, but another exists in 1 Kings 10:14 where Solomon takes 666 talents of gold from neighboring kingdoms. Solomon is one of the more important examples of this biblically coded wisdom.",211,1122,556,53,1,17
html body text table tbody tr td table tbody tr td table tbody tr td p span  ,"Solomon is basically the figure head of the 12 tribes of Israel during his reign as king. Solomon represents the Sun and the Sun Square and the 12 tribes of Israel are the 12 signs of the Zodiac. The 666 clue found in 1 Kings is one hint - another is the name Solomon. ""Sol"" is the Latin word for the Sun, ""Om"" is the Hindi word for the Sun, and ""On"" is the Egyptian word for the Sun.",211,1192,555,89,1,17
html body text table tbody tr td table tbody tr td table tbody tr td p span  ,"While 666 is the most famous reference to the practice of Numerology found in the bible, there are many others which are more subtle. First a quick point regarding history:",211,1298,533,53,1,17
html body text table tbody tr td table tbody tr td table tbody tr td p span  ,"In approximately 325 A.D. Emperor Constantine declared Christianity to be the official religion of the Roman Empire. His reasons are the topic of another discussion, but for better or worse it is a fact. For the next 1500 years, all other religions or philosophies were ruthlessly purged from the Roman Empire, to the point of knowledge of many ancient religions becoming extinct. The Ancients, realizing that practicing Hermetica (Numerology / Astrology) meant a visit to the torture chamber, did what anyone in their position would do - they hid their knowledge. The were fortunate in the fact that they were practically the only ones with any sort of education, and thus were trusted to read, write, and interpret for Rome. Fast forward to somewhere in the 1600's when King James decided that the bible should be available in English and commissioned a group of scholars including Francis Bacon* to oversee the translation of the bible from Hebrew & Latin to English. Francis Bacon was a member of the chain of minds that sprang from the Ancient Philosophers and he constructed the KJV in such a way that the knowledge they possessed may be preserved. All one has to do is decipher it.",211,1368,561,251,1,17
html body text table tbody tr td table tbody tr td table tbody tr td p span  ,"Now, with that in mind, we can look at the bible and understand why it is arranged the way it is. If someone was to write a code without leaving any sort of decoding manual, it stands to reason that the means of decoding his work would have to be included in his work. The first step to deciphering this code would be to look for extremes. Take for example, Psalm 117. It sits at the exact center of the bible (in traditional order) and is the shortest chapter in the bible. As such, it almost jumps out and screams ""Hey, look at me!"" Psalms 117 has exactly 33 words. By no coincidence there are 33 years in the life of Christ, and 33 generations from Adam to David.",211,1636,563,143,1,17
html body text table tbody tr td table tbody tr td table tbody tr td p span  ,"*There are those who believe that it was Francis Bacon who wrote the works attributed to Shakespeare. Here is a little tidbit suggestive of this theory. Count 666 chapters backwards from the end of the bible. You will find that it is Psalm 46. Count 46 words into that chapter and find that the 46th word is ""Shake"". Count 46 words backwards from the end of that chapter and find that the 46th word is ""spear"". The mathematical laws of probability eliminate the ""coincidence"" theory, and we conclude that with this method of ""counting the bible"" rather than reading the bible we are on the right track.",211,1796,558,125,1,17
html body text table tbody tr td table tbody tr td table tbody tr td p span  ,"Due to a period of over one thousand years in which anything other than Church approved subject matter was relentlessly purged, intimate knowledge of pre-Christian religious practices (particularely those related to Numerology) is scarce. Some rudimentary information still remains, such as the names and fables associated with the Pagan lore, along with some fundamental Numerology / Astrology concepts. Many are familiar with the tales of Thor, Odin (Wotan, Woden), Zues, and the whole pantheon of gods and goddesses. The horoscopic information that exists in today's New Age circles consists mainly of simple clairvoyance and ""love spells"". Many New Age occultists use the principles of Gematria and such to discover ""their"" number, and so on.",211,1938,560,161,1,17
html body text table tbody tr td table tbody tr td table tbody tr td p span  ,"Ancient 'magicians' used 7 unique number squares as the basis for their wisdom. Each square was arranged in such a way that the total of any column or row was the same. Each of the seven 'magic' squares was also assigned a planetary value. Mercury, Venus, Mars, Saturn, Jupiter, the Moon, and the Sun, are all associated with a specific square. It is the Sun Square that is most relevent to bible coding. The sun square is the 4th of the 7 magic squares and consists of every number from 1 to 36, arranged in six rows and six columns. Each of the six rows adds up to 111 and each of the six columns adds to 111. It is from the Magic Square of the Sun that the infamous number 666 originates. 6 columns X 111 = 666. 6 rows X 111 = 666. All of the numbers 1 through 36 total 666. There are a total of 3 squares and 6 rectangles within the Sun Square, each of which adds to 74, and are listed below. 9 rectangles & squares X 74 = 666.",211,2116,565,197,1,17
