tag,content,x,y,width,height,label,depth
html body text title span span  ,Lancaster Classifieds,0,0,575,18,0,6
html body text table tbody tr td table tbody tr td a span  ,Cars,0,38,33,17,0,13
html body text table tbody tr td table tbody tr td span span  ,|,33,38,8,17,0,13
html body text table tbody tr td table tbody tr td a span  ,Jobs,41,38,32,17,0,13
html body text table tbody tr td table tbody tr td span span  ,|,73,38,7,17,0,13
html body text table tbody tr td table tbody tr td a span  ,Homes,80,38,50,17,0,13
html body text table tbody tr td table tbody tr td span span  ,|,130,38,7,17,0,13
html body text table tbody tr td table tbody tr td a span  ,Customer Care Center,137,38,143,17,0,13
html body text table tbody tr td table tbody tr td a span  ,LancasterOnline Keyword,665,38,169,17,0,13
html body text table tbody tr td table tbody tr td a span  ,Home,0,57,39,17,0,13
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,News,0,75,36,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,�,109,76,16,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Top Stories,0,94,73,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Local News,0,112,77,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,US/Nation,0,130,68,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Pennsylvania,0,148,85,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Off Beat,0,166,55,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,International,0,184,82,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Washington,0,202,76,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Weather,0,220,53,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Sports,0,238,41,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,�,109,239,16,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Local Sports,0,257,81,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Penn State,0,275,68,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Auto Racing,0,293,81,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Baseball,0,311,55,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Basketball,0,329,68,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Boxing,0,347,47,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,College Sports,0,365,95,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Football,0,383,53,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Soccer,0,401,44,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Hockey,0,419,50,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Golf,0,437,29,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Tennis,0,455,42,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Business,0,473,57,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,�,109,474,16,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Morning Briefing,0,492,113,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Local Business,0,510,97,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,News,0,528,36,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Consumer News,0,546,106,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Market Reports,0,564,100,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Board of Trade,0,582,97,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Stock Charts,0,600,82,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Mortgage Rates,0,618,102,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Savings & Loan,0,636,104,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Money & Finance,0,654,116,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Entertainment,0,672,91,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,�,109,673,16,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Local,0,691,36,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Television,0,709,66,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Movies,0,727,48,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Off Beat,0,745,55,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Recordings,0,763,73,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Movie Showtimes,0,781,117,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,TV Listings,0,799,77,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Sudoku,0,817,49,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Technology,0,835,75,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Health,0,853,43,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Archives,0,871,58,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,�,109,872,16,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td form p b span  ,Search for...,22,890,81,17,0,19
html body text table tbody tr td table tbody tr td table tbody tr td form p b span  ,Within:,36,924,53,17,0,19
html body text table tbody tr td table tbody tr td table tbody tr td form p select option  ,30 days,0,0,0,0,0,19
html body text table tbody tr td table tbody tr td table tbody tr td form p select option  ,60 days,0,0,0,0,0,19
html body text table tbody tr td table tbody tr td table tbody tr td form p select option  ,6 months,0,0,0,0,0,19
html body text table tbody tr td table tbody tr td table tbody tr td form p select option  ,1 year,0,0,0,0,0,19
html body text table tbody tr td table tbody tr td table tbody tr td form p select option  ,2 years,0,0,0,0,0,19
html body text table tbody tr td table tbody tr td table tbody tr td form p select option  ,2006,0,0,0,0,0,19
html body text table tbody tr td table tbody tr td table tbody tr td form p select option  ,2005,0,0,0,0,0,19
html body text table tbody tr td table tbody tr td table tbody tr td form p select option  ,2004,0,0,0,0,0,19
html body text table tbody tr td table tbody tr td table tbody tr td form p select option  ,2003,0,0,0,0,0,19
html body text table tbody tr td table tbody tr td table tbody tr td form p select option  ,2002,0,0,0,0,0,19
html body text table tbody tr td table tbody tr td table tbody tr td form p select option  ,2001,0,0,0,0,0,19
html body text table tbody tr td table tbody tr td table tbody tr td form p select option  ,2000,0,0,0,0,0,19
html body text table tbody tr td table tbody tr td table tbody tr td form p select option  ,1999,0,0,0,0,0,19
html body text table tbody tr td table tbody tr td table tbody tr td form p select option  ,1998,0,0,0,0,0,19
html body text table tbody tr td table tbody tr td table tbody tr td form p select option  ,1997,0,0,0,0,0,19
html body text table tbody tr td table tbody tr td table tbody tr td form p select option  ,1996,0,0,0,0,0,19
html body text table tbody tr td table tbody tr td table tbody tr td form p select option  ,1995,0,0,0,0,0,19
html body text table tbody tr td table tbody tr td table tbody tr td form p select option  ,1994,0,0,0,0,0,19
html body text table tbody tr td table tbody tr td table tbody tr td form p select option  ,1993,0,0,0,0,0,19
html body text table tbody tr td table tbody tr td table tbody tr td form p select option  ,1992,0,0,0,0,0,19
html body text table tbody tr td table tbody tr td table tbody tr td form p select option  ,1991,0,0,0,0,0,19
html body text table tbody tr td table tbody tr td table tbody tr td form p select option  ,1990,0,0,0,0,0,19
html body text table tbody tr td table tbody tr td table tbody tr td form p select option  ,1989,0,0,0,0,0,19
html body text table tbody tr td table tbody tr td table tbody tr td form p select option  ,All years,0,0,0,0,0,19
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,en Espa�ol,0,978,79,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,�,109,978,16,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Noticias,0,996,53,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Deportes,0,1014,58,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Espect�culos,0,1033,92,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Finanzas,0,1051,57,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Salud,0,1069,36,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Tecnolog�a,0,1088,82,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Rarezas,0,1106,51,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td span  ,Services,0,1124,54,17,0,16
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Classifieds,0,1142,70,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Cars,0,1160,29,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Realty Wizard,0,1178,92,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Apartments,0,1196,75,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Shopping,0,1214,61,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Personals,0,1232,61,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Community,0,1250,76,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Visit Lancaster,0,1268,96,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,My Headlines,0,1286,90,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Talkback,0,1304,58,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,eEditions,0,1322,60,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td span  ,Features,0,1340,54,17,0,16
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Celebrations,0,1358,81,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Obituaries,0,1376,67,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Special Sections,0,1394,105,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Columns,0,1412,58,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,�,109,1413,16,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Ad Crable,0,1431,66,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Among the Living,0,1449,118,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Editorially Speaking,0,1467,68,35,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Footlights,0,1503,65,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Jeff Hawkes,0,1521,79,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Larry Alexander,0,1539,105,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,New Era Voices,0,1557,103,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Political Animals,0,1575,111,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Smart Remarks,0,1593,99,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,The Scribbler,0,1611,88,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Interests,0,1629,54,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,�,109,1630,16,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Today In History,0,1648,109,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Letters to the Editor,0,1666,84,35,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Lifestyle,0,1702,57,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Living,0,1720,43,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Outdoors,0,1738,60,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Recipes,0,1756,51,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Religion,0,1774,55,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Your Life,0,1792,62,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td span  ,Customer Service,0,1810,114,17,0,16
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Subscribe,0,1828,63,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Care Center,0,1846,77,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Place an Ad,0,1864,76,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Advertising,0,1882,76,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Contact Us,0,1900,72,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td span  ,Live Support,0,1918,84,17,0,16
html body text table tbody tr td table tbody tr td table tbody tr td span  ,Site,0,1936,25,17,0,16
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Site Map,0,1954,58,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Keyword Index,0,1972,100,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,RSS Feeds,0,1990,70,17,0,17
html body text table tbody tr td table tbody tr td table tbody tr td a span  ,Need a Website?,0,2008,107,17,0,17
html body text table tbody tr td p a span  ,Home,125,69,43,17,0,10
html body text table tbody tr td p span  ,>,168,69,13,17,0,9
html body text table tbody tr td p a span  ,Employment,181,69,87,17,0,10
html body text table tbody tr td p span  ,>,268,69,13,17,0,9
html body text table tbody tr td p a span  ,General Help,281,69,86,17,0,10
html body text table tbody tr td table tbody tr td p span  ,There are 112 results on 12 page s,125,111,218,17,0,13
html body text table tbody tr td table tbody tr td p span  ,Sort by,593,111,51,17,0,13
html body text table tbody tr td table tbody tr td p a span  ,Date,644,111,30,17,0,14
html body text table tbody tr td table tbody tr td table tbody tr td table tbody tr td p span  ,Search Classifieds,693,105,118,17,0,21
html body text table tbody tr td table tbody tr td table tbody tr td table tbody tr td p span  ,AND,722,135,38,17,0,21
html body text table tbody tr td table tbody tr td table tbody tr td table tbody tr td p span  ,OR,760,135,22,17,0,21
html body text table tbody tr td table tbody tr td table tbody tr td table tbody tr td p span  ,Search In:,719,159,66,17,0,21
html body text table tbody tr td table tbody tr td table tbody tr td table tbody tr td p font span  ,General Help,702,183,54,11,0,22
