tag,content,x,y,width,height,label,depth
html body text title span span  ,How A Local Church Can Have A Global Presence Through Cybermissions,0,0,777,36,1,6
html body text div h1 font strong span  ,How A Local Church Can Have A Global Presence Through Cybermissions,8,109,769,26,0,8
html body text div p strong span  ,Summary:,8,158,77,17,1,7
html body text div p em span  ,How your church can have a volunteer team of cyber-missionaries that can minister cross-culturally to unreached peoples at a total cost of between $1000 to $5000 a year and see between 100 and 1100 decisions for Christ in that people group.,8,158,763,53,1,7
html body text div p font strong a span  ,Cybermissions,8,228,104,17,1,9
html body text div p font span  ,-,112,228,10,17,1,7
html body text div p font span  ,"is the front-line use of the Internet for cross-cultural evangelism, discipleship, church-planting and training.",8,228,744,35,1,7
html body text div h4 span font span  ,Some Statistics,8,285,134,20,1,8
html body text div p font span  ,Worldwide Internet Population:,8,327,228,20,1,7
html body text div p span span  ,445.9 million (eMarketer),8,364,177,17,1,7
html body text div p span span  ,533 million (Computer Industry Almanac),8,398,289,17,1,7
html body text div p font span  ,Projection for 2004:,8,432,145,20,1,7
html body text div p span span  ,709.1 million (eMarketer),8,469,177,17,1,7
html body text div p span span  ,945 million (Computer Industry Almanac),8,503,289,17,1,7
html body text div p font span  ,Online Language Populations (September 2002),8,537,348,20,1,7
html body text div p span span  ,"English 36.5%; Chinese 10.9%, Japanese 9.7%, Spanish 7.2%, German 6.7%, Korean 4.5%,",8,574,451,35,0,7
html body text div p span span  ,"Italian 3.8%, French 3.5%, Portuguese 3.0%, Russian 2.9%, Dutch 2.0% (Source: Global Reach)",8,610,686,17,0,7
html body text div p span span  ,"From the above statistics it is clear that the Internet is no longer predominantly an English speaking medium and that Asian languages such as Chinese, Japanese and Korean now occupy a significant portion of cyber-space along with major European languages such as Spanish., Portuguese and French.",8,644,766,53,1,7
html body text div p span span  ,"There are over 275 million Internet searches each day and 80% of all Internet sessions begin at a search engine (Internetstatistics.com). Religion is one of the main topics people search for. Pew Internet surveys found that 28 million Americans get religion information online, that three million do so daily, and that 25 % of net users search for religion-related topics. Barna Research estimates that up to 50 million Americans may worship solely over the Internet by 2010. There is every indication that the Internet is a major source of religious information where people of many cultures and languages collect their spiritual facts and opinions in private. Thus it�s a place where missionaries must be.",8,714,767,126,1,7
html body text div h3 span  ,What Is The Role Of A Local Church?,146,942,307,21,1,6
html body text div p span span  ,"Local churches can create a Cybermissions Project Team (CPT) that uses the church website, chat rooms and email to reach a specific ethnic group for Christ. A well-run cybermissions website can see three people a day or about 1100 people a year make commitments to Jesus as Lord and Savior.",8,983,761,53,1,7
html body text div p span span  ,"This is because the website is a �perpetual evangelist� that works away 24/7 witnessing to seekers about Christ. The Internet is seeker-driven. People using the Internet are seeking information via search engines and links on other sites. When people arrive at your website its not an accident. They have typed a query into a search engine and arrived there. People not interested in God simply don�t arrive at your church website � they end up somewhere else, reading the weather or the news. So virtually 100% of the people you minister to will already have some level of interest. This makes evangelism so much easier! You can witness, via the Internet 24/7 to people who are already interested in finding out about God!",8,1054,762,127,1,7
html body text div h3 span  ,OK how do I start?,8,1201,160,21,1,6
html body text div font span  ,1.,8,1260,16,17,0,6
html body text div font span strong span  ,Form a small group,24,1260,139,17,1,8
html body text div font span span  ,"of say 6 to 8 people which should include a few �techie� computer types, a few �bible� types and someone with enthusiasm for missions.",8,1260,749,35,1,7
html body text div font span span  ,"The pastor does not need to lead the group, he/she can just give it some guidelines and get a monthly report. The group should be led by someone with a passion for missions on the Internet. The group can fit into the church structure in a similar way to creative ministry teams.",8,1278,744,71,1,7
html body text div p font span span  ,2.,8,1366,18,17,0,8
html body text div p font span strong span  ,Read the articles,26,1366,132,17,1,9
html body text div p font span span  ,on cybermissions at,158,1366,146,17,1,8
html body text div p font span span  ,for some ideas to get you started.,304,1366,238,17,1,8
html body text div p font span span  ,3.,8,1401,18,17,0,8
html body text div p font span strong span  ,Get some web space,26,1401,163,17,1,9
html body text div p font span span  ,. You need a domain name �yourchurch.com� and some space on a server. We use,8,1401,759,35,1,8
html body text div p font span a span  ,ChristianWebHost.com,38,1419,168,17,1,9
html body text div p font span span  ,and have found them to be both affordable and reliable.,206,1419,393,17,1,8
html body text div p span font span  ,4.,8,1453,18,17,0,8
html body text div p font span strong span  ,Pray about what people group,26,1453,234,17,1,9
html body text div p font span span  ,you should be ministering to. For a list of the 43 nations most suitable for a cybermissions strategy,8,1453,765,35,1,8
html body text div p font span a span  ,click here.,189,1471,76,17,1,9
html body text div p span  ,Then go to our,265,1471,99,17,1,6
html body text div p a span  ,mission links,364,1471,89,17,1,7
html body text div p span  ,site and do some research on your chosen nation at any of the mission portal sites listed there e.g,8,1471,754,35,1,6
html body text div p a span  ,strategicnetwork.org,317,1489,136,17,1,7
html body text div p span  ,.,452,1489,4,17,0,6
html body text div font span span  ,5.,8,1523,18,17,0,7
html body text div font span strong span  ,Decide on an initial strategy,26,1523,217,17,1,8
html body text div font span span  ,(you can tweak it later) and start designing the website. Use the articles in point 2 above for some ideas.,8,1523,757,35,1,7
html body text div p font span span  ,6.,8,1575,18,17,0,8
html body text div p font span strong span  ,Spend at least four hours a week,26,1575,254,17,1,9
html body text div p font span span  ,working on the website and improving it.,280,1575,285,17,1,8
html body text div p span font span  ,7.,8,1609,18,17,0,8
html body text div p font span strong span  ,Reply to the emails,26,1609,150,17,1,9
html body text div p font span span  ,that come in promptly and start ministering to people in your target group.,176,1609,519,17,1,8
html body text div p span  ,8.,8,1643,16,17,0,6
html body text div p strong span  ,Become a member,24,1643,130,17,1,7
html body text div p span  ,of,154,1643,17,17,1,6
html body text div p a span  ,Cybermissions.Org,171,1643,128,17,1,7
html body text div p span  ,and hang out with other people doing the same thing -,299,1643,350,17,1,6
html body text div p em strong span  ,its free.,649,1643,49,17,1,8
html body text div p span  ,(Cybermissions.Org will open officially on 12th August 2003 as a web portal for cybermissionaries.),8,1661,645,17,1,6
html body text div h3 b span span  ,How Much Does Running A Cybermissions Project Team Cost?,8,1698,562,21,1,8
html body text div p span span  ,You will probably pay around $19.95 a year for the domain name.,8,1739,462,17,1,7
html body text div p span span  ,Then around $10 a month for reliable ad-free hosting and $29.95 a month for broadband access at your home or church office. ($480 per annum),8,1773,733,35,1,7
html body text div p span span  ,Then work on replacing a computer every two years so - $1000 p.a.,8,1825,478,17,1,7
