tag,content,x,y,width,height,label,depth
html body text title span span  ,ARTSEDGE: Ireland Online: Share: Storytelling Online,0,0,777,36,0,6
html body text p font b font b font b font b font span  ,Storytelling Online: Mythology Across Time and Borders,8,125,484,20,1,14
html body text table tbody tr td div p font b font a span  ,Authors Corner,8,162,96,15,0,14
html body text table tbody tr td div p font a font span  ,Nick Bantock,8,177,58,11,0,13
html body text table tbody tr td div p font a font span  ,Katherine Neville,8,188,76,11,0,13
html body text table tbody tr td p font a b span  ,Online Writing Workshop,8,216,156,15,0,12
html body text table tbody tr td p font a font span  ,Teacher Reading,8,231,76,11,0,12
html body text table tbody tr td p font a font span  ,Background Teaching Materials,8,242,139,11,0,12
html body text table tbody tr td p font a font span  ,Student Handouts,8,253,80,11,0,12
html body text font b b b b font span  ,Online Writing Workshop,228,162,191,17,1,10
html body text p font b font span  ,TEACHER READING,228,196,126,15,1,8
html body text p font span  ,"Clement, Lynne,",228,227,98,15,1,6
html body text p font a b span  ,"""Revising & Editing,""",326,227,134,15,1,8
html body text p font span  ,"1991, rev. 2000.",460,227,93,15,1,6
html body text p font span  ,"A brief sheet that discusses the differences between revising and editing and gives teachers tips on dealing with groups of students when conducting these activities. It stresses the importance of revising student work for content and meaning, before giving any attention to the mechanics. Quick to read, but worthwhile.",8,242,764,60,1,6
html body text p font span  ,"Hansen, Jane,",8,317,87,15,1,6
html body text p font b a span  ,When Writers Read,95,317,123,15,1,8
html body text p font span  ,", Chapter 12; Heineman, 1985.",218,317,178,15,1,6
html body text p font span  ,"This article gives teachers some information on the connections between reading and writing and how to capitalize on them for success in writing instruction. It focuses on skills instruction, reasons for it, how to implement it, and what to keep in mind as classes are conducted.",8,332,758,45,1,6
html body text p font span  ,"Jenkinson, Edward B.,",8,393,133,15,1,6
html body text p font b a span  ,"""Learning to Write/Writing to Learn,""",141,393,229,15,1,8
html body text p font span  ,"Phi Delta Kappan, 1988.",370,393,141,15,1,6
html body text p font span  ,"This article will give teachers some background on the difference between the two activities mentioned in the title and the importance of both for their students. ""For thousands of students, writing is like trying to run through a minefield strewn with run-on sentences, misspellings, dangling modifiers, and trite expressions. A successful crossing is a rare experience, according to Mr. Jenkinson, who argues that writing should serve instead as a powerful catalyst for learning.""",8,408,763,60,1,6
html body text p font a b span  ,The National Writing Project,8,484,174,15,1,8
html body text p font i span  ,Research/NWP/nwp.html,8,499,145,15,1,7
html body text p font span  ,The homepage of the mother of all writing projects. It is the oldest and most widely respected project to train teachers to teach writing across the curriculum. It leads to all kinds of local writing projects and training opportunities.,8,514,765,30,1,6
html body text p font a b span  ,Purdue University's Online Writing Lab,8,560,241,15,1,8
html body text p font span  ,"This site includes basics for teachers and students. There is a resource section that includes 130 instructional handouts! Teachers should definitely have a look at the ""Resources for Teachers"" section's ""Materials for teaching writing in any discipline."" It includes a great guide for developing assignments.",8,590,753,45,1,6
html body text p font span  ,"Strauss, Valerie,",8,651,98,15,1,6
html body text p font a b span  ,"For Students, No Dodging the Drafts",106,651,229,15,1,8
html body text p font span  ,", Washington Post, May 23, 2000",335,651,191,15,1,6
html body text p font i span  ,A51803-2000May22.html,8,666,145,15,1,7
html body text p font span  ,An article from,8,681,87,15,1,6
html body text p font em span  ,The Washington Post,95,681,128,15,1,7
html body text p font span  ,that discusses a new emphasis on peer review and editing in the elementary classroom.,223,681,506,15,1,6
html body text p font span  ,"Viadero, Debra,",8,712,94,15,1,6
html body text p font b a span  ,Technical Difficulties,102,712,133,15,1,8
html body text p font span  ,", Education Week, May 17, 2000",235,712,188,15,1,6
html body text p font span  ,An essay from Education Week that discusses writing assessment from a variety of angles.,8,727,524,15,1,6
html body text p font a font span  ,Virtual Exhibits,95,758,110,17,0,8
html body text p font font font span  ,||,205,758,13,17,0,8
html body text p font font a span  ,Storytelling,218,758,84,17,0,8
html body text p font font font span  ,||,302,758,13,17,0,8
html body text p font font a span  ,Lesson Plans,315,758,100,17,0,8
html body text p font font font span  ,||,415,758,13,17,0,8
html body text p font font a span  ,Music Exchange,428,758,122,17,0,8
html body text p font font font span  ,||,550,758,12,17,0,8
html body text p font a span  ,Online Resources,562,758,128,17,0,7
html body text p font a b span  ,The Irish Festival Online,300,792,185,17,0,8
html body text p font span  ,a special project of,338,828,109,15,0,6
html body text h2 font a font span  ,A,288,982,12,15,0,8
html body text h2 font a font font span  ,RTS,300,985,23,11,0,9
html body text h2 font a font span  ,E,323,982,12,15,0,8
html body text h2 font a font font span  ,DGE,335,985,25,11,0,9
html body text h2 font font span  ,||,360,982,11,15,0,7
html body text h2 font font a span  ,The Kennedy Center,371,982,126,15,0,8
