tag,content,x,y,width,height,label,depth
html body text title span span  ,Parenting of K-6 Children Archive,0,0,661,18,0,6
html body text div table tbody tr td span  ,You are here:,8,8,85,17,0,9
html body text div table tbody tr td a span  ,About,94,8,44,17,0,10
html body text div table tbody tr td span  ,>,138,8,13,17,0,9
html body text div table tbody tr td a span  ,Parenting & Family,151,8,131,17,0,10
html body text div table tbody tr td span  ,>,282,8,13,17,0,9
html body text div table tbody tr td a span  ,Parenting of K-6 Children,295,8,168,17,0,10
html body text div table tbody tr td a span  ,Parenting of K-6 Children,96,26,168,17,0,10
html body text div table tbody tr td div div div a span  ,Parenting & Family,8,824,127,17,0,13
html body text div table tbody tr td div div div a span  ,Child Parenting,8,842,101,17,0,13
html body text div table tbody tr td div div div div a span  ,Essentials,8,860,64,17,0,14
html body text div table tbody tr td div div div div div a span  ,Parent Blogs,8,878,86,17,0,15
html body text div table tbody tr td div div div div div a span  ,How to Be an Online Shopping Expert,94,878,252,17,0,15
html body text div table tbody tr td div div div div div a span  ,Online Games for Kids,8,878,430,35,0,15
html body text div table tbody tr td div div div div div a span  ,The Best Kids' Toys,65,896,133,17,0,15
html body text div table tbody tr td div div div div div a span  ,Parents' Plan for Stress-Free Holidays,198,896,242,17,0,15
html body text div table tbody tr td div div div div a span  ,Topics,8,914,42,17,0,14
html body text div table tbody tr td div div div div div a span  ,Activities and Fun,8,932,122,17,0,15
html body text div table tbody tr td div div div div div a span  ,Behavior Problems,130,932,127,17,0,15
html body text div table tbody tr td div div div div div a span  ,Child Development,257,932,126,17,0,15
html body text div table tbody tr td div div div div div a span  ,Discipline,8,950,70,17,0,15
html body text div table tbody tr td div div div div div a span  ,Child Health and Disorders,78,950,179,17,0,15
html body text div table tbody tr td div div div div div a span  ,Elementary School,257,950,126,17,0,15
html body text div table tbody tr td div div div div div a span  ,Family Computer,8,950,421,35,0,15
html body text div table tbody tr td div div div div div a span  ,Family Issues,76,968,92,17,0,15
html body text div table tbody tr td div div div div div a span  ,Games and Toys,168,968,111,17,0,15
html body text div table tbody tr td div div div div div a span  ,Holidays and Seasons,279,968,140,17,0,15
html body text div table tbody tr td div div div div div a span  ,Kids' Parties,8,986,85,17,0,15
html body text div table tbody tr td div div div div div a span  ,Learning Enrichment,93,986,140,17,0,15
html body text div table tbody tr td div div div div div a span  ,Life at Home,233,986,89,17,0,15
html body text div table tbody tr td div div div div div a span  ,Parent Support,322,986,96,17,0,15
html body text div table tbody tr td div div div div div a span  ,Shopping,8,1004,61,17,0,15
html body text div table tbody tr td div div div div a span  ,Buyer's Guide,8,1022,91,17,0,14
html body text div table tbody tr td div div div div div a span  ,Guide Picks - Kids' Toy and Gift Guide,8,1040,256,17,0,15
html body text div table tbody tr td div div div div div a span  ,Toys for Drawing and Coloring,8,1040,397,35,0,15
html body text div table tbody tr td div div div div div a span  ,Musical Toys for Younger Kids,69,1058,204,17,0,15
html body text div table tbody tr td div div div div div a span  ,Word Games for Older Kids,8,1058,413,35,0,15
html body text div table tbody tr td div div div div div a span  ,Pretend Play Toys,42,1076,116,17,0,15
html body text div table tbody tr td div div div div a span  ,Tools,8,1094,35,17,0,14
html body text div table tbody tr td div div div div div a span  ,Compare Prices,8,1112,106,17,0,15
html body text div table tbody tr td div div div div div a span  ,Find a Job,114,1112,70,17,0,15
html body text div table tbody tr td div div div div div a span  ,Mortgage Loans,184,1112,109,17,0,15
html body text div table tbody tr td div div div div div a span  ,Travel Booking,293,1112,104,17,0,15
html body text div table tbody tr td div div div div div a span  ,Yellow Pages,8,1112,435,35,0,15
