,tag,content,counts,link_next,link_prev,label
0,html body text form div div a  ,天极博客首页,21,1,0,0
1,html body text form div p span a  ,登录,25,1,1,0
2,html body text form div p span a  ,注册,28,1,1,0
3,html body text form div p span a  ,帮助,31,1,1,0
4,html body text form div p span a  ,搜索,34,0,1,0
5,html body text form div div span  ,zboygirl,48,1,0,0
6,html body text form div div span a  ,http://blog.yesky.com/Blog/zboygirl/,51,1,1,0
7,html body text form div div span a  ,复制地址,54,0,1,0
8,html body text form div div div  ,控制面板,83,1,0,0
9,html body text form div div div li a  ,个人首页,89,1,1,0
10,html body text form div div div li a  ,发表随笔,93,1,1,0
11,html body text form div div div li a  ,博客管理,97,1,1,0
12,html body text form div div div li a  ,博客收藏,101,1,1,0
13,html body text form div div div  ,日历,109,0,1,0
14,html body text form div div div table tr td font table tr td font a  ,<,124,1,0,0
15,html body text form div div div table tr td font table tr td font  ,2006年12月,127,1,1,0
16,html body text form div div div table tr td font table tr td font a  ,>,131,1,1,0
17,html body text form div div div table tr th font  ,Su,136,1,1,0
18,html body text form div div div table tr th font  ,Mo,139,1,1,0
19,html body text form div div div table tr th font  ,Tu,142,1,1,0
20,html body text form div div div table tr th font  ,We,145,1,1,0
21,html body text form div div div table tr th font  ,Th,148,1,1,0
22,html body text form div div div table tr th font  ,Fr,151,1,1,0
23,html body text form div div div table tr th font  ,Sa,154,1,1,0
24,html body text form div div div table tr td font  ,26,158,1,1,0
25,html body text form div div div table tr td font  ,27,161,1,1,0
26,html body text form div div div table tr td font  ,28,164,1,1,0
27,html body text form div div div table tr td font  ,29,167,1,1,0
28,html body text form div div div table tr td font  ,30,170,1,1,0
29,html body text form div div div table tr td font  ,1,173,1,1,0
30,html body text form div div div table tr td font  ,2,176,1,1,0
31,html body text form div div div table tr td font  ,3,180,1,1,0
32,html body text form div div div table tr td font  ,4,183,1,1,0
33,html body text form div div div table tr td font  ,5,186,1,1,0
34,html body text form div div div table tr td font  ,6,189,1,1,0
35,html body text form div div div table tr td font  ,7,192,1,1,0
36,html body text form div div div table tr td font  ,8,195,1,1,0
37,html body text form div div div table tr td font  ,9,198,1,1,0
38,html body text form div div div table tr td font  ,10,202,1,1,0
39,html body text form div div div table tr td font  ,11,205,1,1,0
40,html body text form div div div table tr td font  ,12,208,1,1,0
41,html body text form div div div table tr td font  ,13,211,1,1,0
42,html body text form div div div table tr td font  ,14,214,1,1,0
43,html body text form div div div table tr td font  ,15,217,1,1,0
44,html body text form div div div table tr td font  ,16,220,1,1,0
45,html body text form div div div table tr td font  ,17,224,1,1,0
46,html body text form div div div table tr td font  ,18,227,1,1,0
47,html body text form div div div table tr td font  ,19,230,1,1,0
48,html body text form div div div table tr td font  ,20,233,1,1,0
49,html body text form div div div table tr td font  ,21,236,1,1,0
50,html body text form div div div table tr td font  ,22,239,1,1,0
51,html body text form div div div table tr td font  ,23,242,1,1,0
52,html body text form div div div table tr td font  ,24,246,1,1,0
53,html body text form div div div table tr td font  ,25,249,1,1,0
54,html body text form div div div table tr td font  ,26,252,1,1,0
55,html body text form div div div table tr td font b  ,27,256,1,1,0
56,html body text form div div div table tr td font  ,28,259,1,1,0
57,html body text form div div div table tr td font  ,29,262,1,1,0
58,html body text form div div div table tr td font  ,30,265,1,1,0
59,html body text form div div div table tr td font  ,31,269,1,1,0
60,html body text form div div div table tr td font  ,1,272,1,1,0
61,html body text form div div div table tr td font  ,2,275,1,1,0
62,html body text form div div div table tr td font  ,3,278,1,1,0
63,html body text form div div div table tr td font  ,4,281,1,1,0
64,html body text form div div div table tr td font  ,5,284,1,1,0
65,html body text form div div div table tr td font  ,6,287,1,1,0
66,html body text form div div div  ,留言簿(79),296,1,1,0
67,html body text form div div div ul li  ,·,301,1,1,0
68,html body text form div div div ul li a  ,给我留言,303,1,1,0
69,html body text form div div div ul li  ,·,305,1,1,0
70,html body text form div div div ul li a  ,查看私人留言,307,1,1,0
71,html body text form div div div  ,随笔档案,312,1,1,0
72,html body text form div div div ul li  ,·,318,1,1,0
73,html body text form div div div ul li a  ,2006年1月 (90),320,1,1,0
74,html body text form div div div ul li  ,·,323,1,1,0
75,html body text form div div div ul li a  ,2005年12月 (100),325,1,1,0
76,html body text form div div div ul li  ,·,328,1,1,0
77,html body text form div div div ul li a  ,2005年10月 (704),330,1,1,0
78,html body text form div div div ul li  ,·,333,1,1,0
79,html body text form div div div ul li a  ,2005年9月 (606),335,1,1,0
80,html body text form div div div ul li  ,·,338,1,1,0
81,html body text form div div div ul li a  ,2005年8月 (553),340,1,1,0
82,html body text form div div div ul li  ,·,343,1,1,0
83,html body text form div div div ul li a  ,2005年7月 (114),345,1,1,0
84,html body text form div div div div  ,最新评论,355,1,1,0
85,html body text form div div div div ul li div  ,					1·,364,1,1,0
86,html body text form div div div div ul li div a  ,ㅆ ㅣ발새키들아,366,1,1,0
87,html body text form div div div div ul li div  ,					2·,373,1,1,0
88,html body text form div div div div ul li div a  ,小伙子哈不错！~~~~ 支持你,375,1,1,0
89,html body text form div div div div ul li div  ,					3·,382,1,1,0
90,html body text form div div div div ul li div a  ,超级喜欢心如 你是最棒的也是最美丽的 永远支...,384,1,1,0
91,html body text form div div div div ul li div  ,					4·,391,1,1,0
92,html body text form div div div div ul li div a  ,"呵呵``` 要加油哦` 好好学习,天天向上...",393,1,1,0
93,html body text form div div div div ul li div  ,					5·,400,1,1,0
94,html body text form div div div div ul li div a  ,"呵呵``` 要加油哦` 好好学习,天天向上...",402,1,1,0
95,html body text form div div div div ul li div  ,					6·,409,1,1,0
96,html body text form div div div div ul li div a  ,实在太完美了！！！！我好喜欢品超侧面的轮廓，简直无法用语言形容！！！！完美得无懈可击，犹如漫画中的美...,411,1,1,0
97,html body text form div div div div ul li div  ,					7·,418,1,1,0
98,html body text form div div div div ul li div a  ,心如很漂亮的~,420,1,1,0
99,html body text form div div div div ul li div  ,					8·,427,1,1,0
100,html body text form div div div div ul li div a  ,希望尽快的搞好一点，不然说坏话的人就多了啊~~~ 望看到这个贴的领导多多考虑一下~~~,429,1,1,0
101,html body text form div div div div ul li div  ,					9·,436,1,1,0
