,tag,content,counts,link_next,link_prev,label
0,html body text  ,NASST1ST2ST3ST4ST5ST6ST7ST8ST9ST10ST11ST12ST13ST14ST15 7 -->,4,0,0,0
1,html body text title  ,2004中国十大科技骗局 老中医绝食49天居首,42,0,0,0
2,html body text center table tbody tr td table tbody tr td a  ,雅虎,80,1,0,0
3,html body text center table tbody tr td table tbody tr td  ,-,81,1,1,0
4,html body text center table tbody tr td table tbody tr td a  ,财经,83,1,1,0
5,html body text center table tbody tr td table tbody tr td  ,-,84,1,1,0
6,html body text center table tbody tr td table tbody tr td a  ,新闻,86,1,1,0
7,html body text center table tbody tr td table tbody tr td  ,-,87,1,1,0
8,html body text center table tbody tr td table tbody tr td a  ,科技,89,1,1,0
9,html body text center table tbody tr td table tbody tr td  ,-,90,1,1,0
10,html body text center table tbody tr td table tbody tr td a  ,旅游,92,1,1,0
11,html body text center table tbody tr td table tbody tr td  ,-,93,1,1,0
12,html body text center table tbody tr td table tbody tr td a  ,汽车,95,1,1,0
13,html body text center table tbody tr td table tbody tr td  ,-,96,1,1,0
14,html body text center table tbody tr td table tbody tr td a  ,电邮,98,0,1,0
15,html body text center table tr td table form tr td  ,输入代号查询(可同时多个)：,153,1,0,0
16,html body text center table tr td table form tr td select option  ,上海股市(.SS),157,1,1,0
17,html body text center table tr td table form tr td select option  ,深圳股市(.SZ),159,1,1,0
18,html body text center table tr td table form tr td select option  ,香港股市(.HK),161,1,1,0
19,html body text center table tr td table form tr td select option  ,北美股市(.US),163,1,1,0
20,html body text center table tr td table form tr td select option  ,澳大利亚股市(.AX),166,1,1,0
21,html body text center table tr td table form tr td select option  ,新西兰股市(.NZ),168,1,1,0
22,html body text center table tr td table form tr td select option  ,印度国家证券股市(.NS),170,1,1,0
23,html body text center table tr td table form tr td select option  ,印度孟买股市(.BO),172,1,1,0
24,html body text center table tr td table form tr td select option  ,印尼股市(.JK),174,1,1,0
25,html body text center table tr td table form tr td select option  ,韩国股市(.KS),176,1,1,0
26,html body text center table tr td table form tr td select option  ,马来西亚股市(.KL),178,1,1,0
27,html body text center table tr td table form tr td select option  ,"台湾股市(.TWO,.TW)",180,1,1,0
28,html body text center table tr td table form tr td select option  ,泰国股市(.BK),182,1,1,0
29,html body text center table tr td table form tr td select option  ,法国股市(.PA),184,1,1,0
30,html body text center table tr td table form tr td select option  ,"德国股市(.DE,.BE)",186,1,1,0
31,html body text center table tr td table form tr td select option  ,意大利股市(.MI),188,1,1,0
32,html body text center table tr td table form tr td select option  ,西班牙股市(.MC),190,1,1,0
33,html body text center table tr td table form tr td select option  ,英国股市(.L),192,1,1,0
34,html body text center table tr td table form tr td select option  ,新加坡股市(.SI),194,1,1,0
35,html body text center table tr td table form tr td select option  ,"加拿大股市(.TO,.V)",196,1,1,0
36,html body text center table tr td table form tr td select option  ,世界股市,198,1,1,0
37,html body text center table tr td table form tr td select option  ,线图,204,1,1,0
38,html body text center table tr td table form tr td select option  ,基本,206,1,1,0
39,html body text center table tr td table form tr td select option  ,今日表现,208,1,1,0
40,html body text center table tr td table form tr td select option  ,性能,210,1,1,0
41,html body text center table tr td table form tr td select option  ,详细资料,212,1,1,0
42,html body text center table tr td table form tr td  ,(,215,1,1,0
43,html body text center table tr td table form tr td a  ,代码查询,217,1,1,0
44,html body text center table tr td table form tr td  ,),218,0,1,0
