,tag,content,counts,link_next,link_prev,label
0,html body text title  ,孩子：我的奶酪，谁做主,12,0,0,0
1,html body text div div a  ,邮箱,60,1,0,0
2,html body text div div  ,|,61,1,1,0
3,html body text div div a  ,相册,63,1,1,0
4,html body text div div  ,|,64,1,1,0
5,html body text div div a  ,助手,66,1,1,0
6,html body text div div  ,|,67,1,1,0
7,html body text div div a  ,雅虎通,69,1,1,0
8,html body text div div  ,|,70,1,1,0
9,html body text div div a  ,社区,72,1,1,0
10,html body text div div div a  ,首页,79,1,1,0
11,html body text div div div a  ,资讯,82,1,1,0
12,html body text div div div a  ,知识,85,1,1,0
13,html body text div div div a  ,音乐,88,1,1,0
14,html body text div div div a  ,图片,91,1,1,0
15,html body text div div div a  ,网址,94,1,1,0
16,html body text div div div a  ,更多...,97,0,1,0
17,html body text div div div form span select option  ,网页,114,1,0,0
18,html body text div div div form span select option  ,资讯,117,1,1,0
19,html body text div div div form span select option  ,音乐,120,1,1,0
20,html body text div div div form span select option  ,知识,123,1,1,0
21,html body text div div div form span select option  ,图片,126,0,1,0
22,html body text div div a  ,资讯首页,143,1,0,0
23,html body text div div  ,|,144,1,1,0
24,html body text div div a  ,财经,146,1,1,0
25,html body text div div  ,|,147,1,1,0
26,html body text div div a  ,体育,149,1,1,0
27,html body text div div  ,|,150,1,1,0
28,html body text div div a  ,娱乐,152,1,1,0
29,html body text div div  ,|,153,1,1,0
30,html body text div div a  ,汽车,155,1,1,0
31,html body text div div  ,|,156,1,1,0
32,html body text div div a  ,房产,158,1,1,0
33,html body text div div  ,|,159,1,1,0
34,html body text div div a  ,数码,161,1,1,0
35,html body text div div  ,|,162,1,1,0
36,html body text div div a  ,访谈,164,1,1,0
37,html body text div div  ,|,165,1,1,0
38,html body text div div a  ,社区,167,1,1,0
39,html body text div div  ,|,168,1,1,0
40,html body text div div a  ,淘宝,170,1,1,0
41,html body text div div  ,|,171,1,1,0
42,html body text div div a  ,职场,173,0,1,0
43,html body text div ul li a  ,财经首页,194,1,0,0
44,html body text div ul li a  ,股市,197,1,1,0
45,html body text div ul li a  ,财富,200,1,1,0
46,html body text div ul li a  ,理财,203,1,1,0
47,html body text div ul li a  ,社区,206,1,1,0
48,html body text div ul li a  ,广发卡,209,1,1,0
49,html body text div ul li a  ,网上银行,212,0,1,0
50,html body text div table tbody tr td table tbody tr form td  ,全球股市行情：,232,1,0,0
51,html body text div table tbody tr td table tbody tr form td a  ,代码查询,239,1,1,0
52,html body text div table tbody tr td table tbody tr form td a  ,使用说明,242,0,1,0
53,html body text div div table tr td div  ,孩子：我的奶酪，谁做主,259,1,0,1
54,html body text div div table tr td  ,2005-02-06 13:26更新 来源：转载文章,267,1,1,0
55,html body text div div table tr td a  ,发表评论,271,0,1,0
56,html body text div div table tr td b  ,今,282,1,0,0
57,html body text div div table tr td b  ,日,284,1,1,0
58,html body text div div table tr td b  ,推,286,1,1,0
59,html body text div div table tr td b  ,荐,288,1,1,0
60,html body text div div table tr td a  ,79年每月挣六千 大款收藏86部老车,297,1,1,0
61,html body text div div table tr td a  ,全国武术冠军改行学擦皮鞋(图),301,1,1,0
62,html body text div div table tr td a  ,空姐隆胸失败成伤残 月薪少5000,305,1,1,0
63,html body text div div table tr td a  ,南航飞机自杀男子是百万富翁(图),309,1,1,0
64,html body text div div table tr td a  ,农民工和他的日记,319,1,1,0
65,html body text div div table tr td a  ,顶尖高手修行秘笈,323,1,1,0
66,html body text div div table tr td a  ,穷男人还买得起爱情吗？,327,1,1,0
67,html body text div div table tr td a  ,外国人心目中的十大中国名牌,331,1,1,0
68,html body text div div p  ,马金鹏（１４岁）：压岁钱是爷爷奶奶以及叔叔、姨姨给我们庆祝春节的，就是属于我们的，爸爸妈妈没有权利替我们做主。我对家长将“压岁钱”拿走的做法最反感。以往我们买什么都要找爸爸妈妈要钱，特别麻烦。他们根本就不知道我们喜欢什么、需要什么，有些我们认为非常好的课外书籍，爸爸妈妈觉得没有用就不给买，而他们给我们买的一些辅导书我们又不喜欢，放在家里也没有用。何况现在我们已经长大了，是大人了，我们懂得自己需要什么，什么该买什么不该买。,336,0,1,1
69,html body text div div table tr td table tr td b  ,今日焦点：,350,0,0,0
70,html body text div div table tr td table tr td  ,·,362,1,0,0
71,html body text div div table tr td table tr td a  ,中国股市遭遇历史性机会：股改行情大揭密 ...(图文),366,1,1,0
72,html body text div div table tr td table tr td  ,·,373,1,1,0
73,html body text div div table tr td table tr td a  ,中金“内部观点”曝光：表面唱多 暗里看空...,377,1,1,0
74,html body text div div table tr td table tr td  ,·,384,1,1,0
75,html body text div div table tr td table tr td a  ,证券登记结算管理办法：证券账户开户须实名...,388,0,1,0
76,html body text div div table tr td table tr td table tr td  ,·,435,1,0,0
77,html body text div div table tr td table tr td table tr td nobr a  ,医疗关注--前列腺新发现,443,1,1,0
78,html body text div div table tr td table tr td table tr td  ,·,448,1,1,0
79,html body text div div table tr td table tr td table tr td nobr a  ,皮肤顽疾----康复圣地,456,0,1,0
80,html body text div div table tr td table tr td table tr td  ,·,469,1,0,0
81,html body text div div table tr td table tr td table tr td nobr a  ,国际认证：专治口臭、溃疡,477,1,1,0
82,html body text div div table tr td table tr td table tr td  ,·,482,1,1,0
83,html body text div div table tr td table tr td table tr td nobr a  ,★07男人--补肾新药（图）,490,0,1,0
84,html body text div div p  ,李婷艳（１９岁）：我一直认为压岁钱不属于自己，应该属于父母，因为在我得到压岁钱的同时，我父母也将压岁钱给了别人，还了人情。因此，从小到大，每到正月十五，我就将压岁钱如数上缴给父母。现在，一则是生活条件好了，再则，我也上了大学，长辈们给的压岁钱也比较多，不过，我仍然全部给父母，等我上学时，作为生活费的一部分带到学校去了。如今，许多小孩拿着压岁钱乱花，大年初三，我到网吧看到许多小孩上网打游戏，听网吧老板说他们有的玩了通宵，这种现象值得关注。我想对所有拥有压岁钱的同龄人说，长辈给我们的压岁钱，我们不应该乱花，而是应该花在学习和一些对我们有意义的事情上，因为那不仅仅是压岁钱，更是长辈对我们的殷切希望。,502,1,0,1
85,html body text div div p  ,陈晓明（１２岁）：小时候，每年收到的“压岁钱”都会交给妈妈处理，主要购买了学习用品以及各种玩具。可自从１２岁上了初一以后，我认为，压岁钱是我自己的钱，应该由我自己处理，由于我现在还不是成年人，所以，钱得暂时存起来，等长大了再决定如何支配。如今，我已经有了三张银行生肖卡了。,505,1,1,1
86,html body text div div p  ,孟莹（１７岁）：“压岁钱”应该是共有的，既不能全算我的，也不能全算父母的，因为“压岁钱”大多是长辈给的，爷爷奶奶给我是希望我有好运，不需要回报，父母以及亲戚朋友互相给压岁钱，则是人情了，还是父母的钱。我每年都能收到近千元“压岁钱”，我将压岁钱分成两部分，一部分是在父母用钱紧张的情况下，来交学费、书本费以及各种杂费，另一部分归自己所有，用“压岁钱”买自己平时所喜欢的东西，比如衣服、装饰品、音乐磁带及部分自己爱吃的零食，剩下的钱还可以和同学聚会。,508,1,1,1
87,html body text div div p  ,来源：新华网,511,0,1,0
88,html body text div div table tr td div a  ,发送给朋友,525,1,0,0
89,html body text div div table tr td div a  ,打印本文,531,0,1,0
90,html body text div div div a  ,返回页首,547,1,0,0
91,html body text div div div  ,|,548,1,1,0
92,html body text div div div a  ,关闭窗口,551,0,1,0
93,html body text div div table tr td span b a  ,火爆招商信息,575,0,0,0
94,html body text div div table tr td table tr td nobr a  ,风湿、类风湿获重大突破,600,1,0,0
95,html body text div div table tr td table tr td nobr a  ,★不再做一分钟男人!,609,0,1,0
96,html body text div div table tr td table tr td nobr a  ,18岁以下勿点击/图文,631,0,0,0
97,html body text div div table tr td table tr td nobr a  ,口述:“老公一分钟怎么办”,649,1,0,0
98,html body text div div table tr td table tr td nobr a  ,失眠抑郁症--必须亮剑★,658,0,1,0
99,html body text div div table tr td table tr td nobr a  ,■风湿、类风湿已被攻破,676,1,0,0
100,html body text div div table tr td table tr td nobr a  ,老婆口述:老公越来越棒,685,0,1,0
101,html body text div div div div b  ,财富幻灯,706,0,0,0
102,html body text div div div div div a div  ,二战捧红的“九大品牌”,724,0,0,0
103,html body text div div div div div a div  ,美丽的生财之道,740,0,0,0
104,html body text div div div div div a div  ,豪门名媛的红粉香闺,756,0,0,0
105,html body text div div div div div a div  ,出身名门之后的明星,771,0,0,0
