tag,content,label,depth
html body div div p span  ,"We use cookies and other tracking technologies to improve your browsing experience on our site, show personalized content and targeted ads, analyze site traffic, and understand where our audience is coming from. To find out more or to opt-out, please read our",0,6
html body div div p a span  ,Cookie Policy,0,7
html body div div p span  ,". In addition, please read our",0,6
html body div div p a span  ,Privacy Policy,0,7
html body div div p span  ,", which has also been updated and became effective May 23rd, 2018.",0,6
html body div div p span  ,By choosing,0,6
html body div div p b span  ,I Accept,0,7
html body div div p span  ,", you consent to our use of cookies and other tracking technologies.",0,6
html body svg symbol title span  ,clock,0,6
html body svg symbol title span  ,menu,0,6
html body svg symbol title span  ,more-arrow,0,6
html body svg symbol title span  ,no,0,6
html body svg symbol title span  ,yes,0,6
html body div div div header div div div a span  ,Log In or Sign Up,0,11
html body div div div header div div div ul li a span  ,Log In,0,13
html body div div div header div div div ul li a span  ,Sign Up,0,13
html body div div div header div nav ul li a span  ,The Goods,0,12
html body div div div header div nav ul li a span  ,Explainers,0,12
html body div div div header div nav ul li a span  ,Politics & Policy,0,12
html body div div div header div nav ul li a span  ,World,0,12
html body div div div header div nav ul li a span  ,Culture,0,12
html body div div div header div nav ul li a span  ,Science & Health,0,12
html body div div div header div nav ul li a span  ,Identities,0,12
html body div div div header div nav ul li a span  ,Energy & Environment,0,12
html body div div div header div nav ul li a span  ,The Big Idea,0,12
html body div div div header div nav ul li a span  ,Technology,0,12
html body div div div header div nav ul li a span  ,Business & Finance,0,12
html body div div div header div nav ul li a span  ,First Person,0,12
html body div div div header div nav ul li a span  ,Video,0,12
html body div div div header div nav ul li a span  ,Podcasts,0,12
html body div div div header div nav ul li a span  ,More,0,12
html body div div div section div ul li a span  ,The Goods,0,11
html body div div div section div ul li a span  ,Explainers,0,11
html body div div div section div ul li a span  ,Politics & Policy,0,11
html body div div div section div ul li a span  ,World,0,11
html body div div div section div ul li a span  ,Culture,0,11
html body div div div section div ul li a span  ,Science & Health,0,11
html body div div div section div ul li a span  ,Identities,0,11
html body div div div section div ul li a span  ,Energy & Environment,0,11
html body div div div section div ul li a span  ,The Big Idea,0,11
html body div div div section div ul li a span  ,Technology,0,11
html body div div div section div ul li a span  ,Business & Finance,0,11
html body div div div section div ul li a span  ,First Person,0,11
html body div div div section div ul li a span  ,Video,0,11
html body div div div section div ul li a span  ,Podcasts,0,11
html body div section section div div div h1 span  ,"Is Rod Rosenstein fired, resigning, or staying? The drama, explained.",1,10
html body div section section div div h2 span  ,Dueling leaks told many different stories on Monday.,1,9
html body div section section div div div span  ,By,0,9
html body div section section div div div span a span  ,Andrew Prokop,1,11
html body div section section div div div span span a span  ,andrew@vox.com,0,12
html body div section section div div div span time span  ,"Sep 24, 2018, 2:30pm EDT",1,11
html body div section section div div a span  ,Share,0,9
html body div section section div div a span  ,Tweet,0,9
html body div section section div div a span  ,Share,0,9
html body div section section div div div div strong span  ,Share,0,11
html body div section section div div div div span  ,"Is Rod Rosenstein fired, resigning, or staying? The drama, explained.",0,10
html body div section section div div div div a span  ,tweet,0,11
html body div section section div div div div a span  ,share,0,11
html body div section section div div div div a span  ,Reddit,0,11
html body div section section div div div div a span  ,Pocket,0,11
html body div section section div div div div a span  ,Flipboard,0,11
html body div section section div div div div a span  ,Email,0,11
html body div section section div div figure span figcaption span  ,"Rod Rosenstein leaves the White House Monday, still deputy attorney general ??? for now.",0,11
html body div section section div div figure span cite span  ,Alex Wong/Getty Images,0,11
html body div section section div div div p span  ,The political world went into a frenzy Monday morning as various reports suggested Deputy Attorney General,1,10
html body div section section div div div p a span  ,Rod Rosenstein,1,11
html body div section section div div div p span  ,"??? special counsel Robert Mueller???s boss ??? was out. Some reports claimed he had resigned, and some that he was about to be fired.",1,10
html body div section section div div div p span  ,"But as of early Monday afternoon, Rosenstein was still in his job. And apparently, he???ll be there for at least a few more days ??? the White House has said he???ll meet with President Trump on Thursday.",1,10
