tag,content,label,depth
html body div div div ul li a span  ,Entertainment,0,9
html body div div div ul li a span  ,Royal,0,9
html body div div div ul li a span  ,Parents,0,9
html body div div div ul li a span  ,Podcasts,0,9
html body div div div ul li a span  ,You Beauty,0,9
html body div div div ul li a span  ,LadyStartUp,0,9
html body div div div ul li a span  ,Shopping,0,9
html body div div div ul li a div span  ,1,0,10
html body div div div div div a div span  ,Shopping,0,10
html body div div div div div a div span  ,"Serious bargains, every day.",0,10
html body div div div div div a div span  ,News,0,10
html body div div div div div a div span  ,News you can use. Opinions. Explainers. Get across it.,0,10
html body div div div div div a div span  ,Entertainment,0,10
html body div div div div div a div span  ,"Your pop-culture playlist. TV, books, music, movies. Sorted.",0,10
html body div div div div div a div span  ,Relationships,0,10
html body div div div div div a div span  ,Work And Money,0,10
html body div div div div div a div span  ,"Career, money, finance, pay rises, leadership. Know your worth.",0,10
html body div div div div div a div span  ,Parents,0,10
html body div div div div div a div span  ,"Parenting for real. Pregnancy, birth, babies, toddlers, tweens and teens. We???ve got this ??? together.",0,10
html body div div div div div a div span  ,LadyStartUp,0,10
html body div div div div div a div span  ,Fabulous women who have started their own kick-arse companies and businesses.,0,10
html body div div div div div a div span  ,Lifestyle,0,10
html body div div div div div a div span  ,"Fashion, homewares, weddings, food and holidays.",0,10
html body div div div div div a div span  ,Videos,0,10
html body div div div div div a div span  ,"Unreal video content that???s funny, informative and shareable.",0,10
html body div div div div div a div span  ,Podcasts,0,10
html body div div div div div a div span  ,"Must-listen podcasts about news, opinon, pop culture, parenting and laughs.",0,10
html body div div div div div a div span  ,Heart,0,10
html body div div div div div a div span  ,Making the world a better place for women and girls with our charity partners.,0,10
html body div div div div div a div span  ,Competitions,0,10
html body div div div div div a div span  ,Events,0,10
html body div div div div div a div span  ,Our live events,0,10
html body div div div div div a div span  ,About Mamamia,0,10
html body div div div div div a div span  ,What???s the story of Mamamia?,0,10
html body div div div div div a div span  ,Hitched,0,10
html body div div div div div a div span  ,Literally everything you need to know about planning a wedding.,0,10
html body div div div div div a div span  ,Royal,0,10
html body div div div div div a div span  ,"Everything Harry, Meghan and all of the sparkly young royals, right here.",0,10
html body div main article div header h1 span  ,She???s a teacher convicted of raping a student. Now she???s sharing the ???truth???.,1,9
html body div main article div div div div div div a span  ,Jessica Wang,1,13
html body div main article div div div div div div span  ,Editorial Assistant,1,12
html body div main article div div div div div time span  ,"September 17, 2018",1,12
html body div main article div div div div figure div span  ,X,0,12
html body div main article div div div div figure div div div div div span  ,This video cannot be played because of a technical error.,0,16
html body div main article div div div div figure div div div div div span  ,(Error Code: 102006),0,16
html body div main article div div div div figure div div span  ,Video via,0,13
html body div main article div div div div figure div div a span  ,Good Morning America,0,14
html body div main article div div div div div div p span  ,"In 1997, Seattle primary school teacher Mary Kay Letourneau was convicted of raping sixth-grade student Vili Fualaau.",1,13
html body div main article div div div div div div p span  ,"At the time she was 34 years old and married with four children. Fualaau was 14 years old, just 18 months older than her eldest son.",1,13
html body div main article div div div div div div p span  ,Speaking to Barbara Walters,1,13
html body div main article div div div div div div p a span  ,of the,1,14
html body div main article div div div div div div p a em span  ,ABC,1,15
html body div main article div div div div div div p a em span  ,(US),1,15
html body div main article div div div div div div p span  ,"in 2017, Letourneau said their relationship started when Fualaau was 12 years old.",1,13
html body div main article div div div div div div p span  ,"???The incident was a late night that didn???t stop with a kiss,??? said the now 56-year-old.",1,13
