tag,content,label,depth
html body text title span span  ,The 1999 UCI World Cup - 03/09/99,0,6
html body text div table tbody tr td span  ,You are here:,0,9
html body text div table tbody tr td a span  ,About,0,10
html body text div table tbody tr td span  ,>,0,9
html body text div table tbody tr td a span  ,Sports,0,10
html body text div table tbody tr td span  ,>,0,9
html body text div table tbody tr td a span  ,Bicycling,0,10
html body text div table tbody tr td a span  ,Bicycling,0,10
html body text div table tbody tr td div div div a span  ,Sports,0,13
html body text div table tbody tr td div div div a span  ,Bicycling,0,13
html body text div table tbody tr td div div div div a span  ,Essentials,0,14
html body text div table tbody tr td div div div div div a span  ,Tour de France,0,15
html body text div table tbody tr td div div div div div a span  ,Ride A Century,0,15
html body text div table tbody tr td div div div div div a span  ,Fall Riding,0,15
html body text div table tbody tr td div div div div div a span  ,Beginning Bicycling,0,15
html body text div table tbody tr td div div div div div a span  ,Bike Club Directory,0,15
html body text div table tbody tr td div div div div a span  ,Topics,0,14
html body text div table tbody tr td div div div div div a span  ,Training,0,15
html body text div table tbody tr td div div div div div a span  ,Where to Ride,0,15
html body text div table tbody tr td div div div div div a span  ,Racing,0,15
html body text div table tbody tr td div div div div div a span  ,Beginning Cycling,0,15
html body text div table tbody tr td div div div div div a span  ,Weight Loss,0,15
html body text div table tbody tr td div div div div div a span  ,Famous Cyclists,0,15
html body text div table tbody tr td div div div div div a span  ,Womens Cycling,0,15
html body text div table tbody tr td div div div div div a span  ,Equipment,0,15
html body text div table tbody tr td div div div div div a span  ,MaintenanceRepair,0,15
html body text div table tbody tr td div div div div div a span  ,Cycling Culture,0,15
html body text div table tbody tr td div div div div div a span  ,Advocacy,0,15
html body text div table tbody tr td div div div div div a span  ,Family Bicycling,0,15
html body text div table tbody tr td div div div div div a span  ,Doping Drug Use,0,15
html body text div table tbody tr td div div div div div a span  ,Nutrition,0,15
html body text div table tbody tr td div div div div div a span  ,Safety,0,15
html body text div table tbody tr td div div div div a span  ,Buyer's Guide,0,14
html body text div table tbody tr td div div div div div a span  ,Cycling Gloves,0,15
html body text div table tbody tr td div div div div div a span  ,Bike Pumps,0,15
html body text div table tbody tr td div div div div div a span  ,Top Pedals,0,15
html body text div table tbody tr td div div div div div a span  ,Bike Tools,0,15
html body text div table tbody tr td div div div div div a span  ,Bike Trailers,0,15
html body text div table tbody tr td div div div div a span  ,Tools,0,14
html body text div table tbody tr td div div div div div a span  ,Buy Tickets,0,15
html body text div table tbody tr td div div div div div a span  ,Compare Prices,0,15
html body text div table tbody tr td div div div div div a span  ,Travel Booking,0,15
html body text div table tbody tr td div div div div div a span  ,Yellow Pages,0,15
html body text div table tbody tr td div div div div a span  ,Forums,0,14
html body text div table tbody tr td div div div div a span  ,Most Popular Articles,0,14
html body text div table tbody tr td div div div div a span  ,Latest Articles,0,14
html body text div table tbody tr td div div div div a span  ,Help,0,14
html body text div table tbody tr td h3 span  ,The 1999 UCI World Cup,1,10
html body text div table tbody tr td span  ,Dateline: 03/09/99,1,9
html body text div table tbody tr td p span  ,"The World Cup consists of 10 races in the spring and fall. Competition will be amongst racers in the 22 first divisionteams, as determined by the Union Cycliste Internationale (UCI), including the U.S. Postal Service team. Each team mayhave up to eight riders participate per race. To qualify for a final World Cup standing, a rider must compete in at least sixout of the ten races, and his team must start at least eight of the races. Points are awarded to the top 25 finishers in eachevent. First place receives 100 points, down to 1 point for 25",1,10
html body text div table tbody tr td p sup span  ,th,1,11
html body text div table tbody tr td p span  ,place.,1,10
html body text div table tbody tr td p span  ,Last year's (1998) winners were: (1,1,10
html body text div table tbody tr td p sup span  ,st,1,11
html body text div table tbody tr td p span  ,") Michele Bartoli, (2",1,10
html body text div table tbody tr td p sup span  ,nd,1,11
html body text div table tbody tr td p span  ,") Leon Van Bon, (3",1,10
html body text div table tbody tr td p sup span  ,rd,1,11
html body text div table tbody tr td p span  ,) Andrea Tafi.,1,10
html body text div table tbody tr td p span  ,Here are this year's (1999) events:,1,10
html body text div table tbody tr td table tbody tr td p strong span  ,"Milan-San Remo, Italy",1,15
html body text div table tbody tr td table tbody tr td strong span  ,Distance:,1,14
html body text div table tbody tr td table tbody tr td span  ,183 mi (294km),1,13
html body text div table tbody tr td table tbody tr td strong span  ,When:,1,14
html body text div table tbody tr td table tbody tr td span  ,"Sat, March 20",1,13
html body text div table tbody tr td table tbody tr td strong span  ,Course:,1,14
html body text div table tbody tr td table tbody tr td span  ,From Milan to San Remo on the Mediterranean sea.,1,13
html body text div table tbody tr td table tbody tr td span  ,Contains two major climbs - Cipressa (790ft) and Poggio(530ft) in the latter part of the race. Poggio's descent is followed by a flat 3.3km to the finish.,1,13
html body text div table tbody tr td table tbody tr td strong span  ,1998 Winner:,1,14
html body text div table tbody tr td table tbody tr td span  ,Erik Zabel,1,13
html body text div table tbody tr td table tbody tr td strong span  ,1997 Winner:,1,14
html body text div table tbody tr td table tbody tr td span  ,Erik Zabel,1,13
html body text div table tbody tr td center table tbody tr td p strong span  ,"Tour Of Flanders, Belgium",1,16
html body text div table tbody tr td center table tbody tr td strong span  ,Distance:,1,15
html body text div table tbody tr td center table tbody tr td span  ,172 mi (277km),1,14
html body text div table tbody tr td center table tbody tr td strong span  ,When:,1,15
html body text div table tbody tr td center table tbody tr td span  ,"Sun, April 4",1,14
html body text div table tbody tr td center table tbody tr td strong span  ,Course:,1,15
html body text div table tbody tr td center table tbody tr td span  ,"From Bruges to Meerbeke, near Brussels.",1,14
html body text div table tbody tr td center table tbody tr td span  ,"Contains five short climbs, most noticeable are: hill #7 - OldKwaremont; hill #10 - Taaienberg; and hill #14 - Muur. The race finishes slightly uphill.",1,14
html body text div table tbody tr td center table tbody tr td strong span  ,1998 Winner:,1,15
html body text div table tbody tr td center table tbody tr td span  ,Johan Museeuw,1,14
html body text div table tbody tr td center table tbody tr td strong span  ,1997 Winner:,1,15
html body text div table tbody tr td center table tbody tr td span  ,Rolf Sorenson,1,14
html body text div table tbody tr td center table tbody tr td p strong span  ,"Paris-Roubaix, France",1,16
html body text div table tbody tr td center table tbody tr td strong span  ,Distance:,1,15
html body text div table tbody tr td center table tbody tr td span  ,166 mi (267km),1,14
html body text div table tbody tr td center table tbody tr td strong span  ,When:,1,15
html body text div table tbody tr td center table tbody tr td span  ,"Sun, April 11",1,14
html body text div table tbody tr td center table tbody tr td strong span  ,Course:,1,15
html body text div table tbody tr td center table tbody tr td span  ,"From Compiégne, an hour northeast of Paris to Roubaix, which is between Lille and the border withBelgium. This famous race contains 27 sections of cobblestone, totaling about 30 miles of the latter half of the course.The section through the Wallers-Arenberd Forest is particularly treacherous.",1,14
html body text div table tbody tr td center table tbody tr td strong span  ,1998 Winner:,1,15
html body text div table tbody tr td center table tbody tr td span  ,Franco Ballerini,1,14
html body text div table tbody tr td center table tbody tr td strong span  ,1997 Winner:,1,15
html body text div table tbody tr td center table tbody tr td span  ,Frédéric Guesdon,1,14
html body text div table tbody tr td center table tbody tr td p strong span  ,"Liége-Bastogne-Liége, Belgium",1,16
html body text div table tbody tr td center table tbody tr td strong span  ,Distance:,1,15
html body text div table tbody tr td center table tbody tr td span  ,165 mi (265.5km),1,14
html body text div table tbody tr td center table tbody tr td strong span  ,When:,1,15
html body text div table tbody tr td center table tbody tr td span  ,"Sun, April 18",1,14
html body text div table tbody tr td center table tbody tr td strong span  ,Course:,1,15
html body text div table tbody tr td center table tbody tr td span  ,"The hilliest of the spring classics. 13 climbs, 11 of which are in the latter half of the race. Major climbs are bothStockeu and Haute Levée in the town of Stavelot - a mean combination, and a 20% grade climb, La Redoute, justafter Remouchamps. The race finishes flat in Ans, a suburb of Liége, after a rough 1km climb.",1,14
html body text div table tbody tr td center table tbody tr td strong span  ,1998 Winner:,1,15
html body text div table tbody tr td center table tbody tr td span  ,Michele Bartoli,1,14
html body text div table tbody tr td center table tbody tr td strong span  ,1997 Winner:,1,15
html body text div table tbody tr td center table tbody tr td span  ,Michele Bartoli,1,14
html body text div table tbody tr td center table tbody tr td p strong span  ,"Amstel Gold Race, Netherlands",1,16
html body text div table tbody tr td center table tbody tr td strong span  ,Distance:,1,15
html body text div table tbody tr td center table tbody tr td span  ,160 mi (258km),1,14
html body text div table tbody tr td center table tbody tr td strong span  ,When:,1,15
html body text div table tbody tr td center table tbody tr td span  ,"Sun, April 24",1,14
html body text div table tbody tr td center table tbody tr td strong span  ,Course:,1,15
html body text div table tbody tr td center table tbody tr td span  ,"Start and finish in Maastricht, near the Belgian border. Major climbs: Valkenburg, 37 miles from the end; andHalembaye, near the end. The finish is flat.",1,14
html body text div table tbody tr td center table tbody tr td strong span  ,1998 Winner:,1,15
html body text div table tbody tr td center table tbody tr td span  ,Rolf Jarmann,1,14
html body text div table tbody tr td center table tbody tr td strong span  ,1997 Winner:,1,15
html body text div table tbody tr td center table tbody tr td span  ,Bjarne Riis,1,14
html body text div table tbody tr td center table tbody tr td p strong span  ,"Clasica San Sebastian, Spain",1,16
html body text div table tbody tr td center table tbody tr td strong span  ,Distance:,1,15
html body text div table tbody tr td center table tbody tr td span  ,144 mi (232km),1,14
html body text div table tbody tr td center table tbody tr td strong span  ,When:,1,15
html body text div table tbody tr td center table tbody tr td span  ,"Sat, August 7",1,14
html body text div table tbody tr td center table tbody tr td strong span  ,Course:,1,15
html body text div table tbody tr td center table tbody tr td span  ,"Starting and finishing in San Sebastian, a coastal resort town, this race makes a counter-clockwise loop throughnorthern Spain and into the mountains to the south. The most crucial climb, about 16 miles from the finish, is Alto deJaizkibel, which towers above the Bay of Biscay near France. The finish is flat.",1,14
html body text div table tbody tr td center table tbody tr td strong span  ,1998 Winner:,1,15
html body text div table tbody tr td center table tbody tr td span  ,Francesco Casagrande,1,14
html body text div table tbody tr td center table tbody tr td strong span  ,1997 Winner:,1,15
html body text div table tbody tr td center table tbody tr td span  ,Davide Rebellin,1,14
html body text div table tbody tr td center table tbody tr td p strong span  ,"Hew-Cyclassics Cup, Germany",1,16
html body text div table tbody tr td center table tbody tr td strong span  ,Distance:,1,15
html body text div table tbody tr td center table tbody tr td span  ,157 mi (253km),1,14
html body text div table tbody tr td center table tbody tr td strong span  ,When:,1,15
html body text div table tbody tr td center table tbody tr td span  ,"Sun, August 15",1,14
html body text div table tbody tr td center table tbody tr td strong span  ,Course:,1,15
