tag,content,label,depth
html body text table tbody tr td div font b span  ,Successful Deaf Leaders,1,11
html body text table tbody tr td p font b font font span  ,Overview,1,13
html body text table tbody tr td p font font span  ,"Students have the opportunity to learn about, meet, and pay tribute to local Deaf Leaders who exemplify the belief that deaf people can do anything except hear. Selecting leaders, they conduct videotaped interviews, transcribe tapes from American Sign Language to English, and use this information to write biographical sketches of each leader. Creating a computer slide show that includes their own photography, they add the information to a link on the school's web site. The entire school community honors the successful Deaf Leaders at a formal presentation where framed photos/biographical sketches are installed on the school's",1,11
html body text table tbody tr td p font font i span  ,Wall of Fame,1,12
html body text table tbody tr td p font font span  ,.,1,11
html body text table tbody tr td table tbody tr td div font b span  ,Classroom Activities,1,15
html body text table tbody tr td table tbody tr td div font b span  ,Community Activities,1,15
html body text table tbody tr td table tbody tr td div font b font span  ,Career Activities,1,16
html body text table tbody tr td table tbody tr td table tbody tr td font span  ,•,0,17
html body text table tbody tr td table tbody tr td table tbody tr td font span  ,Brainstorm successful Deaf Leaders from various careers.,1,17
html body text table tbody tr td table tbody tr td table tbody tr td font span  ,•,0,17
html body text table tbody tr td table tbody tr td table tbody tr td font font span  ,E-mail project description & invite selected leaders to participate.,1,18
html body text table tbody tr td table tbody tr td table tbody tr td font span  ,•,0,17
html body text table tbody tr td table tbody tr td table tbody tr td font span  ,Prepare for,1,17
html body text table tbody tr td table tbody tr td table tbody tr td font a span  ,Interview,1,18
html body text table tbody tr td table tbody tr td table tbody tr td font span  ,.,1,17
html body text table tbody tr td table tbody tr td table tbody tr td font span  ,•,0,17
html body text table tbody tr td table tbody tr td table tbody tr td font span  ,Translate interview videotapes from ASL to English.,1,17
html body text table tbody tr td table tbody tr td table tbody tr td font span  ,•,0,17
html body text table tbody tr td table tbody tr td table tbody tr td font span  ,Use,1,17
html body text table tbody tr td table tbody tr td table tbody tr td font a span  ,graphic organizer,1,18
html body text table tbody tr td table tbody tr td table tbody tr td font span  ,for bio sketches.,1,17
html body text table tbody tr td table tbody tr td table tbody tr td font span  ,•,0,17
html body text table tbody tr td table tbody tr td table tbody tr td font span  ,Design,1,17
html body text table tbody tr td table tbody tr td table tbody tr td font a span  ,computer slide presentation,1,18
html body text table tbody tr td table tbody tr td table tbody tr td font font span  ,(or,1,18
html body text table tbody tr td table tbody tr td table tbody tr td font font a span, download,1,19
html body text table tbody tr td table tbody tr td table tbody tr td font font span  ,", 9.78 MB)",1,18
html body text table tbody tr td table tbody tr td table tbody tr td font span  ,.,1,17
html body text table tbody tr td table tbody tr td table tbody tr td font span  ,•,0,17
html body text table tbody tr td table tbody tr td table tbody tr td font span  ,Enlarge leaders' photos & mount next to bio sketches.,1,17
