tag,content,label,depth
html body text table tbody tr td p font b font a,  ,0,12
html body text table tbody tr td p font b font a,  ,0,12
html body text table tbody tr td p font b font a,  ,0,12
html body text table tbody tr td p font b font a,  ,0,12
html body text table tbody tr td h3 font span  ,4.4 Health of the environment,1,10
html body text table tbody tr td table caption h4 font span, Key Issues,0,12
html body text table tbody tr td table tbody tr td a,  ,0,12
html body text table tbody tr td table tbody tr td a,  ,0,12
html body text table tbody tr td table tbody tr td a,  ,0,12
html body text table tbody tr td table tbody tr td a,  ,0,12
html body text table tbody tr td h3 font span  ,Eutrophication,1,10
html body text table tbody tr td p font span  ,"Concentrations in Welsh rivers of the main plant nutrients (phosphate and nitrate) are generally much lower than those found in the midlands and south-east England. There are correspondingly fewer perceived problems associated with eutrophication compared with lowland England. However, nutrient enrichment arising from sewage inputs and agriculture does cause water quality problems in all types of aquatic environment, affecting drinking water supplies, conservation interests and recreational uses.",1,10
html body text table tbody tr td p font span  ,A number of water-supply reservoirs are regularly,1,10
html body text table tbody tr td p font span  ,"affected by blue-green algal blooms notably Llandegfedd, Wentwood, Cefni and Nant-y-Frith, with implications for water treatment and supply. Conservation interests are being affected at a number of important wetland sites on Anglesey, at Bosherston Lakes in south Pembrokeshire and at Llangorse Lake near Brecon. Eutrophication is affecting the survival of two endangered fish species: the gwyniad in Llyn Tegid and the arctic charr in Llyn Padarn. Blooms of blue-green algae can interfere with recreational activities",1,10
html body text table tbody tr td p font span  ,"at a number of waters, including Llysyfran Reservoir and Eglwys Nunydd. Despite the environmental safeguards to deal with the consequences of eutrophication specified in the Cardiff Bay Barrage Act, algal blooms are likely to affect recreational uses and aesthetic enjoyment within the impoundment.",1,10
html body text table tbody tr td p font span  ,"The Wye below Hereford and the Loughor below Garnswllt STW have been designated as sensitive areas under the Urban Waste Water Treatment Directive. In both stretches, phosphate inputs from sewage works have been shown",1,10
html body text table tbody tr td p font span  ,to promote plant growth which may cause serious,1,10
html body text table tbody tr td p font span  ,de-oxygenation during the night under conditions of,1,10
html body text table tbody tr td p font span  ,"high temperature and low river flow. Resulting low concentrations of dissolved oxygen have been implicated in fish mortalities on the lower Loughor in 1984, 1990 and 1995. Besides these designations, there are many smaller watercourses in lowland areas which are affected by growths of algae. These effects appear to be chiefly related to inputs of nutrients from agricultural sources and may reduce the survival of salmonid eggs and fry in heavily affected stretches.",1,10
html body text table tbody tr td p font span  ,"In general, scientific understanding of the links between nutrient inputs and eutrophication in estuarine and",1,10
html body text table tbody tr td p font span  ,"coastal waters is much less advanced than for freshwaters. Nevertheless, eutrophication appears to be connected with periodic low concentrations of dissolved oxygen in the Loughor and Dee estuaries. The impoundment created",1,10
html body text table tbody tr td p font span  ,"by the Tawe Barrage in Swansea is subject to blooms of marine algae, and the impoundment has already been designated as a sensitive area.",1,10
html body text table tbody tr td p font span  ,"Historical records indicate that algal blooms in coastal waters have been a periodic natural occurrence. However, the concentration of blooms of Phaeocystis between Liverpool Bay and the Menai Strait in north Wales, around Aberystwyth and in Carmarthen Bay suggest an influence of enhanced nutrient inputs in these areas arising from sewage, agricultural run-off and industrial discharges. Concentrations of nutrients and algae in the Irish Sea have risen steadily since the 1960s, so this problem appears to be increasing. Foams and scums arising from blooms are aesthetically unpleasant, can be mistaken for sewage and give rise to numerous public complaints over bathing water quality.",1,10
html body text table tbody tr td p font span  ,Blooms of toxic marine algae are relatively rare around the Welsh coast although blooms of the dinoflagellate,1,10
html body text table tbody tr td p font i span  ,Gyrodinium aureolum,1,11
html body text table tbody tr td p font span  ,"have been linked to fish and shellfish mortalities in Swansea Bay in 1989 and St. Brides Bay, Pembrokeshire in 1994. Other blooms of potentially toxic alga include the dinoflagellate",1,10
html body text table tbody tr td p font i span  ,Alexandrium tamarense,1,11
html body text table tbody tr td p font span  ,"which has been recorded in the upper part of Milford Haven since 1995, and a bloom of Dinophysis was recorded within the Tawe impoundment in 1995. The former can produce Paralytic Shellfish Poisoning and the latter Diarrhetic Shellfish Poisoning, but no effects on human health have been observed to date.",1,10
html body text table tbody tr td h4 font span  ,Synthetic chemicals,1,10
html body text table tbody tr td p font span  ,"The distribution of individual synthetic chemicals in the Welsh environment reflects their physical and chemical properties, and the way in which they are dispersed.",1,10
html body text table tbody tr td p font span  ,"The persistent substances are poorly soluble in water but soluble in fat. They therefore attach to sediment particles, accumulate in the fatty tissues of animals, and pose the greatest risk to animals at the top of food chains. In freshwater these are fish-or insect-eating aquatic birds and aquatic mammals, such as otters, and in the marine environment seals, porpoises, dolphins and seabirds are at greatest risk. Clearly humans are also at potential risk from the consumption of contaminated wild animals. The techniques for monitoring distribution and measuring",1,10
html body text table tbody tr td p font span  ,"the effect of these chemicals are difficult and expensive. Consequently only the apparent high priority chemicals have received attention so far, and techniques are still being developed for many groups of synthetic pollutants.",1,10
html body text table tbody tr td p font b span  ,PCBs,1,11
html body text table tbody tr td p font span  ,PCBs have been found to be present in freshwater,1,10
html body text table tbody tr td p font span  ,"eel tissue at sites throughout Wales, but highest concentrations were found in the lower reaches of industrialised catchments in the south-east and north",1,10
html body text table tbody tr td p font sup a span, 30,0,12
html body text table tbody tr td p font span  ,. Aerial inputs derived from global sources may also be,1,10
html body text table tbody tr td p font span  ,a significant route for PCBs found in dipper eggs (an insectiverous riverine bird) at remote rural sites,1,10
html body text table tbody tr td p font sup a span, 31,0,12
html body text table tbody tr td p font span  ,.,1,10
html body text table tbody tr td p font span  ,"In the marine environment, contamination is related to past industrial production, use, disposal and subsequent transport with fine sediment. Marine sediments are",1,10
html body text table tbody tr td p font span  ,‘heavily contaminated’ close to river mouths and docks,1,10
html body text table tbody tr td p font span  ,"in the Severn Estuary/Bristol channel, ‘contaminated’ at offshore sites in the Severn Estuary and Swansea Bay,",1,10
html body text table tbody tr td p font span  ,and ‘slightly contaminated’ in the centre of the Bristol Channel,1,10
html body text table tbody tr td p font sup a span, 32,0,12
html body text table tbody tr td p font span  ,. Although fish from Cardigan Bay and the,1,10
html body text table tbody tr td p font span  ,"Severn Estuary do not appear to be seriously contaminated,",1,10
html body text table tbody tr td p font span  ,high concentrations have been found in marine mammals,1,10
html body text table tbody tr td p font span  ,from these locations. This appears to be evidence of high accumulation in predators at a considerable distance,1,10
html body text table tbody tr td p font span  ,from PCB sources.,1,10
html body text table tbody tr td p font b span  ,Dioxins,1,11
html body text table tbody tr td p font span  ,The greatest risk of contamination by dioxins/furans is,1,10
html body text table tbody tr td p font span  ,near potential sources such as waste incinerators. The Welsh Office commissioned a study of dioxins/furans and PCBs in the environment around the high-temperature incineration plant of Rechem at Pontypool in 1991,1,10
html body text table tbody tr td p font sup a span, 33,0,12
html body text table tbody tr td p font span  ,". With the exception of a localised area within 500m of the plant, measured concentrations of PCBs and dioxins/furans in",1,10
html body text table tbody tr td p font span  ,"the environment provided little evidence of levels of contamination any different from those encountered in similar areas elsewhere in the UK. The effects of this plant should not give rise to undue concern, according to accepted criteria and guidance on health effects for",1,10
html body text table tbody tr td p font span  ,these compounds.,1,10
html body text table tbody tr td p font b span  ,Pesticides,1,11
html body text table tbody tr td p font span  ,"Organochlorine pesticides were used for a wide range of applications in Wales, sheep dipping and wool preparation being the main rural use. Use of dieldrin and DDT in the UK was banned in the late 1980s, but significant residues of these pesticides remain in eels from agriculture-intensive and industrialised catchments. In the marine environment they are still found in the fatty tissues of marine mammals, and an inshore Cardigan Bay sediment sample contained the highest level of dieldrin contamination of all sites in a national survey",1,10
html body text table tbody tr td p font sup a span, 35,0,12
html body text table tbody tr td p font span  ,". Pentachlorophenol was synthesised in Wales and is still found in the discharge from the manufacturing site, although production ceased many years ago. Residues remain in sediments surrounding the discharge, and a slight effect on the invertebrate community there is evident. The biological impacts of organophosphate and synthetic pyrethroids are covered in",1,10
html body text table tbody tr td p font a span  ,Section 4.2.,1,11
html body text table tbody tr td p font b span  ,PAHs,1,11
html body text table tbody tr td p font span  ,"Polycyclic aromatic hydrocarbons (PAHs) that result from combustion of fossil fuels and waste material are found widely in industrialised areas, in road run-off and in marine sediments close to shorelines. Many are moderately persistent in the environment, but are broken down in fish and higher vertebrate animals. They can cause the same sorts of cellular effects as PCBs and dioxins.",1,10
html body text table tbody tr td p font b span  ,Organotin,1,11
html body text table tbody tr td p font span  ,"Use of tributyltin (TBT) antifouling paint on boats less than 25m in length ceased in 1987, and the application and removal of such paints on boats of 25m or more became subject to regulation in 1996. Evidence of impact on the affected species (dog whelk) is limited to parts of Milford Haven and Holyhead harbour, close to current sources of TBT on large vessels",1,10
html body text table tbody tr td p font sup a span, 35,0,12
html body text table tbody tr td p font span  ,. Organotin compounds have been used in other applications and their well-documented endocrine disruptive effect may require further assessment.,1,10
html body text table tbody tr td h4 font span  ,Radioactivity,1,10
html body text table tbody tr td p font span  ,"Surveys in Wales show that the average radon concentration in Welsh homes is 20 becquerels/cubic metre, equivalent to about half of the total radioactive dose received by the population",1,10
html body text table tbody tr td p font sup a span, 36,0,12
html body text table tbody tr td p font span  ,". Radon levels are higher than this average in parts of Glamorgan, Pembrokeshire, Radnorshire, Anglesey and north-east Wales due to the underlying geology. More extensive areas with high radon concentrations occur elsewhere in the UK such as Cornwall and parts of north-east Scotland. Raised levels of radon",1,10
html body text table tbody tr td p font span  ,"gas increase the risks of lung cancer and the National Radiological Protection Board (NRPB) has advised that indoor radon above an Action Level of 200 bequerels/cubic metre should be reduced. It has been estimated that Wales has about 10,000 homes with radon levels above this level.",1,10
html body text table tbody tr td p font span  ,"In June 1998, the Welsh Office announced a targeted testing programme for four areas at the highest risk from radon gas emitted by natural sources. Householders in these areas can receive detectors from the NRPB to monitor radon gas in their properties over a three-month period. The need for measures to reduce levels will then",1,10
