tag,content,label,depth
html body text div div div div a span  ,Yahoo!7,0,9
html body text div div div div a span  ,My Yahoo!7,0,9
html body text div div div div a span  ,Yahoo! Mail,0,9
html body text div div div div div a span  ,Health Home,0,10
html body text div div div div div span  ,-,0,9
html body text div div div div div a span  ,Help,0,10
html body text div div div div a span  ,Sign In,0,9
html body text div div div div span span  ,[New User?,0,9
html body text div div div div span a span  ,Sign Up,0,10
html body text div div div div span span  ,],0,9
html body text center table tbody tr td a font strong span  ,Home,0,12
html body text center table tbody tr td a font strong span  ,Women's Health,0,12
html body text center table tbody tr td a font strong span  ,Men's Health,0,12
html body text center table tbody tr td a font strong span  ,Sexual Health,0,12
html body text center table tbody tr td a font strong span  ,Parenting,0,12
html body text center table tbody tr td a font strong span  ,Fitness,0,12
html body text center table tbody tr td a font strong span  ,Diet & Nutrition,0,12
html body text center table tbody tr td a font strong span  ,Natural,0,12
html body text center table tbody tr td a font strong span  ,Library,0,12
html body text table tbody tr td table tbody tr td span span  ,Search for,0,13
html body text table tbody tr td table tbody tr td select option span  ,Yahoo! Health,0,14
html body text table tbody tr td table tbody tr td select option span  ,Yahoo! News,0,14
html body text table tbody tr td table tbody tr td table tbody tr td small font strong span  ,hot topics :,0,19
html body text table tbody tr td table tbody tr td table tbody tr td small a font strong span  ,Pregnancy,0,20
html body text table tbody tr td table tbody tr td table tbody tr td small font span  ,|,0,18
html body text table tbody tr td table tbody tr td table tbody tr td small a font strong span  ,Sexual Health,0,20
html body text table tbody tr td table tbody tr td table tbody tr td small font span  ,|,0,18
html body text table tbody tr td table tbody tr td table tbody tr td small a font strong span  ,Diets,0,20
html body text table tbody tr td table tbody tr td table tbody tr td small font span  ,|,0,18
html body text table tbody tr td table tbody tr td table tbody tr td small a font strong span  ,CHOICE Reviews,0,20
html body text table tbody tr td table tbody tr td table tbody tr td small font span  ,|,0,18
html body text table tbody tr td table tbody tr td table tbody tr td small a font strong span  ,Health Message Boards,0,20
html body text table tbody tr td table tbody tr td a small font span  ,Home,0,15
html body text table tbody tr td table tbody tr td font span  ,›,0,13
html body text table tbody tr td table tbody tr td a small font span  ,CHOICE Magazine,0,15
html body text table tbody tr td table tbody tr td font span  ,›,0,13
html body text table tbody tr td table tbody tr td small strong font span  ,Product review,0,15
html body text table tbody tr td table tbody tr td table tbody tr td table tbody tr td h1 span  ,Blood pressure monitors - 5-minute CHOICE,1,21
html body text table tbody tr td table tbody tr td table tbody tr td table tbody tr td font span  ,»,0,21
html body text table tbody tr td table tbody tr td table tbody tr td table tbody tr td a small font span  ,printer friendly version,0,23
html body text table tbody tr td table tbody tr td table tbody tr td h3 span  ,What to look for,1,17
html body text table tbody tr td table tbody tr td table tbody tr td span  ,"About one in seven Australian adults suffer from some form of high blood pressure, or hypertension (as it's known medically). If you're one of them, monitoring your condition regularly at home with a blood pressure monitor (and in co-operation with your GP) can be useful.",1,16
html body text table tbody tr td table tbody tr td table tbody tr td ul li span  ,"Buy from a pharmacy or medical equipment supplier, where you can get proper advice and a demonstration of how to use the monitor.",1,18
html body text table tbody tr td table tbody tr td table tbody tr td ul li span  ,"Arm monitors are generally more accurate than wrist models; in our test, only one wrist model could match them.",1,18
html body text table tbody tr td table tbody tr td table tbody tr td ul li span  ,"If you buy an arm monitor, measure your arm size to get the right-size cuff.",1,18
html body text table tbody tr td table tbody tr td table tbody tr td ul li span  ,Make sure the monitor's keys and display are easy to read.,1,18
html body text table tbody tr td table tbody tr td table tbody tr td ul li span  ,"Models that inflate the cuff automatically tend to work better than those requiring you to do it manually (by pumping a bulb), though there are exceptions.",1,18
html body text table tbody tr td table tbody tr td table tbody tr td ul li span  ,"The cuff has to be inflated to a level above the systolic blood pressure. However, the automatic setting on the monitor may be a lot higher, and you may find it uncomfortable. Models with adjustable inflation level allow you to program the pressure to one that's comfortable for you. Models with fuzzy logic detect the ideal inflation level automatically.",1,18
html body text table tbody tr td table tbody tr td table tbody tr td ul li span  ,"If a monitor has a memory to store a number of your recent blood pressure measurements, it can be helpful as a back-up. However, it's a good idea to record all measurements separately, so that you and your GP get a sufficient history.",1,18
html body text table tbody tr td table tbody tr td table tbody tr td ul li span  ,Manufacturers give different advice regarding the use of rechargeable batteries; check in the shop before you buy.,1,18
