tag,content,label,depth
html body div a div div  ,財團法人心覺醒文教基金會,0,6
html body div a div div  ,CLEAN LIFE FOUNDATION,0,6
html body div nav a span  ,關於心覺醒,0,6
html body div nav a span  ,課程活動,0,6
html body div nav a span  ,活動紀錄,0,6
html body div nav a span  ,覺醒加速器,0,6
html body div nav a span  ,我要捐款,0,6
html body div nav a span  ,聯絡我們,0,6
html body nav div div div a  ,課程介紹,0,7
html body nav div div div a  ,合作講師,0,7
html body nav div div div a  ,活動相簿,0,7
html body nav div div div div a  ,最新課程,0,8
html body nav div div div div a  ,帶狀課程,0,8
html body nav div div div div a  ,公益活動,0,8
html body nav div div div div a  ,覺醒工作坊,0,8
html body nav div div div div a  ,海外公益講座,0,8
html body nav div div div div a  ,海外課程,0,8
html body nav div div div div a div  ,木換星移：從木星看你的機會甜蜜點！開創嶄新2022雙魚年,1,9
html body nav div div div div a div  ,這不只是一場深入淺出的占星講座，更是一場手把手教你如何除舊佈「星」，學習向行星借力，直搗2022年命運金礦區的實戰課程！,1,9
html body nav div div div div a div div  ,"									2022.01.08								",1,10
html body nav div div div div a div div  ,"									Gudhata								",1,10
html body nav div div div div a div  ,覺隱萬事屋,1,9
html body nav div div div div a div  ,覺隱老師 1.5 小時不限問題諮詢，全程一對一深度對談！ 藉由能場共振解讀、內在小孩連結、脈輪能量掃描、靈魂DNA回溯、天賦潛能激活…多元方法深度剖析，解讀生命事件的背後成因，協助你從根源解決問題，再針對個人狀況量身給予一套自我修復的有效方法，讓諮詢不再是服過即忘的心靈安慰劑，而能真正在每個人的生活中作用與延續！,1,9
html body nav div div div div a div div  ,"									2021.11.02								",1,10
html body nav div div div div a div div  ,"									覺隱								",1,10
html body nav div div div div a div  ,心覺醒之友線上捐款,1,9
html body nav div div div div a div  ,如果您認同我們的精神，想要支持我們理念的推廣； 如果您認同我們的主旨，願意為愛的天堂盡一份心力。 除了精神上的支持，我們更需要實質上的協助。 歡迎捐款加入我們，只要填寫入會申請書並每年捐款1200元以上，即可成為本會的【心覺醒之友】，享有不定期的講座/課程專屬優惠。,1,9
html body nav div div div div a div div  ,"									2021.08.27								",1,10
html body nav div div div div a div  ,阿卡西記錄 療育工作坊,1,9
html body nav div div div div a div  ,每個人的靈魂特質、天賦使命、累世生命經驗…等資料都被寫在名為『阿卡西』的紀錄當中。 透過導師的引導進入阿卡西紀錄，抓出你的限制信念，並在課程中通過意識的轉化，改寫生命的劇本，創化全新生命藍圖。,1,9
html body nav div div div div a div div  ,"									2021.11.20								",1,10
html body nav div div div div a div  ,【香港】Prana超能量進化呼吸講座,1,9
html body nav div div div div a div  ,PRANA超能量呼吸講座，由Akahi導師夫妻10年來以光維生的經驗，分享他們的生命故事。 如果你對於akahi夫妻以光維生的生活方式感到好奇; 如果你對於連結生命能量感興趣，千萬別錯過akahi導師在亞洲區首次的開講！,1,9
html body nav div div div div a div div  ,"									2018.03.20								",1,10
html body nav div div div div a div div  ,"									阿卡西 理查多Akahi Ricardo								",1,10
html body nav div div div div a div  ,跟孩子有效溝通的「心」方法,1,9
html body nav div div div div a div div  ,"									2019.07.05								",1,10
html body nav div div div div a  ,Dora 老師,1,8
html body nav div div div div a  ,李欣頻,1,8
html body nav div div div div a  ,曌宇,1,8
html body nav div div div div a  ,周 震宇,1,8
html body nav div div div div a  ,Jenna,1,8
html body nav div div div div a  ,Akahi Ricardo,1,8
html body nav div div div div a  ,Asa 老師,1,8
html body nav div div div div a  ,Lavila （拉拉）,1,8
html body nav div div div div a  ,Nana,1,8
html body nav div div div div a div  ,Dora 老師,1,9
html body nav div div div div a div  ,她，本身是一名運動選手，好動的她和陰瑜伽不期而遇後，發現它動中帶靜，也輔助她在靜坐的過程中更容易享受到更深的寧靜，開始和陰瑜伽結下不解之緣。爾後更往光頻水晶缽&自然人聲療育方面深度進修，融合成如今獨特的教學風格。,1,9
html body nav div div div div a div  ,李欣頻,1,9
html body nav div div div div a div  ,文案天后─李欣頻，有著作家詩人的孤僻性格＋靈修者洞察深處的眼睛＋旅行者停不下來的身體＋廣告人的纖細敏感與美學癖＋知識佈道家想要世界更好的狂熱＋教育者捨我其誰的使命感。,1,9
html body nav div div div div a div  ,曌宇,1,9
html body nav div div div div a div  ,16年嚴格靈性生活，致力探索大腦神經行為，探索人類意識的邊界。將科學與性靈結合，穿過當代身心靈課程邊界，創造更多性靈課程生活化的可能性。,1,9
html body nav div div div div a div  ,周 震宇,1,9
html body nav div div div div a div  ,周震宇早年師事著名電影配音員、配音導演王蕙君，當年王老師一句：「學配音，學的就是做人做事的道理。」打開了他對 聲音的視野，他開始鍛煉對「人聲」的敏感度，並且投入研發聲音表達教學系統。2014參加了陳怡安教授的【生命對話與 敏感訓練】之後，確立了「以人為本」的教學精神，並將此精神落實於每一課堂之中，目前教學經驗超過20年。 除了在澄意文創開設聲音表達訓練班之外，也從事聲音商務應用、人際溝通、組織溝通、口語表達、媒體公關等專業教育訓 練，聲如其人，渾厚穩重卻不失靈活幽默，擅長以系統化的課程設計與生動有趣的運課手法，引爆學員的內在感動與學習潛能，曾受邀至《康熙來了》 《大學生了沒》 《非關命運》 《今晚哪裡有問題》 《女人好犀利》 …等電視節目擔任專家來賓，深受兩岸及馬來西亞企業的好評與肯定，講演與授課超過4000場次。,1,9
html body nav div div div div a div  ,Jenna,1,9
html body nav div div div div a div  ,充滿活力的身心，將是最佳的保健、保養聖品！讓我們跟著教學經驗豐富的Jenna老師，在拉丁的律動中打開心胸，勇敢展現專屬自己的美好姿態！,1,9
html body nav div div div div a div  ,阿卡西 理查多Akahi Ricardo,1,9
html body nav div div div div a div  ,✽阿卡西（Akahi Ricardo）&卡斯黛羅（Camila Castello）夫妻倆奉行「食氣法（Breatharianism）」已10年，身體卻更健康，妻子甚至在遵行食氣法中，生下兩個健康小孩，受到全世界主流媒體的關注，成為「全球權威食氣者交流大會」Pranic World Festival（世界普拉納節：最知名的食氣者名人榜年度聚會），進行研討會及工作坊唯一的食氣者夫妻檔。 Akahi夫妻所指的「普拉納」在吠陀哲學裡，意指流遍宇宙之維持生命的能量。它是宇宙生命原力、聖愛之流，古代煉金術稱之為「恩典波動」。 他們運用更有效率的「超能量進化呼吸法」有效攝取大量的普拉納，就能清除細胞內累積的心智與情緒毒素，細胞就會自動調頻到最佳狀態，在日常生活中，經驗到更多的奇蹟、同步性與心想事成，使人活得健康快樂，進入好運連連的循環模式。,1,9
html body nav div div div div a div  ,Asa 老師,1,9
html body nav div div div div a div  ,長年與孩子為伍的Asa老師，擁有一顆溫暖的赤子之心，透過繪畫與不同媒材的創作，不但看見了更深的內在，也找回了更純真的自己。 在英國就學的期間，對當地別具歷史的古典藝術產生了極高的興趣，進而自行創作了「英式插畫」風格，透過細膩的線條變化，教你在一筆一畫間，勾勒出浪漫的中古世紀風情。 教授課程：古典英式插畫、旅遊紓壓水彩,1,9
html body nav div div div div a div  ,Lavila （拉拉）,1,9
html body nav div div div div a div  ,"Lavila，一位謙卑的光之行者，在多年前的某個特殊時空機緣下連結了本源——""凱西緹亞""光星球，自此經常在來自光的天啟訊息中得著指引。她深信，唯有推恩才能留住恩典，所以在幾年前開創出獨樹一格的【凱西光碼數字學】以及開始教授【光的課程】，幫助更多人向光打開。 幽默又犀利的教學風格，深受學員喜愛，學員都叫她拉拉，因為她認為大家都是共同學習的夥伴，無謂稱呼她為老師。從她撰寫的<凱西碎碎念>中，我們明瞭這是一位將數字能量滲透於所有生活點滴的實踐者。健康、財富、情感、人際、家庭、靈性需求、自我成長七大面向的展現，如能善用數字能量、順勢而為，我們將更明白如何真正地活出我們自己。",1,9
html body nav div div div div a div  ,Nana,1,9
html body nav div div div div a div  ,10多年前因緣開始了自我整合之旅，多年來也走遍了世界各處能量聖地，進行深度的自我修煉。多年的性靈生活，讓她悟見『走出“眼見為憑”的迷思，進入“相信就會看見”』的真理。 秉承她的啟蒙導師聖塔達瑪老師『讓這個世界變成愛的天堂』的宏願，目前致力於意識提昇的理念推廣，領導心覺醒基金會辦理各式國際化活動/課程，喚醒更多的人們，用更高層的靈性及超越二元的觀點來看待生命的現象、進而圓滿生命種種的課題。 敏感細膩的特質，彷彿看透人心，總能一語直指核心、突破他人心房，讓學員更願意透過一步一步探索自己來超越自我，跨越生命的瓶頸。,1,9
html body nav div div div div a  ,2020活動,1,8
html body nav div div div div a  ,2019講座/工作坊,1,8
html body nav div div div div a  ,2019海外課程,1,8
html body nav div div div div a  ,2018講座/工作坊,1,8
html body nav div div div div a  ,2015-2017大型活動,1,8
html body nav div div div div a div  ,天賦天能特訓課,1,9
html body nav div div div div a div  ,2019<輝比尋常>甜點工作坊,1,9
html body nav div div div div a div  ,五星主廚的法式甜點課——純素 X 健康 X 無麩質。香港頂級俱樂部主廚親自指導，引爆你的創意力，善用食材做出多種變化，加上精緻擺盤，DIY屬於你自己獨一無二的純素甜點作品，打造一場味覺與視覺的甜點饗宴！,1,9
html body nav div div div div a div  ,2019 覺醒教養親子講座（馬來西亞）,1,9
html body nav div div div div a div  ,邀請Antia導師、洪文品醫師跨海來到馬來西亞金馬崙高原和怡保兩地分享【與孩子溝通的“心”方法】，採一個互動式的方式，帶給家長們一些和孩子互動的“心法”。,1,9
html body nav div div div div a div  ,2018<祥哥的奇異廚房>食生體驗坊,1,9
html body nav div div div div a div  ,食生，不蒸不煮不炒不焗不炸，國際知名導師周兆祥（祥哥）讓你食出完美健康。祥哥除了導入食生概念與好處，也和大家一起DIY食生美食，從前菜到甜點一次到位。,1,9
html body nav div div div div a div  ,2017 李安妮老師「讓愛自由」工作坊,1,9
html body nav div div div div a div  ,跳脫你以為的「性愛」關係，培養女性能量，擺脫我不夠好，需要不斷證明自我價值的無限循環。你必須先當自己的理想愛人，認清「執著與愛的不同」就不會對愛匱乏，開始開始對內在高我祈禱，並且照顧、療癒自己的內在小孩，與她／他共處。,1,9
html body nav div div div div a div  ,李欣頻〈升維預視 高維跨越〉2021 調頻課,1,9
html body nav div div div div a div  ,〈2020 天賦天能特訓課〉 - 台北/台中,1,9
html body nav div div div div a div  ,【力量與揚昇】工作坊--學員分享002,1,9
html body nav div div div div a div  ,【力量與揚昇】工作坊--學員分享001,1,9
html body nav div div div div a div  ,2020年首發--光碼數字學初階課程,1,9
html body nav div div div div a div  ,女性尊爵・愛之旅,1,9
html body nav div div div div a div  ,輝比尋常甜點工作坊,1,9
html body nav div div div div a div  ,<魅力喚醒>工作坊,1,9
html body nav div div div div a div  ,【馬來西亞】覺醒教養親子講座（怡保場）,1,9
html body nav div a  ,全部活動 >,1,5
html body nav div div a  ,靜心生活,1,6
html body nav div div a  ,好讀書籍,1,6
html body nav div div a  ,覺醒好物,1,6
html body nav div div div div a div  ,心到位靜坐椅-香椰綠,1,9
html body nav div div div div a div  ,心到位冥想椅-奶茶棕,1,9
html body nav div div div div a div  ,心到位打坐椅-亞麻灰,1,9
html body nav div div div div a div  ,向癒：從難治病與慢性病徹底解脫， 以身心靈中醫為鑰，邁向終極健康,1,9
html body nav div div div div a div  ,心靈直覺的秘境：用直覺找回自己的力量,1,9
html body nav div div div div a div  ,your inner islands,1,9
html body nav div div div div a div  ,新覺醒時代：明師們的祕密力量,1,9
html body nav div div div div a div  ,翻轉人生九部曲-自古以來打開奇蹟秘徑的最有效方法,1,9
html body nav div div div div a div  ,和平飲食,1,9
html body nav div div div div a div  ,愛力傳誦．紀念專輯 雙CD,1,9
html body nav div div div div a div  ,瑜伽九式健康操DVD,1,9
html body nav div div div div a div  ,(紫)BH 彈力繩/彈力拉繩/拉力繩,1,9
html body nav div div a  ,更多好物 >,1,6
html body nav div a  ,理念與願景,1,5
html body nav div a  ,推廣主軸,1,5
html body nav div a  ,意識能量,1,5
html body main div div div div div  ,COURSE AREA,1,8
html body main div div div div div a  ,首頁,1,9
html body main div div div div div a  ,覺醒課程活動,1,9
html body main div div div div div a  ,最新課程,1,9
html body main div div div div select option  ,最新課程,1,9
html body main div div div div select option  ,帶狀課程,1,9
html body main div div div div select option  ,公益活動,1,9
html body main div div div div select option  ,覺醒工作坊,1,9
html body main div div div div select option  ,海外公益講座,1,9
html body main div div div div select option  ,海外課程,1,9
html body main div div div div select option  ,所有文章不分類,1,9
html body main div div div  ,覺醒,1,6
html body main div div div span  ,課程活動,1,7
html body main div main article div header h1  ,木換星移：從木星看你的機會甜蜜點！開創嶄新2022雙魚年,1,9
html body main div main article div header h2  ,【獨家】年前重磅占星講座，教你如何除舊佈「星」，直搗2022年命運金礦區！,0,9
html body main div main article div div a  ,最新課程,0,9
html body main div main article div div div a  ,Gudhata,0,10
html body main div main article div  ,"				這不只是一場深入淺出的占星講座，更是一場手把手教你如何除舊佈「星」，學習向行星借力，直搗2022年命運金礦區的實戰課程！								",0,7
html body main div main article div div a  ,立即報名填單,0,9
html body main div main article div ul li p span span b  ,年前優惠價：880元,0,13
html body main div main article div ul li p span strong  ,報名後若欲取消，需扣除10%行政手續費；開課前3~7日取消，扣除20%行政手續費；開課前3日不予退費,0,12
html body main div main article div ul li p span  ,日期：2022/01/08 (六),0,11
html body main div main article div ul li p span  ,"	時間：14：30 - 16：30",0,11
html body main div main article div ul li p span  ,"	地點：心之谷Gallery (台中市西屯區台灣大道三段501號—秋紅谷景觀生態公園)",0,11
html body main div main article div ul li p span span strong span  ,*課程當日敬請自備筆及筆記本,0,14
html body main div main article div div div div div p span  ,木換星移：從木星看你的機會甜蜜點！開創嶄新2022雙魚年,0,13
html body main div main article div div div div div p strong span  ,【獨家】年前重磅占星講座，教你如何除舊佈「星」，直搗2022年命運金礦區！,0,14
html body main div main article div div div div p span span span span  ,迎來星象黃金交叉點，年前最值得跟進的一場心靈投資！,0,15
html body main div main article div div div div p span span span span  ,行星織線，在夜空裡聚合出每個人的生命脈絡。,0,15
html body main div main article div div div div p span span span span  ,再由蘊積千年的占星智慧，凝鍊成一張張包羅著愛力與業力、日常與無常的心靈之網。,0,15
html body main div main article div div div div p span span span span  ,這張網即是我們每個人的「星盤」。,0,15
html body main div main article div div div div p span span span span  ,因為行星與行星的交互對望，生命有了更加多層次的模樣。,0,15
html body main div main article div div div div p span span span span  ,不論你是不想努力了的躺平一族，還是力求突破自我的積極行動派。,0,15
html body main div main article div div div div p span span span span  ,透過星盤你都能更深度的認識自己，掌握機會點、突破瓶頸區，邁向生命高峰帶！,0,15
html body main div main article div div div div div div p font  ,講座綱要,0,14
html body main div main article div div div div div div p  ,INTRODUCTION,0,13
html body main div main article div div div div div div div p span span b span span  ,【心覺醒獨家】年前重磅占星講座，兩大星象主題：,0,19
html body main div main article div div div div div div div p span span b span span  ,一、【木換星移：看懂木星加持領域，讓你順勢生活少發7成力！】,0,19
html body main div main article div div div div div div div p span span span strong  ,新年將至，木星即將移動至雙魚座，也預示著2022雙魚年的到來。而每個,0,18
html body main div main article div div div div div div div p span span span strong  ,人星盤中木星落入的宮位，就彷彿受到幸運女神眷顧，是座渾然天成的命,0,18
html body main div main article div div div div div div div p span span span strong  ,運金礦區。,0,18
html body main div main article div div div div div div div p span span span strong  ,2022年你的木星將移動至哪裡？它所觸及的主題就是你能搭上好運順風車,0,18
html body main div main article div div div div div div div p span span span strong  ,的領域，看懂木星加持宮位，讓你順勢生活少發7成力！,0,18
html body main div main article div div div div div div div p span span b span span  ,二、【天賦金鑰：從北交點解密你的靈魂天賦使命！】,0,19
html body main div main article div div div div div div div p span span b span span  ,如果說木星代表星盤裡的機會甜蜜點，那南北交就是占星學與靈性世界的,0,19
html body main div main article div div div div div div div p span span b span span  ,關鍵交會點。如果你想瞭解今生的靈魂使命，那你就得洞悉你的星盤北交，,0,19
html body main div main article div div div div div div div p span span b span span  ,重現與生俱來的天賦配備與靈魂使命！,0,19
html body main div main article div div div div div p span span span span  ,即刻報名，你就可以...,0,16
html body main div main article div div div div div p span span span span  ,1. 知曉2022最新年運，家人、朋友星盤隨車上(請自行準備家人、朋友出生日期、時間，課程中將可自行對照解讀),0,16
html body main div main article div div div div div p span span span span  ,2.現場聽眾還有機會享【個人星盤分析解讀】,0,16
html body main div main article div div div div div p span span span  ,靈魂占星家 Gudhata 老師，與你相約星系裡對望。,0,15
html body main div main article div div div div div div div p  ,靈魂占星家,0,14
html body main div main article div div div div div div div p  ,Gudhata,0,14
html body main div main article div div div div div div div div  ,徜徉浩瀚占星領域10餘年，她，是在星河裡擺度眾生的撐船手。,0,14
html body main div main article div div div div div div div div  ,擅於傾聽行星與行星之間的對話，並援引神話故事，將其雜揉轉譯成溫暖、深植人心的語言。源於對人性的明晰與深刻洞察，總能在星盤解讀中直指個案生命核心議題，並協助其轉化療育，在她的一字一句中無不洋溢著懇切的愛與祝福。,0,14
html body main div main article div div div div div div div div  ,更多資訊請參考：,0,14
html body main div main article div div div div div div div div a strong span  ,Gudhata老師,0,17
html body main div main article div div div div div div div div a strong span  ,個人FACEBOOK,0,17
html body main div main article div div div div div div div a  ,導師介紹,0,14
html body main div main article div div div div div p  ,詳細資訊,0,12
html body main div main article div div div div div p  ,INFORMATION,0,12
html body main div main article div div div div div div p span  ,木換星移：從木星看你的機會甜蜜點！開創嶄新2022雙魚年,0,14
html body main div main article div div div div div div p span strong  ,【獨家】年前重磅占星講座，教你如何除舊佈「星」，直搗2022年命運金礦區！,0,15
html body main div main article div div div div div div ul li p strong span  ,地點｜心之谷教育園區Gallery (秋紅谷景觀生態公園內湖邊場館）,0,17
html body main div main article div div div div div div ul li p strong span  ,"	地址｜臺中市西屯區台灣大道三段501號",0,17
html body main div main article div div div div div div ul li p span  ,日期：2022/01/08 (六),0,16
html body main div main article div div div div div div ul li p span  ,"	時間：14：30 - 16：30",0,16
html body main div main article div div div div div div ul li p span span strong span  ,*課程當日敬請自備筆及筆記本,0,19
html body main div main article div div div div div div ul li p span strong  ,防疫需求請務必配戴口罩進場，配合量測體溫及酒精消毒。,0,17
html body main div main article div div div div div div ul li p span strong  ,"	若政府發佈三級警戒，課程將改為線上課程。",0,17
html body main div main article div div div div div div ul li p  ,#占星 #星盤 #星象 #2022年運,0,15
html body main div main article div div div div div div ul li p span span  ,心友優惠價：880元,0,17
